scene,endpoint_role,record_type,region_a,region_b,region_size,region_share,reference_center_x,reference_center_y,centroid_x,centroid_y,mean_angle_rad,angular_std_rad,angular_span_rad,mean_radius,median_radius,within_region_mean_spread,within_region_max_spread,pairwise_centroid_distance,pairwise_angular_separation_rad
bellevue_116th_ne12th,exit,region,0,,223.0,0.3084370677731674,931.0662003125296,400.07106313369974,1107.3885701814436,399.7681043622321,-0.0015201830219089018,0.03965766171372296,0.19393799481316956,176.45946490474304,177.2967408541113,7.048874631041705,37.162914935805205,,
bellevue_116th_ne12th,exit,region,1,,282.0,0.3900414937759336,931.0662003125296,400.07106313369974,678.9667902349258,405.5577131001882,-3.1292680889110582,0.15349042470836313,1.0723640790504534,254.7365938579993,244.31564637085782,52.09428141199863,213.45587028171317,,
bellevue_116th_ne12th,exit,region,2,,104.0,0.14384508990318118,931.0662003125296,400.07106313369974,948.2514357851747,258.1141898998231,-1.452649933754697,0.12738770055208998,0.8744182099337199,143.95818715764108,145.74733698816766,18.271011704357907,103.20352870415678,,
bellevue_116th_ne12th,exit,region,3,,114.0,0.15767634854771784,931.0662003125296,400.07106313369974,921.5517566992587,671.2507418557583,1.628029560070215,0.11240460347085435,0.5570123012435872,272.46206695125966,290.71909978658596,48.08878693719381,212.5243939320147,,
bellevue_116th_ne12th,exit,pairwise,0,1.0,,,931.0662003125296,400.07106313369974,,,,,,,,,,428.46089798472985,3.1277479058891493
bellevue_116th_ne12th,exit,pairwise,0,2.0,,,931.0662003125296,400.07106313369974,,,,,,,,,,213.05036734626773,1.451129750732788
bellevue_116th_ne12th,exit,pairwise,0,3.0,,,931.0662003125296,400.07106313369974,,,,,,,,,,328.9956590984959,1.629549743092124
bellevue_116th_ne12th,exit,pairwise,1,2.0,,,931.0662003125296,400.07106313369974,,,,,,,,,,307.00783843879265,1.6766181551563613
bellevue_116th_ne12th,exit,pairwise,1,3.0,,,931.0662003125296,400.07106313369974,,,,,,,,,,359.7780586470077,1.5258876581983127
bellevue_116th_ne12th,exit,pairwise,2,3.0,,,931.0662003125296,400.07106313369974,,,,,,,,,,413.99840993091993,3.080679493824912
bellevue_150th_newport,entry,region,0,,1198.0,0.494428394552208,962.9206512448939,310.2323100180152,961.5223612903945,241.31342895537335,-1.6779396293661446,0.22697042104537643,1.731432624081183,69.41644341967415,61.225953163408846,36.51021429917856,105.03814609187035,,
bellevue_150th_newport,entry,region,1,,591.0,0.24391250515889393,962.9206512448939,310.2323100180152,1025.2593573258894,549.0399069820654,1.3208255904979835,0.0719982813528495,0.4667196703240635,247.19978773451618,253.23708725317297,12.923015589025809,211.19204288290607,,
bellevue_150th_newport,entry,region,2,,507.0,0.2092447379281882,962.9206512448939,310.2323100180152,885.1809183607709,456.96098589687927,2.115031422396118,0.2827596460399192,1.6273031080277724,166.67206115729573,239.87438769523732,100.03561760365787,164.1627853708646,,
bellevue_150th_newport,entry,region,3,,127.0,0.052414362360709864,962.9206512448939,310.2323100180152,1154.9309759718335,373.35950167133507,0.3266559547434422,0.11937981567031787,0.45027159581388465,203.6067157618963,203.73283987889295,24.362693958841387,66.1293663170926,,
bellevue_150th_newport,entry,pairwise,0,1.0,,,962.9206512448939,310.2323100180152,,,,,,,,,,314.2578399059296,2.9987652198641284
bellevue_150th_newport,entry,pairwise,0,2.0,,,962.9206512448939,310.2323100180152,,,,,,,,,,228.76163297943344,2.4902142554173237
bellevue_150th_newport,entry,pairwise,0,3.0,,,962.9206512448939,310.2323100180152,,,,,,,,,,234.18594653117503,2.0045955841095866
bellevue_150th_newport,entry,pairwise,1,2.0,,,962.9206512448939,310.2323100180152,,,,,,,,,,167.63202787986657,0.7942058318981347
bellevue_150th_newport,entry,pairwise,1,3.0,,,962.9206512448939,310.2323100180152,,,,,,,,,,218.35368898280987,0.9941696357545413
bellevue_150th_newport,entry,pairwise,2,3.0,,,962.9206512448939,310.2323100180152,,,,,,,,,,282.40804122029795,1.788375467652676
bellevue_150th_newport,exit,region,0,,421.0,0.17375154766817993,951.3551315653981,520.8436905818953,831.684173789385,516.4769325110839,-3.1056482806818164,0.04717324823860464,0.3921184853513149,119.88405637470915,119.23348469848854,4.906364337331091,40.927242077671906,,
bellevue_150th_newport,exit,region,1,,737.0,0.3041683862979777,951.3551315653981,520.8436905818953,1010.4957549758334,226.81668642604467,-1.3676030472962186,0.0480160978637516,0.3652366707091621,300.2352929522229,300.84294019264377,27.498759496613978,123.54434696010244,,
