scene,method,trial_index,fit_random_seed,params_json,n_total,n_clusters,cluster_count_error,n_outliers,pct_outliers,largest_cluster_ratio,fit_time_s,hg_estimated_target,silhouette_clustered_only,davies_bouldin_clustered_only,calinski_harabasz_clustered_only,quick_score,EMAS_HG,error,untargeted_selection_key_json,hg_expected_selection_key_json,selected_untargeted,selected_hg_expected_aware
bellevue_116th_ne12th,kmeans,21,20260723,"{""max_iter"": 300, ""n_clusters"": 22, ""n_init"": 10}",634,22,12,0,0.0,0.138801261829653,0.05791400000452995,10,0.5160108113542411,0.6852523943217154,5363.408608655289,0.43389725308764365,0.42125870717515596,,"[-0.5160108113542411, 0.6852523943217154, -5363.408608655289, 0.138801261829653, ""{\""max_iter\"": 300, \""n_clusters\"": 22, \""n_init\"": 10}""]","[12.0, -0.5160108113542411, 0.6852523943217154, -5363.408608655289, 0.138801261829653, ""{\""max_iter\"": 300, \""n_clusters\"": 22, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,22,20260724,"{""max_iter"": 300, ""n_clusters"": 23, ""n_init"": 10}",634,23,13,0,0.0,0.13406940063091483,0.059032200020737946,10,0.519546205648534,0.6833192839170533,5340.551447868692,0.43155930271071924,0.4219768066306748,,"[-0.519546205648534, 0.6833192839170533, -5340.551447868692, 0.13406940063091483, ""{\""max_iter\"": 300, \""n_clusters\"": 23, \""n_init\"": 10}""]","[13.0, -0.519546205648534, 0.6833192839170533, -5340.551447868692, 0.13406940063091483, ""{\""max_iter\"": 300, \""n_clusters\"": 23, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,23,20260725,"{""max_iter"": 300, ""n_clusters"": 24, ""n_init"": 10}",634,24,14,0,0.0,0.13406940063091483,0.06094869994558394,10,0.516754288005037,0.7233254323449158,5347.546198270347,0.42811111367502147,0.4204581196795492,,"[-0.516754288005037, 0.7233254323449158, -5347.546198270347, 0.13406940063091483, ""{\""max_iter\"": 300, \""n_clusters\"": 24, \""n_init\"": 10}""]","[14.0, -0.516754288005037, 0.7233254323449158, -5347.546198270347, 0.13406940063091483, ""{\""max_iter\"": 300, \""n_clusters\"": 24, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,24,20260726,"{""max_iter"": 300, ""n_clusters"": 25, ""n_init"": 10}",634,25,15,0,0.0,0.13406940063091483,0.06272270006593317,10,0.5269640335417388,0.7112732999715652,5424.404871638479,0.42653427138533406,0.4213772811566726,,"[-0.5269640335417388, 0.7112732999715652, -5424.404871638479, 0.13406940063091483, ""{\""max_iter\"": 300, \""n_clusters\"": 25, \""n_init\"": 10}""]","[15.0, -0.5269640335417388, 0.7112732999715652, -5424.404871638479, 0.13406940063091483, ""{\""max_iter\"": 300, \""n_clusters\"": 25, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,25,20260727,"{""max_iter"": 300, ""n_clusters"": 26, ""n_init"": 10}",634,26,16,0,0.0,0.12933753943217666,0.06419209996238351,10,0.5399192686025444,0.6674679248444739,5534.56997047784,0.4264007349466062,0.4240333780533616,,"[-0.5399192686025444, 0.6674679248444739, -5534.56997047784, 0.12933753943217666, ""{\""max_iter\"": 300, \""n_clusters\"": 26, \""n_init\"": 10}""]","[16.0, -0.5399192686025444, 0.6674679248444739, -5534.56997047784, 0.12933753943217666, ""{\""max_iter\"": 300, \""n_clusters\"": 26, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,26,20260728,"{""max_iter"": 300, ""n_clusters"": 27, ""n_init"": 10}",634,27,17,0,0.0,0.14195583596214512,0.06540289998520166,10,0.5510428455978192,0.6479462459646439,5408.545408119621,0.42425290971264984,0.4240381496305121,,"[-0.5510428455978192, 0.6479462459646439, -5408.545408119621, 0.14195583596214512, ""{\""max_iter\"": 300, \""n_clusters\"": 27, \""n_init\"": 10}""]","[17.0, -0.5510428455978192, 0.6479462459646439, -5408.545408119621, 0.14195583596214512, ""{\""max_iter\"": 300, \""n_clusters\"": 27, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,27,20260729,"{""max_iter"": 300, ""n_clusters"": 28, ""n_init"": 10}",634,28,18,0,0.0,0.12618296529968454,0.07655759993940592,10,0.5445653671434075,0.6854137094334858,5626.732521845029,0.4232236469361279,0.4239425852029486,,"[-0.5445653671434075, 0.6854137094334858, -5626.732521845029, 0.12618296529968454, ""{\""max_iter\"": 300, \""n_clusters\"": 28, \""n_init\"": 10}""]","[18.0, -0.5445653671434075, 0.6854137094334858, -5626.732521845029, 0.12618296529968454, ""{\""max_iter\"": 300, \""n_clusters\"": 28, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,28,20260730,"{""max_iter"": 300, ""n_clusters"": 29, ""n_init"": 10}",634,29,19,0,0.0,0.12933753943217666,0.06541349994949996,10,0.528900512968331,0.6829094695942155,5456.419299545299,0.42072172310105205,0.42293217449690523,,"[-0.528900512968331, 0.6829094695942155, -5456.419299545299, 0.12933753943217666, ""{\""max_iter\"": 300, \""n_clusters\"": 29, \""n_init\"": 10}""]","[19.0, -0.528900512968331, 0.6829094695942155, -5456.419299545299, 0.12933753943217666, ""{\""max_iter\"": 300, \""n_clusters\"": 29, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,kmeans,29,20260731,"{""max_iter"": 300, ""n_clusters"": 30, ""n_init"": 10}",634,30,20,0,0.0,0.12933753943217666,0.06870480009820312,10,0.5068955356589422,0.7177697905123644,5572.346198952783,0.41770900824137086,0.4206260412620599,,"[-0.5068955356589422, 0.7177697905123644, -5572.346198952783, 0.12933753943217666, ""{\""max_iter\"": 300, \""n_clusters\"": 30, \""n_init\"": 10}""]","[20.0, -0.5068955356589422, 0.7177697905123644, -5572.346198952783, 0.12933753943217666, ""{\""max_iter\"": 300, \""n_clusters\"": 30, \""n_init\"": 10}""]",False,False
bellevue_116th_ne12th,hdbscan,1,20260703,"{""min_cluster_size"": 80, ""min_samples"": 10}",634,4,6,4,0.6309148264984227,0.4174603174603175,0.012656099977903068,10,0.7143497645807769,0.42012450702313275,1423.6982182934707,0.45648923591851903,0.6131259878641706,,"[-0.7143497645807769, 0.42012450702313275, -1423.6982182934707, 0.4174603174603175, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]","[6.0, 0.6309148264984227, -0.7143497645807769, 0.42012450702313275, -1423.6982182934707, 0.4174603174603175, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",True,True
