repository_relative_path,size_bytes,size_mb,scene_id_inferred,detected_file_type,likely_raw_yolov11_detection_output,should_upload_to_onedrive,recommended_priority,recommended_onedrive_folder,parquet_columns_sample,sha256
data/processed/bellevue_150th_eastgate/experiments/straightness_iso_control_v1/method_comparison_variant_coords_only/labels_optics.parquet,133971,0.127765,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,5d203bad38b652b402bd60a7a32c8d9b48834a2d58eee69a39a840d61985a094
data/processed/bellevue_150th_eastgate/experiments/straightness_iso_control_v1/method_comparison_variant_plus_straightness/labels_hdbscan.parquet,133973,0.127767,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,70d4365cb0937bac90fa1684538e5ab5186bdd9faabb6c9c4679b65b856a3a4b
data/processed/bellevue_150th_eastgate/experiments/straightness_iso_control_v1/method_comparison_variant_plus_straightness/labels_kmeans.parquet,133922,0.127718,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,dcff398894731626a12c04a56dc9c42bba0cfa9cdbf7c10c1521fa71622dbf01
data/processed/bellevue_150th_eastgate/experiments/straightness_iso_control_v1/method_comparison_variant_plus_straightness/labels_optics.parquet,133966,0.12776,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,65b39bb1e7ac7bc5864a202a2cc861fa7a1635950e4f7aa554f2094250cddac1
data/processed/bellevue_150th_eastgate/feature_analysis/features_trimmed_frame_disp.parquet,15581141,14.859334,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;frame_start;frame_end;len_frames;frame_span;duration_s;start_x;start_y;end_x;end_y;delta_x;delta_y;path_length;displacement;straightness;dir_x;dir_y;mean_speed;max_speed;mean_accel,152135ed5292e9a9ae55cea946cfbd812bb6f92d11bdcfdf3f2019f47464e00b
data/processed/bellevue_150th_eastgate/feature_analysis/features_trimmed_frame_disp_norm.parquet,7086621,6.758328,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;frame_start;frame_end;len_frames;frame_span;duration_s;start_x;start_y;end_x;end_y;delta_x;delta_y;path_length;displacement;straightness;dir_x;dir_y;mean_speed;max_speed;mean_accel,40e5fbda861b3a082a97717d2eed15f841892ef8a58068ee4b2747ff6898ed5e
data/processed/bellevue_150th_eastgate/feature_variants/features_plus_frame_span.parquet,4431834,4.226526,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;start_x_iso;start_y_iso;end_x_iso;end_y_iso;frame_span;straightness;frame_span_scaled;straightness_scaled;dir_x_scaled;dir_y_scaled;feat_0;feat_1;feat_2;feat_3;feat_4,790ee652aef7d98c9656c6e5fb87ff8bb47c484be68dff24729b1ee2481eb7bf
data/processed/bellevue_150th_eastgate/feature_variants/features_plus_frame_span_straightness.parquet,5462660,5.209599,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;start_x_norm;start_y_norm;end_x_norm;end_y_norm;frame_span;straightness;path_length;displacement_norm;frame_span_norm;straightness_norm;dir_x_norm;dir_y_norm;path_length_norm;feat_0;feat_1,9c9aa88347d6247543378e1bf9e65be2830648e30d3a76b9aeae3dcdba24a372
data/processed/bellevue_150th_eastgate/feature_variants/features_plus_frame_span_straightness_dir.parquet,5982696,5.705544,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;start_x_norm;start_y_norm;end_x_norm;end_y_norm;frame_span;straightness;path_length;displacement_norm;frame_span_norm;straightness_norm;dir_x_norm;dir_y_norm;path_length_norm;feat_0;feat_1,cd8be81cdc754c0bafd23d9736dfcd85ceb4328178e60945a70cde421f547bf8
data/processed/bellevue_150th_eastgate/method_comparison/labels_birch.parquet,185294,0.17671,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,1008db96e02796b861f060e184bb89b46ac5487d41e9097f86bcc79ae6187a5d
data/processed/bellevue_150th_eastgate/method_comparison/labels_dbscan.parquet,188434,0.179705,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,a05f639d56bd82afbf858a5901a055a620e9bb351f31ac186e4df7c93e94272e
data/processed/bellevue_150th_eastgate/method_comparison/labels_gmm.parquet,185296,0.176712,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,a823499f24c4099a7fdc7833e8429035bc93ae3e69180c45d9c42355fe65845c
data/processed/bellevue_150th_eastgate/method_comparison/labels_hdbscan.parquet,185297,0.176713,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,925e65f0950fd33aeacb4e842eb08afb14a2a8e4d52f7defc063e182fb275239
data/processed/bellevue_150th_eastgate/method_comparison/labels_kmeans.parquet,188395,0.179667,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,27f5cec16911448970ff01adef7a33d2ff96d8ac17ea6ca56c7d5631f79f9185
data/processed/bellevue_150th_eastgate/method_comparison/labels_optics.parquet,185287,0.176703,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,8c0eefe2ec55e77186f361528c49cca5e0fc886c8c91d2aa22bb524b4bf6e27e
data/processed/bellevue_150th_eastgate/method_comparison_variant_all_norm/labels_birch.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,b1925cc6d9c3ddfa69083af6170b11d0f25cf8ed5a4ee8359fd2709a38dcf689
data/processed/bellevue_150th_eastgate/method_comparison_variant_all_norm/labels_dbscan.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,095064b7de5ad66cfa14af20615b8be176e6189c2e31da185414eaae3487c8ef
data/processed/bellevue_150th_eastgate/method_comparison_variant_all_norm/labels_gmm.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,9460d1747907364396f80a5545f4cde5ec9d830482f861666f3aea1079dc68dc
data/processed/bellevue_150th_eastgate/method_comparison_variant_all_norm/labels_hdbscan.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,dfdd9998e118ebb1f55ec9e47b17911fb060ab9f5f14a14a47e930ee42e640e7
data/processed/bellevue_150th_eastgate/method_comparison_variant_all_norm/labels_kmeans.parquet,89895,0.085731,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,3d28cb3b616632f5619f99babc359c5139398cb77bda59417f851f63691b42b0
data/processed/bellevue_150th_eastgate/method_comparison_variant_all_norm/labels_optics.parquet,88409,0.084313,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,c559badb634b6f65feb1db8819074f51d027e1b4d70da8c47f69bea4e504c1d1
data/processed/bellevue_150th_eastgate/method_comparison_variant_baseline_norm4/labels_birch.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,030d3c28f2578e1fee83e2bd025f03052d77f4fbbbabec324d1a8feb47cc5f2d
data/processed/bellevue_150th_eastgate/method_comparison_variant_baseline_norm4/labels_dbscan.parquet,88405,0.08431,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,cfec1db7a15cf02f62874071f780f8fc925c796d6ddaa980f777c0f84b3293fb
data/processed/bellevue_150th_eastgate/method_comparison_variant_baseline_norm4/labels_gmm.parquet,89937,0.085771,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,d181c718adeef09d66086d0ee70fb831c67455ff78e13e96cadeff7153314f64
data/processed/bellevue_150th_eastgate/method_comparison_variant_baseline_norm4/labels_hdbscan.parquet,88413,0.084317,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,faf108a8bac5b35151af82138dddfc41e5c959eabc2b9d2ac7a570d9ea68f424
data/processed/bellevue_150th_eastgate/method_comparison_variant_baseline_norm4/labels_kmeans.parquet,89891,0.085727,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,40e04647644326b3dfd985d6b84fd0cc8749188cd5add843d75eeb7e4830cc28
data/processed/bellevue_150th_eastgate/method_comparison_variant_baseline_norm4/labels_optics.parquet,88427,0.084331,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,151fda488810c73f92137d7e98d90892d49f5e09df34b507f47611c141aa9166
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/labels_birch.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,817273eaec591767b2740759daadb2f02cc9ff56ab5d47163ac0cf8797fabcf9
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/labels_dbscan.parquet,88413,0.084317,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,c45876704e7ea03456557cd671a976709929618994e2f7234e72e4bdc78c6f7d
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/labels_gmm.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,8922a58e9e75bac313aa814dac7b1d7fbe01d71e17bbdfaead5f237a3d6726dc
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/labels_hdbscan.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,50542de3666041f454d95d6e6117422de34b5af516bea49680c09d40d817f733
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/labels_kmeans.parquet,88382,0.084288,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,16b96ba13bc195569f2b99817e8ebafe20ae835ae9cf72f8a813f736e56f659f
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/labels_optics.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,ff088528534765253135067895851b79f294e6728be3fd7f21b91eda79bdb9ec
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/methods_summary.csv,1174,0.00112,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,8d3fe4532f131bf00563057432e19b897691070e09ff64a9673a158dcb2e8e0f
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/methods_summary.partial.csv,1174,0.00112,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,8d3fe4532f131bf00563057432e19b897691070e09ff64a9673a158dcb2e8e0f
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/stats_birch.json,305,0.000291,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,e60ad53c832428fa99b6c25c8166c7cfefc23a87a8f01c6c8d799fcc8533df40
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/stats_dbscan.json,327,0.000312,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,341ef5c7430169367e52758cab89e4c869569b51f4eaf869aa764338474f31eb
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/stats_gmm.json,308,0.000294,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,74898ed08bff64fb4f99db2af0ad3d6ae325566baaa8e013b2c44996222e401a
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/stats_hdbscan.json,337,0.000321,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,388950e2009b53c0633154e2d5480fd0218f0c56966f40055d512ba80392c93a
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/stats_kmeans.json,355,0.000339,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,c321b674655283b523fe19960a3c029e45de871e6dfea6cbbc873fab6a7ca4e3
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/stats_optics.json,327,0.000312,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,8c217fa3a1914775671007646c0a02055f840e680822b043861f77774790323a
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/trials_birch.csv,1060,0.001011,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,1f55358c458f4c0cc9da453eb62f1500d3da7251253c24d75496bbefbc318fe0
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/trials_dbscan.csv,1360,0.001297,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,1ec1ad02279052cdd120654fdb70e59316342c843ef3c1a53ea2c6493cad4c52
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/trials_gmm.csv,734,0.0007,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,25f4ce4f71954e98914be4fbadaabe0f63f9ea87a55742b7adf98b9c25c7c753
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/trials_hdbscan.csv,1765,0.001683,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,9a9a659d207d6cdd7dd5ed8ba2ad956ef58bfeee223325c5eef6a5ccd29e261f
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/trials_kmeans.csv,2849,0.002717,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,b6fab019e2c2a08923108f546307eb01260829b110e18687f7ede22095252d07
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span/trials_optics.csv,3996,0.003811,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,f51b508495e12f83968c5292fbdf959e4fb6cee2be5d4f8b1f4607538129b216
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/labels_birch.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,bd0e2c8075ed2d51515609e83039ae6852c76ec6adeff1708651b718c4f04367
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/labels_dbscan.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,f1953e724b7f70e468081571d9dcd0450c47d23fdb7726e0cf21bf340353563a
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/labels_gmm.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,4888b918dde9e82bd770e1eb4ea8e5c942a3db942fbe02af93312c55f75c8106
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/labels_hdbscan.parquet,88413,0.084317,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,4ad3bf5768c58db8bcb73f8afa3bbdc66fee3d528c803fae6daad7077cd4a422
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/labels_kmeans.parquet,89891,0.085727,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,5fb9052ce671b596feb8d26963e1b476d46a95d9c125d1b9dd0653ba78ae3def
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/labels_optics.parquet,88413,0.084317,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,53f4a460a7d1ae2f2aa4941f59d8be80e233ac957eab746dce3dd4aebfc66d4a
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/methods_summary.csv,1294,0.001234,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,64b409bf70da047a656a83cb0dd0d160dad324908631295d72f6521c113d2d17
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/methods_summary.partial.csv,1294,0.001234,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,64b409bf70da047a656a83cb0dd0d160dad324908631295d72f6521c113d2d17
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/stats_birch.json,307,0.000293,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,edae9cbb2a212a4b2ee3fd97423c1b746187ba8fcf1162c01997340c7679cfab
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/stats_dbscan.json,332,0.000317,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,41c4f736c0b361907656b8f540674645350e99bd1cf75a8f08e32b840b1bf672
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/stats_gmm.json,308,0.000294,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,3f9e8eef81d7a686cd10ab1bc47fb8a48f34b444e4e074295d1d78eb9aca745d
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/stats_hdbscan.json,351,0.000335,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,601018963556f6dd970586d9c28d627b01ab3521e2b2f2a872b721b13abe2459
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/stats_kmeans.json,363,0.000346,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,b7778eb43a5f07966e61cf76f8d8410eb597dcc42f158db88996dc35d6fe9884
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/stats_optics.json,340,0.000324,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,efa17f16842a483c8efc2a938ed5dfd78114c9835c91044ca3633ba272b9f994
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/trials_birch.csv,1024,0.000977,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,613b092c6792eb561dda87ea322bb7f5330c2ae7fa3056362c236f1763b76e4f
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/trials_dbscan.csv,1381,0.001317,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,124d7637c5d8f010f7ccedb0f40539d195b6541a3a43b97dd80ca6e21704d730
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/trials_gmm.csv,700,0.000668,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,578bf980bd37097fc918886d11c60c174d8dd891560f327ab9ef5d88cb671c8b
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/trials_hdbscan.csv,1729,0.001649,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,61ae6e9b6bea657989ff9013f6a426cf585d5a337b4ec615a78d23362d6d81a5
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/trials_kmeans.csv,2865,0.002732,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,4588c1ee43084ec533ccdebe1cd172857fbb5c9475df971495748e567b2025d9
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness/trials_optics.csv,4009,0.003823,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,bc42cf9f4ce19b7ca04316f51849a2ec36d1523deb16b01e3dcba20e94f96390
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/labels_birch.parquet,88427,0.084331,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,7e242398b14c7345146514d19d45bf9b29257d3e8f5ed62fab70473b324b6c5e
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/labels_dbscan.parquet,88418,0.084322,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,b40779c1563d340de23b3a40203405377ccf82f3b8797417f065fde18954b4d8
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/labels_gmm.parquet,89935,0.085769,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,d20158851587264cb9589f41d230898660913b34fba9d7f8cf34cf71c5d38f18
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/labels_hdbscan.parquet,88409,0.084313,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,1ee784f5f9d0136735d118207aeae9c2fdbf353ae485561eb36025b0ba72032c
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/labels_kmeans.parquet,89891,0.085727,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,1c847015149eadab9de4b9f17a3484feacd0a9cde59ba7bc9ad50973ad7218ca
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/labels_optics.parquet,88409,0.084313,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,34b9bf0724f6d143548a8ac29fe03259ebb3d0d9928a24490fb84e44617be90e
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/methods_summary.csv,1291,0.001231,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,dcbc050e61a8f14bc5ef0411f2527afa7cc84169b2da4638fe6837f4ac4f0b13
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/methods_summary.partial.csv,1291,0.001231,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,dcbc050e61a8f14bc5ef0411f2527afa7cc84169b2da4638fe6837f4ac4f0b13
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/stats_birch.json,307,0.000293,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,de57b97012827b38e6c10730debdf79fb26cd21d6568b5ba5a79d99e283d6b3b
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/stats_dbscan.json,329,0.000314,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,88501a58fb197abc414d90717654e74e37e0e963595f9a72192ab744f36ba47d
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/stats_gmm.json,309,0.000295,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,7851f61d87f0ec9805dba0554cfba4f5345f5033c059a047ba0ed297e9410527
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/stats_hdbscan.json,339,0.000323,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,e2f3bc20edf076b72da931c52291031475f7c31f10b8c5c4c3f3fd846188bbf9
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/stats_kmeans.json,351,0.000335,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,6191217353eac254ca4cd78e3cde10e7306184ce85a28c93acf7321d46a779bc
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/stats_optics.json,339,0.000323,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,f80bd8f19278ae059dc05be7606e77e578093284c2001fbcd2318323201402cd
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/trials_birch.csv,1036,0.000988,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,19169766440c0ef651ab3606e24f86ec8c8c200dc9c869b7168f3dea63f483fc
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/trials_dbscan.csv,1313,0.001252,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,131369bc4d403641fac577d8ca0affc8f298db0f924d62d7960f030d347f5a5e
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/trials_gmm.csv,716,0.000683,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,dcca9d94f28db322e031a2df266bea248263d03a69a5ad8722e2f5d071bdf681
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/trials_hdbscan.csv,1803,0.001719,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,df6d9fb4cdbf38158b91e28fad353f4131f4a17027e04515e9cea7bf4754fe62
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/trials_kmeans.csv,2920,0.002785,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,39b0d44235a92f96087266ed5b75b793529d3488157529eb4070be7114b66ad7
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_frame_span_straightness_dir/trials_optics.csv,4017,0.003831,bellevue_150th_eastgate,unclear,false,true,P2,99_misc_review/,,e59356319266ddc6422703b56b1ee41b3acdedffaf063b7e7a0d596d4424f648
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_straightness/labels_hdbscan.parquet,174629,0.166539,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,33385733843eea4992289c39c977e2c046a13062cbe7292a006c7795713b5cc5
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_straightness/labels_kmeans.parquet,174603,0.166514,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,705296b871bf2da4c57dc4bbe6c5d0ef1faa253f4780838b6ab9b4d7bf6245d9
data/processed/bellevue_150th_eastgate/method_comparison_variant_plus_straightness/labels_optics.parquet,174612,0.166523,bellevue_150th_eastgate,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,6f2c1a8c3d6ff85df6a6258979ccbb6f8b621cf58631c186deac55a84bf03926
data/processed/bellevue_150th_eastgate/trajectories.parquet,1551062886,1479.208838,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
data/processed/bellevue_150th_newport/experiments/midpoint_iso_control_v1/feature_variants/features_plus_frame_span.parquet,1961312,1.870453,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;midpoint_x;midpoint_y;start_x_iso;start_y_iso;end_x_iso;end_y_iso;midpoint_x_iso;midpoint_y_iso;frame_span;straightness;frame_span_scaled;straightness_scaled;dir_x_scaled;dir_y_scaled;feat_0,db6d07e55d02a849d5a3448f1030b4a1d38f8e0098efb44c9a557d1e496eb25d
data/processed/bellevue_150th_newport/experiments/midpoint_iso_control_v1/method_comparison_variant_coords_only/labels_hdbscan.parquet,63034,0.060114,bellevue_150th_newport,trajectory/intermediate output,false,true,P2,04_processed_trajectories_and_features/,track_id;cluster_id,ccbc4c10e4ef238f988f49231d34064961331b2ca4b3008c3052619a89a4d9db
