scene_id,recording_id,trajectory_source_path,trajectory_source_checksum,trajectory_source_size_bytes,trajectory_source_rows,trajectory_source_row_groups,source_recording_file,video_exists,video_size_bytes,video_checksum_policy
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_03-08-29,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_03-08-29.parquet,d50f7fa0a6bd7e46434b1939f77a7278d434b8c7ced349450f21f04e375b5d61,14794885,425914,1,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_03-08-29.mp4,True,501332756,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_04-08-29,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_04-08-29.parquet,c557eb0fb1a290a265fe6758d74f536543ae33a20c46e14ecc8fb35e2b4c2ae3,15328424,450421,1,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_04-08-29.mp4,True,525992387,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_05-08-29,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_05-08-29.parquet,878d22f41b39acce82f062ea825b396b49ab6fd68d48a72c7af90a1b9a275730,17537111,523096,1,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_05-08-29.mp4,True,610119263,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_06-08-30,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_06-08-30.parquet,55b62238aa8fe63033becd1022859631887675f09564d44397397c3b4c935025,58529538,2025701,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_06-08-30.mp4,True,524846399,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_07-08-31,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_07-08-31.parquet,e85f8a20e1191ebe18216bf901ee658d7448123534250d8a4e25b2ec3dd61e0d,82439090,2820434,3,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_07-08-31.mp4,True,789171387,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_08-08-31,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_08-08-31.parquet,a4ab3097b6c3039d83f52960ac1ebcd38a4cc5592a216c3ec86157436e04ae33,86029956,2927887,3,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_08-08-31.mp4,True,922656811,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_09-08-30,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_09-08-30.parquet,a7e0c785b2b90ae03ab45c7948a8090e90bb4b3d6c5ba4f1e4c15092796e6f82,58489016,2000117,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_09-08-30.mp4,True,804191481,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_10-08-31,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_10-08-31.parquet,0a13563ec3dbf6628ac60c6ff3d085418c3668d9f895b42091b49b8cfc2ff5fa,45423079,1517602,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_10-08-31.mp4,True,757883967,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_11-08-32,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_11-08-32.parquet,9e39f7c015ffe817bb0c2b3e12eaed53dde1dbc326d27612f23fea13d117ba2e,37745900,1217730,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_11-08-32.mp4,True,730430809,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_12-08-32,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_12-08-32.parquet,ace8a144a2c741c42f8efc01fda37b767632f6583b008a4e1a87a0fc6e22b571,39475495,1268566,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_12-08-32.mp4,True,741731018,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_13-08-32,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_13-08-32.parquet,51762120050a66e2bb2f7d62f40e1e5136b2a21858e6bd20e54a3f0cd00e63e3,36709794,1200411,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_13-08-32.mp4,True,672546920,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_14-08-31,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_14-08-31.parquet,b8ea9556b0dc79b7f6ded64e016542d521b1712e6a2795e49e2a7e4cfcacd6d1,51144336,1717033,2,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_14-08-31.mp4,True,878013948,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_15-08-32,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_15-08-32.parquet,b00a4545959d33395b64c9c12d00b9353d2996bc3481161c113941dcbebeb74d,72257690,2417610,3,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_15-08-32.mp4,True,1081422696,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_16-08-32,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_16-08-32.parquet,baa75e3098f6a58a091bb1bd08c328119aaba28566388a524468aae8900bce1e,69997777,2308363,3,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_16-08-32.mp4,True,1046820236,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_newport,Bellevue_150th_Newport__2017-09-11_17-08-32,data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_17-08-32.parquet,1eec07e5048deb806ac8a604a72796b39a6a469572e17bc10d8c56b2fe65dec4,77270505,2563078,3,data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_17-08-32.mp4,True,1000239797,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-10_18-08-24,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_18-08-24.parquet,e83855083387665227ae3d9061b7fd6b285011f2a1ea912e704286d0769aa63f,70059896,2456797,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_18-08-24.mp4,True,500751094,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-10_19-08-25,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_19-08-25.parquet,d69b2f28fafd79b0f0589a048e5490dd87d95c2ee1c1d11679a13e577d2ec711,68032335,2351359,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_19-08-25.mp4,True,475179975,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-10_20-08-25,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_20-08-25.parquet,834552840152a5c6f114855c4c354cacbed3a6cc9514faab98155c6edd0dd51c,46104449,1532047,2,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_20-08-25.mp4,True,693676200,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-10_21-08-38,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_21-08-38.parquet,9b586b0a5bb3299427c143e0e6a2c3f8ee3763fd48da22395159bf4286bf560d,40363043,1323355,2,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_21-08-38.mp4,True,625784595,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-10_22-08-28,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_22-08-28.parquet,f6d982ce1608f184192096d1b56fbc0508e6fe63855275aec79641ee092f664b,31081880,1048936,2,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_22-08-28.mp4,True,526093806,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-10_23-08-29,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-10_23-08-29.parquet,425ac783a7f220d4c408ea2e736b1ab4549a7550a704950a9b7acb84e8098f4f,30083307,1014717,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_23-08-29.mp4,True,497871097,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_00-08-29,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_00-08-29.parquet,9055e7e8170fdc3c66edd0ea271d417b8d5e9096ac513490b9679b4517a1f6ed,28059878,945220,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_00-08-29.mp4,True,451723601,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_01-08-30,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_01-08-30.parquet,e0246f6ad2850ce153a9503f8bb3daf8821ce566c7dbdecda46ccb217c49d8b9,23851646,798607,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_01-08-30.mp4,True,382256065,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_02-08-29,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_02-08-29.parquet,6bb7562786d6d86c5057d9babe33a03d290b929990ae0d36f71d52226d1ba244,25209319,844647,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_02-08-29.mp4,True,419280454,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_03-08-30,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_03-08-30.parquet,5b22bd8bfbc2ffbe007eb2756533729c87456775b11d943a6bf33604b47d7d99,26063106,877384,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_03-08-30.mp4,True,435983737,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_04-08-29,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_04-08-29.parquet,7a7ec30cd1e6923760d42b9c92a9f732a4257250d65a57c8ad96a6ec2bf71ed8,28433338,961311,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_04-08-29.mp4,True,485002234,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_05-08-30,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_05-08-30.parquet,c608781857ff71ff6e2f5f143635b7f268c09711c1c743d6df0e575ff451417c,32434949,1089953,2,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_05-08-30.mp4,True,553306733,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_06-08-32,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_06-08-32.parquet,05ddf8b176c7621e10735211bd85a2f2345ccb518a347d3524869bed32661070,60040532,2120499,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_06-08-32.mp4,True,486714235,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_07-08-31,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_07-08-31.parquet,065c1114a0da0bb10ef62dc9541d8a13a85f63d90eb36461d168702c12e05e94,68223895,2348866,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_07-08-31.mp4,True,566625721,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_08-09-36,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_08-09-36.parquet,ec405e2a60a92ebc29950ee0619e9a78a5c01bcfaf4d6f5df1079c9a4f9aa215,11510830,364302,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_08-09-36.mp4,True,87225613,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_09-08-31,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_09-08-31.parquet,6a86bbf8c934c3dd26389ffd0cc19b1d7eb7d274e0c07bdbbffa775727375ce1,69076103,2367778,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_09-08-31.mp4,True,612854770,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_10-08-33,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_10-08-33.parquet,f47b72f03be0982987ca162dac2f66624b49cd84e449187f156a3573d11a25f0,66591364,2296145,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_10-08-33.mp4,True,590857374,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_11-08-34,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_11-08-34.parquet,5471f0fc8322049e3c4e0c90f157cac45417229fde65c2b9868c15b5e0b74f2d,72385626,2515891,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_11-08-34.mp4,True,596032532,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_12-08-38,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_12-08-38.parquet,cd356b727dd31b6ffedc347809b6067f5eff5b7c46dd6273f8f1178e0c2bd5b4,75403211,2607316,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_12-08-38.mp4,True,594950400,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_13-08-32,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_13-08-32.parquet,33c960adfa91ed0f74a91de509790c5009bd919e34601f6db2ce970407d4a4ff,58096819,2035979,2,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_13-08-32.mp4,True,496577791,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_14-08-32,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_14-08-32.parquet,628d0017a1e71f90a59480eb3676be32fb2e3434cae0c9145c7a9814bb292aa4,73500401,2541503,3,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_14-08-32.mp4,True,598888513,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_16-08-35,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_16-08-35.parquet,e1414071a38ed8e400dbc1ec7970016c3d00c717c3a9d8daf73fef5c6bfc20eb,13169584,424769,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_16-08-35.mp4,True,97350116,sha256_on_demand_before_clip_or_frame_use
bellevue_150th_se38th,Bellevue_150th_SE38th__2017-09-11_17-08-45,data/interim/bellevue_150th_se38th/tracks_Bellevue_150th_SE38th__2017-09-11_17-08-45.parquet,7d24bf1719ee6654ed76388b2304ca5e0d6119382f0cff3adf9654cb4f8b7ddc,13030015,419405,1,data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_17-08-45.mp4,True,99844603,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_18-08-23.parquet,ebb92cd99ea9f2abbd9173f8322c23124fac535dbb35fcc82bcbbadb4df954af,90333981,3138427,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-10_18-08-23.mp4,True,878611657,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-10_19-08-24,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_19-08-24.parquet,40b2d2d832f177738940979a365e3221bc9971f0b166ccef5b420242cc82fd36,81046548,2789617,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-10_19-08-24.mp4,True,677329150,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-10_20-08-24,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_20-08-24.parquet,4615068e21c5421e24725706e889344fbd14960f31a4b26d35003144ed2076b0,68364583,2289954,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-10_20-08-24.mp4,True,664862580,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-10_21-08-28,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_21-08-28.parquet,c6757ba9d22be3e38c5f2e567a77fedfaaa7c0ed24dbbd791ebd9c7efe18efa9,57052732,1944076,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-10_21-08-28.mp4,True,587275174,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-10_22-08-28,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_22-08-28.parquet,a26e2e07f441d4472f45b18c8d85d8d8fe9b29f6436c1667805c42351e2012de,42603003,1439951,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-10_22-08-28.mp4,True,482459929,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-10_23-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-10_23-08-29.parquet,9a2b5fb270c10d622f7d0a79471546ff1bbb1edec206c8773e4bac10dc5ba67c,39252702,1321278,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-10_23-08-29.mp4,True,442079489,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_00-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_00-08-29.parquet,eb82c32e778f3b3e0b0921f4f10ea92f88d746646b31e04b2f74da89629b5c95,35349410,1190263,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_00-08-29.mp4,True,404834922,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_01-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_01-08-29.parquet,aeee5254f3ab93a49f51ad5b17471f896ac7891383e17e22610c29b0989a543c,28340122,988229,1,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_01-08-29.mp4,True,335573075,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_02-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_02-08-29.parquet,bee385f6f135bc794c1bf34bd694a80d7598ca90f7636b06cf0c425174bd3562,31083751,1078150,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_02-08-29.mp4,True,366075222,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_03-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_03-08-29.parquet,2745c4e40d8a72640e17d228248807a67fdbb0b185bab63ead3ced1163822aa9,30034459,1040225,1,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_03-08-29.mp4,True,383770630,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_04-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_04-08-29.parquet,8be6085132d6847aa218cf62827f8da558406bd6caede9a954cb963ebccecd6b,34320729,1158401,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_04-08-29.mp4,True,406416264,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_05-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_05-08-29.parquet,bbd792ee4987e67aa11f0bad61e753c97353c049e7b13e0753aa360df742a43d,40739069,1368493,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_05-08-29.mp4,True,469286658,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_06-08-29.parquet,f577f6e7630a03540e3e227e5236a7d720ed9d9d7be68f19db84a95204766b79,48076336,1665324,2,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_06-08-29.mp4,True,521295198,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_07-08-31,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_07-08-31.parquet,3f607d5b6b9216e451a60de60474d5d467615dbcded900657b40c63ec4f10414,62023367,2141213,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_07-08-31.mp4,True,703265467,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_08-08-31,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_08-08-31.parquet,f82c5ab78d82815ad8e677caaa4f03de8aa4c1102e5355601536026d7d1c39a4,64101420,2181123,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_08-08-31.mp4,True,690958004,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_09-08-30,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_09-08-30.parquet,43e0946a22b4da8bbe351fa9632d85826cd79049e337ffb1fd322b488eb28f8b,80821382,2793467,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_09-08-30.mp4,True,777165060,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_10-08-31,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_10-08-31.parquet,4518729af32cbaf7ad450dd07ef73e14110f522759d8306382a1513e898938f3,95790454,3319343,4,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_10-08-31.mp4,True,817394357,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_11-08-31,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_11-08-31.parquet,5d4489f6334df7960e7e498161bbd5e0e30ff9fdcf25a7ffc368a4127a62ade3,106984525,3709363,4,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_11-08-31.mp4,True,924316990,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_12-08-31,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_12-08-31.parquet,16e6a65a610b728c70aa390b47f916f6e27fbc8e7bf1e748f29f8c9873c8197a,104208406,3578125,4,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_12-08-31.mp4,True,986047389,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_13-08-32,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_13-08-32.parquet,512d776d6f2d908f4932a81332b9526431707e9f994b4d10a0e8ee4c154fe9ee,88306288,3072043,3,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_13-08-32.mp4,True,857731685,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_14-08-31,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_14-08-31.parquet,f5a955dfd61db87f42be9a3eb66541bc6c4043c3ddbe66422e91fe778c82eb40,91098696,3156722,4,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_14-08-31.mp4,True,957407779,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_15-08-32,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_15-08-32.parquet,7ab0579c3a7e734bcaa0d7f3823b73a008e075266ea4759345de398da61dae5e,94302340,3240354,4,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_15-08-32.mp4,True,976429236,sha256_on_demand_before_clip_or_frame_use
bellevue_ne8th,Bellevue_Bellevue_NE8th__2017-09-11_16-08-32,data/interim/bellevue_ne8th/tracks_Bellevue_Bellevue_NE8th__2017-09-11_16-08-32.parquet,50b48b0a02cca43f490529093309f482629ab5d1a754164b8f0d8528c12298be,96575538,3285958,4,data/raw/bellevue_ne8th/Bellevue_Bellevue_NE8th__2017-09-11_16-08-32.mp4,True,939532569,sha256_on_demand_before_clip_or_frame_use
