scene_id,split,entry_polygon_id,exit_polygon_id,movement_id,maneuver_type,valid_assigned_count,percentage_of_valid_assigned,observed,first_five_evidence_trajectory_ids,recording_coverage_count,recording_coverage_ids,first_start_frame,last_end_frame,protocol_version
bellevue_150th_eastgate,target_estimation,D,E,bellevue_150th_eastgate:D>E,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_150th_eastgate,target_estimation,D,F,bellevue_150th_eastgate:D>F,straight,2148,25.3481236724,True,bellevue_150th_eastgate:100281|bellevue_150th_eastgate:100913|bellevue_150th_eastgate:100948|bellevue_150th_eastgate:100953|bellevue_150th_eastgate:100959,15,Bellevue_150th_Eastgate__2017-09-10_18-08-24|Bellevue_150th_Eastgate__2017-09-10_19-08-25|Bellevue_150th_Eastgate__2017-09-10_20-08-25|Bellevue_150th_Eastgate__2017-09-10_21-08-28|Bellevue_150th_Eastgate__2017-09-10_22-08-28|Bellevue_150th_Eastgate__2017-09-10_23-08-29|Bellevue_150th_Eastgate__2017-09-11_00-08-29|Bellevue_150th_Eastgate__2017-09-11_01-08-29|Bellevue_150th_Eastgate__2017-09-11_02-08-29|Bellevue_150th_Eastgate__2017-09-11_03-08-30|Bellevue_150th_Eastgate__2017-09-11_04-08-29|Bellevue_150th_Eastgate__2017-09-11_05-08-30|Bellevue_150th_Eastgate__2017-09-11_06-08-30|Bellevue_150th_Eastgate__2017-09-11_07-08-31|Bellevue_150th_Eastgate__2017-09-11_08-08-31,0,107783,future-transportation-polygon-reference-v1
bellevue_150th_eastgate,target_estimation,D,G,bellevue_150th_eastgate:D>G,left,999,11.7890016521,True,bellevue_150th_eastgate:1009|bellevue_150th_eastgate:100943|bellevue_150th_eastgate:103610|bellevue_150th_eastgate:104517|bellevue_150th_eastgate:107569,15,Bellevue_150th_Eastgate__2017-09-10_18-08-24|Bellevue_150th_Eastgate__2017-09-10_19-08-25|Bellevue_150th_Eastgate__2017-09-10_20-08-25|Bellevue_150th_Eastgate__2017-09-10_21-08-28|Bellevue_150th_Eastgate__2017-09-10_22-08-28|Bellevue_150th_Eastgate__2017-09-10_23-08-29|Bellevue_150th_Eastgate__2017-09-11_00-08-29|Bellevue_150th_Eastgate__2017-09-11_01-08-29|Bellevue_150th_Eastgate__2017-09-11_02-08-29|Bellevue_150th_Eastgate__2017-09-11_03-08-30|Bellevue_150th_Eastgate__2017-09-11_04-08-29|Bellevue_150th_Eastgate__2017-09-11_05-08-30|Bellevue_150th_Eastgate__2017-09-11_06-08-30|Bellevue_150th_Eastgate__2017-09-11_07-08-31|Bellevue_150th_Eastgate__2017-09-11_08-08-31,0,107468,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,A,F,bellevue_150th_se38th:A>F,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,A,G,bellevue_150th_se38th:A>G,straight,1260,55.2147239264,True,bellevue_150th_se38th:1|bellevue_150th_se38th:100466|bellevue_150th_se38th:100644|bellevue_150th_se38th:100664|bellevue_150th_se38th:101490,12,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-10_23-08-29|Bellevue_150th_SE38th__2017-09-11_00-08-29|Bellevue_150th_SE38th__2017-09-11_01-08-30|Bellevue_150th_SE38th__2017-09-11_02-08-29|Bellevue_150th_SE38th__2017-09-11_03-08-30|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,0,107999,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,A,H,bellevue_150th_se38th:A>H,left,238,10.4294478528,True,bellevue_150th_se38th:100413|bellevue_150th_se38th:100454|bellevue_150th_se38th:10379|bellevue_150th_se38th:107040|bellevue_150th_se38th:109783,12,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-10_23-08-29|Bellevue_150th_SE38th__2017-09-11_00-08-29|Bellevue_150th_SE38th__2017-09-11_01-08-30|Bellevue_150th_SE38th__2017-09-11_02-08-29|Bellevue_150th_SE38th__2017-09-11_03-08-30|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,520,107030,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,B,G,bellevue_150th_se38th:B>G,right,3,0.131463628396,True,bellevue_150th_se38th:118608|bellevue_150th_se38th:28347|bellevue_150th_se38th:90150,2,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25,48534,107403,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,B,H,bellevue_150th_se38th:B>H,straight,44,1.92813321648,True,bellevue_150th_se38th:11860|bellevue_150th_se38th:123411|bellevue_150th_se38th:124187|bellevue_150th_se38th:134784|bellevue_150th_se38th:138498,11,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-10_23-08-29|Bellevue_150th_SE38th__2017-09-11_00-08-29|Bellevue_150th_SE38th__2017-09-11_01-08-30|Bellevue_150th_SE38th__2017-09-11_03-08-30|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,0,106486,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,B,E,bellevue_150th_se38th:B>E,left,50,2.19106047327,True,bellevue_150th_se38th:11389|bellevue_150th_se38th:117380|bellevue_150th_se38th:118307|bellevue_150th_se38th:123675|bellevue_150th_se38th:13238,9,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-10_23-08-29|Bellevue_150th_SE38th__2017-09-11_00-08-29|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,4434,107780,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,C,H,bellevue_150th_se38th:C>H,right,5,0.219106047327,True,bellevue_150th_se38th:217664|bellevue_150th_se38th:45194|bellevue_150th_se38th:527624|bellevue_150th_se38th:60278|bellevue_150th_se38th:92301,4,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-11_05-08-30,13931,103834,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,C,E,bellevue_150th_se38th:C>E,straight,516,22.6117440841,True,bellevue_150th_se38th:100135|bellevue_150th_se38th:100890|bellevue_150th_se38th:100994|bellevue_150th_se38th:101130|bellevue_150th_se38th:10322,12,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-10_23-08-29|Bellevue_150th_SE38th__2017-09-11_00-08-29|Bellevue_150th_SE38th__2017-09-11_01-08-30|Bellevue_150th_SE38th__2017-09-11_02-08-29|Bellevue_150th_SE38th__2017-09-11_03-08-30|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,0,107770,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,C,F,bellevue_150th_se38th:C>F,left,4,0.175284837862,True,bellevue_150th_se38th:105503|bellevue_150th_se38th:107121|bellevue_150th_se38th:32956|bellevue_150th_se38th:49700,2,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25,58236,98256,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,D,E,bellevue_150th_se38th:D>E,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,D,F,bellevue_150th_se38th:D>F,straight,34,1.48992112182,True,bellevue_150th_se38th:111271|bellevue_150th_se38th:14382|bellevue_150th_se38th:146525|bellevue_150th_se38th:153078|bellevue_150th_se38th:157941,8,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-11_01-08-30|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,3293,107375,future-transportation-polygon-reference-v1
bellevue_150th_se38th,target_estimation,D,G,bellevue_150th_se38th:D>G,left,128,5.60911481157,True,bellevue_150th_se38th:101001|bellevue_150th_se38th:104351|bellevue_150th_se38th:104439|bellevue_150th_se38th:104475|bellevue_150th_se38th:105886,10,Bellevue_150th_SE38th__2017-09-10_18-08-24|Bellevue_150th_SE38th__2017-09-10_19-08-25|Bellevue_150th_SE38th__2017-09-10_20-08-25|Bellevue_150th_SE38th__2017-09-10_21-08-38|Bellevue_150th_SE38th__2017-09-10_22-08-28|Bellevue_150th_SE38th__2017-09-10_23-08-29|Bellevue_150th_SE38th__2017-09-11_00-08-29|Bellevue_150th_SE38th__2017-09-11_03-08-30|Bellevue_150th_SE38th__2017-09-11_04-08-29|Bellevue_150th_SE38th__2017-09-11_05-08-30,3217,105679,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,A,F,bellevue_ne8th:A>F,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,A,G,bellevue_ne8th:A>G,straight,1020,22.4028113332,True,bellevue_ne8th:100722|bellevue_ne8th:100728|bellevue_ne8th:100855|bellevue_ne8th:101365|bellevue_ne8th:101553,13,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_01-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,0,107985,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,A,H,bellevue_ne8th:A>H,left,421,9.24665056007,True,bellevue_ne8th:100815|bellevue_ne8th:100836|bellevue_ne8th:100858|bellevue_ne8th:100865|bellevue_ne8th:100925,11,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,81,106740,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,B,G,bellevue_ne8th:B>G,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,B,H,bellevue_ne8th:B>H,straight,764,16.7801449594,True,bellevue_ne8th:100375|bellevue_ne8th:101340|bellevue_ne8th:102822|bellevue_ne8th:102920|bellevue_ne8th:102996,13,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_01-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,0,107971,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,B,E,bellevue_ne8th:B>E,left,54,1.18603118823,True,bellevue_ne8th:102737|bellevue_ne8th:109776|bellevue_ne8th:112691|bellevue_ne8th:115585|bellevue_ne8th:115625,9,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,2489,107081,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,C,H,bellevue_ne8th:C>H,right,66,1.4495936745,True,bellevue_ne8th:109727|bellevue_ne8th:115624|bellevue_ne8th:115838|bellevue_ne8th:117416|bellevue_ne8th:118609,8,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,1168,107246,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,C,E,bellevue_ne8th:C>E,straight,1036,22.7542279816,True,bellevue_ne8th:1005|bellevue_ne8th:100727|bellevue_ne8th:100732|bellevue_ne8th:100733|bellevue_ne8th:100805,13,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_01-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,0,107886,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,C,F,bellevue_ne8th:C>F,left,258,5.66659345486,True,bellevue_ne8th:101994|bellevue_ne8th:102350|bellevue_ne8th:102425|bellevue_ne8th:102436|bellevue_ne8th:102478,13,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_01-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,705,107975,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,D,E,bellevue_ne8th:D>E,right,11,0.24159894575,True,bellevue_ne8th:101967|bellevue_ne8th:195164|bellevue_ne8th:198785|bellevue_ne8th:215312|bellevue_ne8th:32004,8,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29,1132,101206,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,D,F,bellevue_ne8th:D>F,straight,768,16.8679991215,True,bellevue_ne8th:1|bellevue_ne8th:100206|bellevue_ne8th:103413|bellevue_ne8th:106152|bellevue_ne8th:106227,13,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_01-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,0,107641,future-transportation-polygon-reference-v1
bellevue_ne8th,target_estimation,D,G,bellevue_ne8th:D>G,left,155,3.40434878102,True,bellevue_ne8th:105639|bellevue_ne8th:109740|bellevue_ne8th:112696|bellevue_ne8th:121070|bellevue_ne8th:12795,13,Bellevue_Bellevue_NE8th__2017-09-10_18-08-23|Bellevue_Bellevue_NE8th__2017-09-10_19-08-24|Bellevue_Bellevue_NE8th__2017-09-10_20-08-24|Bellevue_Bellevue_NE8th__2017-09-10_21-08-28|Bellevue_Bellevue_NE8th__2017-09-10_22-08-28|Bellevue_Bellevue_NE8th__2017-09-10_23-08-29|Bellevue_Bellevue_NE8th__2017-09-11_00-08-29|Bellevue_Bellevue_NE8th__2017-09-11_01-08-29|Bellevue_Bellevue_NE8th__2017-09-11_02-08-29|Bellevue_Bellevue_NE8th__2017-09-11_03-08-29|Bellevue_Bellevue_NE8th__2017-09-11_04-08-29|Bellevue_Bellevue_NE8th__2017-09-11_05-08-29|Bellevue_Bellevue_NE8th__2017-09-11_06-08-29,0,106556,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,A,F,bellevue_116th_ne12th:A>F,right,9,1.55979202773,True,bellevue_116th_ne12th:424328|bellevue_116th_ne12th:447031|bellevue_116th_ne12th:447933|bellevue_116th_ne12th:451825|bellevue_116th_ne12th:455668,2,Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,1444,104333,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,A,G,bellevue_116th_ne12th:A>G,straight,74,12.8249566724,True,bellevue_116th_ne12th:212793|bellevue_116th_ne12th:213140|bellevue_116th_ne12th:222741|bellevue_116th_ne12th:275365|bellevue_116th_ne12th:328988,7,Bellevue_116th_NE12th__2017-09-11_01-08-29|Bellevue_116th_NE12th__2017-09-11_02-08-32|Bellevue_116th_NE12th__2017-09-11_03-08-30|Bellevue_116th_NE12th__2017-09-11_04-08-30|Bellevue_116th_NE12th__2017-09-11_05-08-39|Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,0,106851,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,A,H,bellevue_116th_ne12th:A>H,left,5,0.866551126516,True,bellevue_116th_ne12th:405441|bellevue_116th_ne12th:432223|bellevue_116th_ne12th:433744|bellevue_116th_ne12th:448752|bellevue_116th_ne12th:454950,1,Bellevue_116th_NE12th__2017-09-11_06-08-30,4511,102886,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,B,G,bellevue_116th_ne12th:B>G,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,B,H,bellevue_116th_ne12th:B>H,straight,95,16.4644714038,True,bellevue_116th_ne12th:179614|bellevue_116th_ne12th:185168|bellevue_116th_ne12th:189224|bellevue_116th_ne12th:199010|bellevue_116th_ne12th:204522,8,Bellevue_116th_NE12th__2017-09-11_00-08-29|Bellevue_116th_NE12th__2017-09-11_01-08-29|Bellevue_116th_NE12th__2017-09-11_02-08-32|Bellevue_116th_NE12th__2017-09-11_03-08-30|Bellevue_116th_NE12th__2017-09-11_04-08-30|Bellevue_116th_NE12th__2017-09-11_05-08-39|Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,82,105252,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,B,E,bellevue_116th_ne12th:B>E,left,1,0.173310225303,True,bellevue_116th_ne12th:426094,1,Bellevue_116th_NE12th__2017-09-11_06-08-30,49736,50048,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,C,H,bellevue_116th_ne12th:C>H,right,7,1.21317157712,True,bellevue_116th_ne12th:421449|bellevue_116th_ne12th:434346|bellevue_116th_ne12th:438240|bellevue_116th_ne12th:449499|bellevue_116th_ne12th:452199,2,Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,2542,105881,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,C,E,bellevue_116th_ne12th:C>E,straight,139,24.0901213172,True,bellevue_116th_ne12th:210065|bellevue_116th_ne12th:216060|bellevue_116th_ne12th:240608|bellevue_116th_ne12th:248011|bellevue_116th_ne12th:254094,8,Bellevue_116th_NE12th__2017-09-11_00-08-29|Bellevue_116th_NE12th__2017-09-11_01-08-29|Bellevue_116th_NE12th__2017-09-11_02-08-32|Bellevue_116th_NE12th__2017-09-11_03-08-30|Bellevue_116th_NE12th__2017-09-11_04-08-30|Bellevue_116th_NE12th__2017-09-11_05-08-39|Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,0,106851,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,C,F,bellevue_116th_ne12th:C>F,left,0,0,False,,0,,,,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,D,E,bellevue_116th_ne12th:D>E,right,17,2.94627383016,True,bellevue_116th_ne12th:417181|bellevue_116th_ne12th:417860|bellevue_116th_ne12th:432532|bellevue_116th_ne12th:432944|bellevue_116th_ne12th:438671,2,Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,4006,103619,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,D,F,bellevue_116th_ne12th:D>F,straight,167,28.9428076256,True,bellevue_116th_ne12th:176379|bellevue_116th_ne12th:182139|bellevue_116th_ne12th:182847|bellevue_116th_ne12th:186270|bellevue_116th_ne12th:186778,8,Bellevue_116th_NE12th__2017-09-11_00-08-29|Bellevue_116th_NE12th__2017-09-11_01-08-29|Bellevue_116th_NE12th__2017-09-11_02-08-32|Bellevue_116th_NE12th__2017-09-11_03-08-30|Bellevue_116th_NE12th__2017-09-11_04-08-30|Bellevue_116th_NE12th__2017-09-11_05-08-39|Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,777,106166,future-transportation-polygon-reference-v1
bellevue_116th_ne12th,model_selection,D,G,bellevue_116th_ne12th:D>G,left,63,10.9185441941,True,bellevue_116th_ne12th:177285|bellevue_116th_ne12th:178310|bellevue_116th_ne12th:179074|bellevue_116th_ne12th:204929|bellevue_116th_ne12th:217495,7,Bellevue_116th_NE12th__2017-09-11_00-08-29|Bellevue_116th_NE12th__2017-09-11_01-08-29|Bellevue_116th_NE12th__2017-09-11_02-08-32|Bellevue_116th_NE12th__2017-09-11_03-08-30|Bellevue_116th_NE12th__2017-09-11_04-08-30|Bellevue_116th_NE12th__2017-09-11_06-08-30|Bellevue_116th_NE12th__2017-09-11_07-08-32,3969,106463,future-transportation-polygon-reference-v1
bellevue_150th_newport,model_selection,A,F,bellevue_150th_newport:A>F,right,44,1.48297944051,True,bellevue_150th_newport:420314|bellevue_150th_newport:436433|bellevue_150th_newport:441638|bellevue_150th_newport:451830|bellevue_150th_newport:455569,6,Bellevue_150th_Newport__2017-09-11_08-08-31|Bellevue_150th_Newport__2017-09-11_09-08-30|Bellevue_150th_Newport__2017-09-11_10-08-31|Bellevue_150th_Newport__2017-09-11_11-08-32|Bellevue_150th_Newport__2017-09-11_12-08-32|Bellevue_150th_Newport__2017-09-11_13-08-32,365,100879,future-transportation-polygon-reference-v1
bellevue_150th_newport,model_selection,A,G,bellevue_150th_newport:A>G,straight,757,25.5139871925,True,bellevue_150th_newport:415326|bellevue_150th_newport:415402|bellevue_150th_newport:415504|bellevue_150th_newport:415619|bellevue_150th_newport:415693,6,Bellevue_150th_Newport__2017-09-11_08-08-31|Bellevue_150th_Newport__2017-09-11_09-08-30|Bellevue_150th_Newport__2017-09-11_10-08-31|Bellevue_150th_Newport__2017-09-11_11-08-32|Bellevue_150th_Newport__2017-09-11_12-08-32|Bellevue_150th_Newport__2017-09-11_13-08-32,23,107927,future-transportation-polygon-reference-v1
bellevue_150th_newport,model_selection,A,H,bellevue_150th_newport:A>H,left,34,1.14593865858,True,bellevue_150th_newport:419982|bellevue_150th_newport:421173|bellevue_150th_newport:423283|bellevue_150th_newport:427463|bellevue_150th_newport:427522,5,Bellevue_150th_Newport__2017-09-11_08-08-31|Bellevue_150th_Newport__2017-09-11_09-08-30|Bellevue_150th_Newport__2017-09-11_10-08-31|Bellevue_150th_Newport__2017-09-11_12-08-32|Bellevue_150th_Newport__2017-09-11_13-08-32,780,95469,future-transportation-polygon-reference-v1
bellevue_150th_newport,model_selection,B,G,bellevue_150th_newport:B>G,right,0,0,False,,0,,,,future-transportation-polygon-reference-v1
