scene,method,trial_index,fit_random_seed,params_json,n_total,n_clusters,cluster_count_error,n_outliers,pct_outliers,largest_cluster_ratio,fit_time_s,hg_estimated_target,silhouette_clustered_only,davies_bouldin_clustered_only,calinski_harabasz_clustered_only,quick_score,EMAS_HG,error,untargeted_selection_key_json,hg_expected_selection_key_json,selected_untargeted,selected_hg_expected_aware,interval_lower,interval_upper,interval_distance,pcms_strategy_id,selected_pcms,pcms_selection_key_json
bellevue_116th_ne12th,optics,6,20260708,"{""max_eps"": 0.0425915111606225, ""min_samples"": 40, ""xi"": 0.07}",634,4,6,265,41.7981072555205,0.327913279132791,0.201576399966143,10,0.929090117569836,0.106915980322675,28601.6361527207,0.403808938741734,0.570408056886438,,"[-0.9290901175698363, 0.10691598032267534, -28601.636152720723, 0.32791327913279134, ""{\""max_eps\"": 0.0425915111606225, \""min_samples\"": 40, \""xi\"": 0.07}""]","[6.0, 41.798107255520506, -0.9290901175698363, 0.10691598032267534, -28601.636152720723, 0.32791327913279134, ""{\""max_eps\"": 0.0425915111606225, \""min_samples\"": 40, \""xi\"": 0.07}""]",False,False,8,13,4,A5,False,
bellevue_116th_ne12th,optics,7,20260709,"{""max_eps"": 0.11784142357479498, ""min_samples"": 40, ""xi"": 0.07}",634,5,5,142,22.397476340694,0.335365853658537,0.38454409991391,10,0.893287808466369,0.150585000834325,12226.7679244797,0.451455673923733,0.653245162138056,,"[-0.8932878084663689, 0.15058500083432474, -12226.767924479738, 0.3353658536585366, ""{\""max_eps\"": 0.11784142357479498, \""min_samples\"": 40, \""xi\"": 0.07}""]","[5.0, 22.397476340694006, -0.8932878084663689, 0.15058500083432474, -12226.767924479738, 0.3353658536585366, ""{\""max_eps\"": 0.11784142357479498, \""min_samples\"": 40, \""xi\"": 0.07}""]",False,False,8,13,3,A5,False,
bellevue_116th_ne12th,optics,8,20260710,"{""max_eps"": 0.31873943664454396, ""min_samples"": 40, ""xi"": 0.07}",634,5,5,107,16.8769716088328,0.316888045540797,0.41825600003358,10,0.849173011322967,0.252177508930652,3484.04618593203,0.458613010347761,0.656876784567786,,"[-0.8491730113229672, 0.25217750893065227, -3484.0461859320326, 0.31688804554079697, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 40, \""xi\"": 0.07}""]","[5.0, 16.876971608832807, -0.8491730113229672, 0.25217750893065227, -3484.0461859320326, 0.31688804554079697, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 40, \""xi\"": 0.07}""]",False,False,8,13,3,A5,False,
bellevue_116th_ne12th,optics,9,20260711,"{""max_eps"": 0.028528990860990387, ""min_samples"": 80, ""xi"": 0.05}",634,0,10,634,100,,1.66663540003356,10,,,,0.175,0.15,,"[1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.028528990860990387, \""min_samples\"": 80, \""xi\"": 0.05}""]","[10.0, 100.0, 1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.028528990860990387, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,8,13,8,A5,False,
bellevue_116th_ne12th,optics,10,20260712,"{""max_eps"": 0.0425915111606225, ""min_samples"": 80, ""xi"": 0.05}",634,1,9,522,82.3343848580442,1,0.072301400010474,10,,,,0.165331230283912,0.185331230283912,,"[1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.0425915111606225, \""min_samples\"": 80, \""xi\"": 0.05}""]","[9.0, 82.33438485804416, 1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.0425915111606225, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,8,13,7,A5,False,
bellevue_116th_ne12th,optics,11,20260713,"{""max_eps"": 0.11784142357479498, ""min_samples"": 80, ""xi"": 0.05}",634,3,7,210,33.1230283911672,0.389150943396226,0.289575200062245,10,0.89134197711207,0.154247852108441,13310.4988054287,0.401474200315764,0.526042452897881,,"[-0.8913419771120696, 0.15424785210844114, -13310.498805428668, 0.3891509433962264, ""{\""max_eps\"": 0.11784142357479498, \""min_samples\"": 80, \""xi\"": 0.05}""]","[7.0, 33.12302839116719, -0.8913419771120696, 0.15424785210844114, -13310.498805428668, 0.3891509433962264, ""{\""max_eps\"": 0.11784142357479498, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,8,13,5,A5,False,
bellevue_116th_ne12th,optics,12,20260714,"{""max_eps"": 0.31873943664454396, ""min_samples"": 80, ""xi"": 0.05}",634,3,7,102,16.0883280757098,0.494360902255639,0.323513700044714,10,0.729911895233518,0.390065557080472,1633.92136955689,0.409602374962284,0.526821901539875,,"[-0.7299118952335184, 0.39006555708047247, -1633.9213695568887, 0.4943609022556391, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.05}""]","[7.0, 16.08832807570978, -0.7299118952335184, 0.39006555708047247, -1633.9213695568887, 0.4943609022556391, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,8,13,5,A5,False,
bellevue_116th_ne12th,optics,13,20260715,"{""max_eps"": 0.028528990860990387, ""min_samples"": 80, ""xi"": 0.07}",634,0,10,634,100,,0.0158659999724477,10,,,,0.175,0.15,,"[1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.028528990860990387, \""min_samples\"": 80, \""xi\"": 0.07}""]","[10.0, 100.0, 1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.028528990860990387, \""min_samples\"": 80, \""xi\"": 0.07}""]",False,False,8,13,8,A5,False,
bellevue_116th_ne12th,optics,14,20260716,"{""max_eps"": 0.0425915111606225, ""min_samples"": 80, ""xi"": 0.07}",634,1,9,522,82.3343848580442,1,0.0709969999734312,10,,,,0.165331230283912,0.185331230283912,,"[1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.0425915111606225, \""min_samples\"": 80, \""xi\"": 0.07}""]","[9.0, 82.33438485804416, 1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.0425915111606225, \""min_samples\"": 80, \""xi\"": 0.07}""]",False,False,8,13,7,A5,False,
bellevue_116th_ne12th,optics,15,20260717,"{""max_eps"": 0.11784142357479498, ""min_samples"": 80, ""xi"": 0.07}",634,3,7,210,33.1230283911672,0.389150943396226,0.299063500016928,10,0.89134197711207,0.154247852108441,13310.4988054287,0.401474200315764,0.526042452897881,,"[-0.8913419771120696, 0.15424785210844114, -13310.498805428668, 0.3891509433962264, ""{\""max_eps\"": 0.11784142357479498, \""min_samples\"": 80, \""xi\"": 0.07}""]","[7.0, 33.12302839116719, -0.8913419771120696, 0.15424785210844114, -13310.498805428668, 0.3891509433962264, ""{\""max_eps\"": 0.11784142357479498, \""min_samples\"": 80, \""xi\"": 0.07}""]",False,False,8,13,5,A5,False,
bellevue_116th_ne12th,optics,16,20260718,"{""max_eps"": 0.31873943664454396, ""min_samples"": 80, ""xi"": 0.07}",634,3,7,188,29.6529968454259,0.396860986547085,0.346408399986103,10,0.85562782523665,0.193688967757752,5926.7132641654,0.404426257203171,0.52756321549007,,"[-0.8556278252366503, 0.19368896775775166, -5926.713264165396, 0.3968609865470852, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.07}""]","[7.0, 29.652996845425868, -0.8556278252366503, 0.19368896775775166, -5926.713264165396, 0.3968609865470852, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.07}""]",False,False,8,13,5,A5,False,
bellevue_150th_newport,kmeans,1,20261703,"{""max_iter"": 300, ""n_clusters"": 2, ""n_init"": 10}",3101,2,10,0,0,0.738793937439536,0.0106121000135317,12,0.561760591107479,0.589362428962244,2404.35810433512,0.38566779143815,0.450460280398213,,"[-0.5617605911074793, 0.5893624289622442, -2404.3581043351187, 0.7387939374395356, ""{\""max_iter\"": 300, \""n_clusters\"": 2, \""n_init\"": 10}""]","[10.0, -0.5617605911074793, 0.5893624289622442, -2404.3581043351187, 0.7387939374395356, ""{\""max_iter\"": 300, \""n_clusters\"": 2, \""n_init\"": 10}""]",False,False,7,13,5,A5,False,
bellevue_150th_newport,kmeans,2,20261704,"{""max_iter"": 300, ""n_clusters"": 3, ""n_init"": 10}",3101,3,9,0,0,0.5436955820703,0.0123511999845504,12,0.770940435261213,0.398153463075387,8249.58713541071,0.424938917016239,0.530700370476448,,"[-0.7709404352612129, 0.39815346307538707, -8249.587135410715, 0.5436955820702999, ""{\""max_iter\"": 300, \""n_clusters\"": 3, \""n_init\"": 10}""]","[9.0, -0.7709404352612129, 0.39815346307538707, -8249.587135410715, 0.5436955820702999, ""{\""max_iter\"": 300, \""n_clusters\"": 3, \""n_init\"": 10}""]",False,False,7,13,4,A5,False,
bellevue_150th_newport,kmeans,3,20261705,"{""max_iter"": 300, ""n_clusters"": 4, ""n_init"": 10}",3101,4,8,0,0,0.36633344082554,0.0139174000360071,12,0.827017638550948,0.384155744155221,15766.7797812155,0.451951751584643,0.593630409768737,,"[-0.8270176385509485, 0.3841557441552208, -15766.77978121547, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]","[8.0, -0.8270176385509485, 0.3841557441552208, -15766.77978121547, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]",False,False,7,13,3,A5,False,
bellevue_150th_newport,kmeans,4,20261706,"{""max_iter"": 300, ""n_clusters"": 5, ""n_init"": 10}",3101,5,7,0,0,0.36633344082554,0.015879200072959,12,0.84027161225621,0.32457326440677,17301.0211194196,0.461878242883377,0.63920958256983,,"[-0.8402716122562103, 0.3245732644067698, -17301.02111941961, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 5, \""n_init\"": 10}""]","[7.0, -0.8402716122562103, 0.3245732644067698, -17301.02111941961, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 5, \""n_init\"": 10}""]",False,False,7,13,2,A5,False,
bellevue_150th_newport,kmeans,5,20261707,"{""max_iter"": 300, ""n_clusters"": 6, ""n_init"": 10}",3101,6,6,0,0,0.36633344082554,0.0185162000125274,12,0.871973959975423,0.246133610043989,24136.6699983635,0.47566089084729,0.687213570635506,,"[-0.871973959975423, 0.2461336100439887, -24136.669998363494, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 6, \""n_init\"": 10}""]","[6.0, -0.871973959975423, 0.2461336100439887, -24136.669998363494, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 6, \""n_init\"": 10}""]",False,False,7,13,1,A5,False,
bellevue_150th_newport,kmeans,6,20261708,"{""max_iter"": 300, ""n_clusters"": 7, ""n_init"": 10}",3101,7,5,0,0,0.36633344082554,0.0184140999335795,12,0.888957749100115,0.153095989445536,35949.2794004485,0.492842734541552,0.736204259043985,,"[-0.888957749100115, 0.15309598944553554, -35949.279400448504, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 7, \""n_init\"": 10}""]","[5.0, -0.888957749100115, 0.15309598944553554, -35949.279400448504, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 7, \""n_init\"": 10}""]",True,False,7,13,0,A5,True,"[0, -0.888957749100115, 0.1530959894455355, -35949.279400448504, 0.3663334408255401, ""{\""max_iter\"": 300, \""n_clusters\"": 7, \""n_init\"": 10}""]"
bellevue_150th_newport,kmeans,7,20261709,"{""max_iter"": 300, ""n_clusters"": 8, ""n_init"": 10}",3101,8,4,0,0,0.36633344082554,0.0207573000807315,12,0.878160289401601,0.159410407671414,53274.8821762597,0.510400037961569,0.776858738868944,,"[-0.8781602894016014, 0.15941040767141365, -53274.88217625972, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 8, \""n_init\"": 10}""]","[4.0, -0.8781602894016014, 0.15941040767141365, -53274.88217625972, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 8, \""n_init\"": 10}""]",False,False,7,13,0,A5,False,
bellevue_150th_newport,kmeans,8,20261710,"{""max_iter"": 300, ""n_clusters"": 9, ""n_init"": 10}",3101,9,3,0,0,0.36633344082554,0.0262082999106496,12,0.869969439132404,0.192476887162684,65011.7277458129,0.536294661719345,0.815724195564623,,"[-0.8699694391324042, 0.19247688716268427, -65011.7277458129, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 9, \""n_init\"": 10}""]","[3.0, -0.8699694391324042, 0.19247688716268427, -65011.7277458129, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 9, \""n_init\"": 10}""]",False,False,7,13,0,A5,False,
bellevue_150th_newport,kmeans,9,20261711,"{""max_iter"": 300, ""n_clusters"": 10, ""n_init"": 10}",3101,10,2,0,0,0.36375362786198,0.0291750999167561,12,0.866486026575124,0.207913166909281,72619.5536066268,0.581675975802421,0.856403013062285,,"[-0.8664860265751235, 0.20791316690928063, -72619.5536066268, 0.36375362786198, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]","[2.0, -0.8664860265751235, 0.20791316690928063, -72619.5536066268, 0.36375362786198, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]",False,False,7,13,0,A5,False,
bellevue_150th_newport,kmeans,10,20261712,"{""max_iter"": 300, ""n_clusters"": 11, ""n_init"": 10}",3101,11,1,0,0,0.323766526926798,0.0322945999214425,12,0.734721385859221,0.334960332315249,76448.3442928746,0.666813713023669,0.887601342780391,,"[-0.7347213858592212, 0.3349603323152489, -76448.34429287461, 0.3237665269267978, ""{\""max_iter\"": 300, \""n_clusters\"": 11, \""n_init\"": 10}""]","[1.0, -0.7347213858592212, 0.3349603323152489, -76448.34429287461, 0.3237665269267978, ""{\""max_iter\"": 300, \""n_clusters\"": 11, \""n_init\"": 10}""]",False,False,7,13,0,A5,False,
bellevue_150th_newport,kmeans,11,20261713,"{""max_iter"": 300, ""n_clusters"": 12, ""n_init"": 10}",3101,12,0,0,0,0.314092228313447,0.0366824000375345,12,0.67992882668821,0.409052421581443,79792.3999486555,0.938072058693669,0.923556898884272,,"[-0.6799288266882095, 0.40905242158144267, -79792.39994865551, 0.3140922283134473, ""{\""max_iter\"": 300, \""n_clusters\"": 12, \""n_init\"": 10}""]","[0.0, -0.6799288266882095, 0.40905242158144267, -79792.39994865551, 0.3140922283134473, ""{\""max_iter\"": 300, \""n_clusters\"": 12, \""n_init\"": 10}""]",False,True,7,13,0,A5,False,
bellevue_150th_newport,kmeans,12,20261714,"{""max_iter"": 300, ""n_clusters"": 13, ""n_init"": 10}",3101,13,1,0,0,0.221863914866172,0.0372851000865921,12,0.607541094654847,0.495302399209758,78080.2382545237,0.666628715660422,0.883400101408053,,"[-0.6075410946548468, 0.4953023992097576, -78080.2382545237, 0.2218639148661722, ""{\""max_iter\"": 300, \""n_clusters\"": 13, \""n_init\"": 10}""]","[1.0, -0.6075410946548468, 0.4953023992097576, -78080.2382545237, 0.2218639148661722, ""{\""max_iter\"": 300, \""n_clusters\"": 13, \""n_init\"": 10}""]",False,False,7,13,0,A5,False,
bellevue_150th_newport,kmeans,13,20261715,"{""max_iter"": 300, ""n_clusters"": 14, ""n_init"": 10}",3101,14,2,0,0,0.221863914866172,0.0399003000929951,12,0.593299333486257,0.549266600181866,78073.4897051378,0.573085243526205,0.838691911864715,,"[-0.5932993334862567, 0.549266600181866, -78073.48970513784, 0.2218639148661722, ""{\""max_iter\"": 300, \""n_clusters\"": 14, \""n_init\"": 10}""]","[2.0, -0.5932993334862567, 0.549266600181866, -78073.48970513784, 0.2218639148661722, ""{\""max_iter\"": 300, \""n_clusters\"": 14, \""n_init\"": 10}""]",False,False,7,13,1,A5,False,
bellevue_150th_newport,kmeans,14,20261716,"{""max_iter"": 300, ""n_clusters"": 15, ""n_init"": 10}",3101,15,3,0,0,0.221863914866172,0.0436175999930128,12,0.598370573601148,0.547723119575799,78732.126655895,0.527537657068148,0.797343176942855,,"[-0.5983705736011479, 0.5477231195757993, -78732.12665589496, 0.2218639148661722, ""{\""max_iter\"": 300, \""n_clusters\"": 15, \""n_init\"": 10}""]","[3.0, -0.5983705736011479, 0.5477231195757993, -78732.12665589496, 0.2218639148661722, ""{\""max_iter\"": 300, \""n_clusters\"": 15, \""n_init\"": 10}""]",False,False,7,13,2,A5,False,
bellevue_150th_newport,kmeans,15,20261717,"{""max_iter"": 300, ""n_clusters"": 16, ""n_init"": 10}",3101,16,4,0,0,0.162205740083844,0.0458459000801667,12,0.519925901733794,0.595798082935308,75715.1546214828,0.501108005867137,0.755773623989301,,"[-0.5199259017337937, 0.5957980829353083, -75715.15462148278, 0.16220574008384392, ""{\""max_iter\"": 300, \""n_clusters\"": 16, \""n_init\"": 10}""]","[4.0, -0.5199259017337937, 0.5957980829353083, -75715.15462148278, 0.16220574008384392, ""{\""max_iter\"": 300, \""n_clusters\"": 16, \""n_init\"": 10}""]",False,False,7,13,3,A5,False,
bellevue_150th_newport,kmeans,16,20261718,"{""max_iter"": 300, ""n_clusters"": 17, ""n_init"": 10}",3101,17,5,0,0,0.218639148661722,0.0560394999338313,12,0.570567681082202,0.620739121335367,77631.5409595177,0.479181258086987,0.710031380319369,,"[-0.5705676810822023, 0.6207391213353671, -77631.54095951766, 0.21863914866172202, ""{\""max_iter\"": 300, \""n_clusters\"": 17, \""n_init\"": 10}""]","[5.0, -0.5705676810822023, 0.6207391213353671, -77631.54095951766, 0.21863914866172202, ""{\""max_iter\"": 300, \""n_clusters\"": 17, \""n_init\"": 10}""]",False,False,7,13,4,A5,False,
bellevue_150th_newport,kmeans,17,20261719,"{""max_iter"": 300, ""n_clusters"": 18, ""n_init"": 10}",3101,18,6,0,0,0.214769429216382,0.0505818000528961,12,0.559191406535422,0.602016417826997,77080.7592213577,0.466264722386473,0.668903960224956,,"[-0.5591914065354221, 0.6020164178269969, -77080.75922135769, 0.2147694292163818, ""{\""max_iter\"": 300, \""n_clusters\"": 18, \""n_init\"": 10}""]","[6.0, -0.5591914065354221, 0.6020164178269969, -77080.75922135769, 0.2147694292163818, ""{\""max_iter\"": 300, \""n_clusters\"": 18, \""n_init\"": 10}""]",False,False,7,13,5,A5,False,
bellevue_150th_newport,kmeans,18,20261720,"{""max_iter"": 300, ""n_clusters"": 19, ""n_init"": 10}",3101,19,7,0,0,0.158013544018059,0.0539262000238522,12,0.449431808487415,0.68804357007524,76730.197665255,0.455040324559599,0.624243746429967,,"[-0.4494318084874154, 0.6880435700752399, -76730.19766525498, 0.1580135440180587, ""{\""max_iter\"": 300, \""n_clusters\"": 19, \""n_init\"": 10}""]","[7.0, -0.4494318084874154, 0.6880435700752399, -76730.19766525498, 0.1580135440180587, ""{\""max_iter\"": 300, \""n_clusters\"": 19, \""n_init\"": 10}""]",False,False,7,13,6,A5,False,
bellevue_150th_newport,kmeans,19,20261721,"{""max_iter"": 300, ""n_clusters"": 20, ""n_init"": 10}",3101,20,8,0,0,0.150919058368268,0.0571727999486029,12,0.427831585719204,0.738708498082884,74950.6089511445,0.446167761393987,0.580480293783284,,"[-0.4278315857192044, 0.7387084980828837, -74950.60895114447, 0.1509190583682683, ""{\""max_iter\"": 300, \""n_clusters\"": 20, \""n_init\"": 10}""]","[8.0, -0.4278315857192044, 0.7387084980828837, -74950.60895114447, 0.1509190583682683, ""{\""max_iter\"": 300, \""n_clusters\"": 20, \""n_init\"": 10}""]",False,False,7,13,7,A5,False,
bellevue_150th_newport,kmeans,20,20261722,"{""max_iter"": 300, ""n_clusters"": 21, ""n_init"": 10}",3101,21,9,0,0,0.149951628506933,0.061281899921596,12,0.43006391688034,0.7286031348409,74904.5646880166,0.440433122270454,0.539358211547584,,"[-0.4300639168803397, 0.7286031348409, -74904.5646880166, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 21, \""n_init\"": 10}""]","[9.0, -0.4300639168803397, 0.7286031348409, -74904.5646880166, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 21, \""n_init\"": 10}""]",False,False,7,13,8,A5,False,
bellevue_150th_newport,kmeans,21,20261723,"{""max_iter"": 300, ""n_clusters"": 22, ""n_init"": 10}",3101,22,10,0,0,0.150596581747823,0.060700999922119,12,0.408605017654044,0.754150078603995,75832.1976850461,0.433874425196296,0.495711591018005,,"[-0.4086050176540438, 0.7541500786039954, -75832.19768504614, 0.15059658174782328, ""{\""max_iter\"": 300, \""n_clusters\"": 22, \""n_init\"": 10}""]","[10.0, -0.4086050176540438, 0.7541500786039954, -75832.19768504614, 0.15059658174782328, ""{\""max_iter\"": 300, \""n_clusters\"": 22, \""n_init\"": 10}""]",False,False,7,13,9,A5,False,
bellevue_150th_newport,kmeans,22,20261724,"{""max_iter"": 300, ""n_clusters"": 23, ""n_init"": 10}",3101,23,11,0,0,0.144792002579813,0.0653143998933956,12,0.415012311503731,0.756452252591804,74793.291479047,0.430571221295167,0.454871027273128,,"[-0.4150123115037312, 0.7564522525918038, -74793.29147904697, 0.14479200257981295, ""{\""max_iter\"": 300, \""n_clusters\"": 23, \""n_init\"": 10}""]","[11.0, -0.4150123115037312, 0.7564522525918038, -74793.29147904697, 0.14479200257981295, ""{\""max_iter\"": 300, \""n_clusters\"": 23, \""n_init\"": 10}""]",False,False,7,13,10,A5,False,
bellevue_150th_newport,kmeans,23,20261725,"{""max_iter"": 300, ""n_clusters"": 24, ""n_init"": 10}",3101,24,12,0,0,0.149951628506933,0.063195800059475,12,0.398789959137081,0.806691105362876,74274.9071431223,0.424926929809499,0.410294139897453,,"[-0.39878995913708143, 0.8066911053628764, -74274.90714312234, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 24, \""n_init\"": 10}""]","[12.0, -0.39878995913708143, 0.8066911053628764, -74274.90714312234, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 24, \""n_init\"": 10}""]",False,False,7,13,11,A5,False,
bellevue_150th_newport,kmeans,24,20261726,"{""max_iter"": 300, ""n_clusters"": 25, ""n_init"": 10}",3101,25,13,0,0,0.150596581747823,0.0690635000355541,12,0.404440255445932,0.775376575750379,74920.677066802,0.422611108028243,0.411488432887543,,"[-0.4044402554459316, 0.7753765757503794, -74920.677066802, 0.15059658174782328, ""{\""max_iter\"": 300, \""n_clusters\"": 25, \""n_init\"": 10}""]","[13.0, -0.4044402554459316, 0.7753765757503794, -74920.677066802, 0.15059658174782328, ""{\""max_iter\"": 300, \""n_clusters\"": 25, \""n_init\"": 10}""]",False,False,7,13,12,A5,False,
bellevue_150th_newport,kmeans,25,20261727,"{""max_iter"": 300, ""n_clusters"": 26, ""n_init"": 10}",3101,26,14,0,0,0.148661722025153,0.0735780999530106,12,0.409188363765229,0.762965976501313,73542.837393062,0.420621208710563,0.412315838102047,,"[-0.4091883637652292, 0.7629659765013133, -73542.83739306203, 0.14866172202515318, ""{\""max_iter\"": 300, \""n_clusters\"": 26, \""n_init\"": 10}""]","[14.0, -0.4091883637652292, 0.7629659765013133, -73542.83739306203, 0.14866172202515318, ""{\""max_iter\"": 300, \""n_clusters\"": 26, \""n_init\"": 10}""]",False,False,7,13,13,A5,False,
bellevue_150th_newport,kmeans,26,20261728,"{""max_iter"": 300, ""n_clusters"": 27, ""n_init"": 10}",3101,27,15,0,0,0.149951628506933,0.068668800056912,12,0.399791689074943,0.804153209458749,75021.8117371007,0.417083254185487,0.410422086767921,,"[-0.39979168907494267, 0.8041532094587487, -75021.81173710071, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 27, \""n_init\"": 10}""]","[15.0, -0.39979168907494267, 0.8041532094587487, -75021.81173710071, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 27, \""n_init\"": 10}""]",False,False,7,13,14,A5,False,
bellevue_150th_newport,kmeans,27,20261729,"{""max_iter"": 300, ""n_clusters"": 28, ""n_init"": 10}",3101,28,16,0,0,0.150274105127378,0.0757646999554708,12,0.38823776546846,0.840458865349567,72402.349582512,0.41390455694896,0.408718753784293,,"[-0.3882377654684604, 0.8404588653495669, -72402.34958251198, 0.15027410512737827, ""{\""max_iter\"": 300, \""n_clusters\"": 28, \""n_init\"": 10}""]","[16.0, -0.3882377654684604, 0.8404588653495669, -72402.34958251198, 0.15027410512737827, ""{\""max_iter\"": 300, \""n_clusters\"": 28, \""n_init\"": 10}""]",False,False,7,13,15,A5,False,
bellevue_150th_newport,kmeans,28,20261730,"{""max_iter"": 300, ""n_clusters"": 29, ""n_init"": 10}",3101,29,17,0,0,0.149951628506933,0.0729486000491306,12,0.398972271607401,0.760241604438148,71613.9119122517,0.413914197864578,0.411763833888368,,"[-0.3989722716074013, 0.7602416044381477, -71613.9119122517, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 29, \""n_init\"": 10}""]","[17.0, -0.3989722716074013, 0.7602416044381477, -71613.9119122517, 0.14995162850693325, ""{\""max_iter\"": 300, \""n_clusters\"": 29, \""n_init\"": 10}""]",False,False,7,13,16,A5,False,
bellevue_150th_newport,kmeans,29,20261731,"{""max_iter"": 300, ""n_clusters"": 30, ""n_init"": 10}",3101,30,18,0,0,0.150274105127378,0.0801627000328153,12,0.39139068543015,0.771184733079884,70935.0912088489,0.411719184467795,0.411001508334715,,"[-0.3913906854301504, 0.7711847330798837, -70935.09120884891, 0.15027410512737827, ""{\""max_iter\"": 300, \""n_clusters\"": 30, \""n_init\"": 10}""]","[18.0, -0.3913906854301504, 0.7711847330798837, -70935.09120884891, 0.15027410512737827, ""{\""max_iter\"": 300, \""n_clusters\"": 30, \""n_init\"": 10}""]",False,False,7,13,17,A5,False,
bellevue_150th_newport,hdbscan,1,20261703,"{""min_cluster_size"": 80, ""min_samples"": 10}",3101,6,6,41,1.32215414382457,0.369281045751634,0.040169300045818,12,0.894507495651366,0.144749964218252,46612.2722128851,0.477402050733912,0.692508282405212,,"[-0.8945074956513663, 0.14474996421825226, -46612.27221288506, 0.369281045751634, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]","[6.0, 1.3221541438245727, -0.8945074956513663, 0.14474996421825226, -46612.27221288506, 0.369281045751634, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",False,True,7,13,1,A5,True,"[1, 1.3221541438245727, -0.8945074956513663, 0.1447499642182522, -46612.27221288506, 0.369281045751634, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]"
bellevue_150th_newport,hdbscan,2,20261704,"{""min_cluster_size"": 80, ""min_samples"": 20}",3101,6,6,42,1.35440180586907,0.369074861065708,0.0768280000193044,12,0.894574173950009,0.14479924233604,46986.9543761746,0.47735962767952,0.692463979236991,,"[-0.8945741739500087, 0.14479924233603972, -46986.95437617456, 0.36907486106570775, ""{\""min_cluster_size\"": 80, \""min_samples\"": 20}""]","[6.0, 1.3544018058690745, -0.8945741739500087, 0.14479924233603972, -46986.95437617456, 0.36907486106570775, ""{\""min_cluster_size\"": 80, \""min_samples\"": 20}""]",True,False,7,13,1,A5,False,
bellevue_150th_newport,hdbscan,3,20261705,"{""min_cluster_size"": 160, ""min_samples"": 10}",3101,5,7,40,1.28990648178007,0.369160405096374,0.0752957999939099,12,0.857220244994192,0.286132843471844,24181.0499452581,0.460991391705163,0.639450957967148,,"[-0.8572202449941924, 0.286132843471844, -24181.04994525806, 0.3691604050963737, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]","[7.0, 1.289906481780071, -0.8572202449941924, 0.286132843471844, -24181.04994525806, 0.3691604050963737, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]",False,False,7,13,2,A5,False,
