scene,role,micro_region,n_support,n_finite_bearings,n_finite_headings,centroid_x_topview,centroid_y_topview,role_center_x_topview,role_center_y_topview,bearing,heading,bearing_circular_mad,heading_circular_mad,bearing_radius,heading_radius,self_consistency_quantile,bootstrap_replicates,bootstrap_seed,invalid_bearing_descriptor,invalid_heading_descriptor,zero_support_region,variant_id
bellevue_150th_newport,entry,1,591,591,591,1028.52175377,554.990886803518,962.920651244894,310.232310018015,1.30892741170547,-1.8823033898923,0.00515058209513963,0.0948366746453955,0.224739109452817,0.817247614875651,0.95,500,157452374,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,entry,2,507,507,507,857.958588944063,520.695436829307,962.920651244894,310.232310018015,2.03341899950301,-0.285141233964787,0.0496924288093346,0.533987239555763,1.00996795214331,2.66545678543906,0.95,500,1394216134,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,entry,3,127,127,127,1157.73312406815,371.654722825769,962.920651244894,310.232310018015,0.305424570070566,2.52672088995185,0.105646352636247,0.730723992212214,0.24674553368437,2.84050695631518,0.95,500,282533730,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,exit,0,421,421,421,832.220676064799,518.074501366722,951.355131565398,520.843690581895,-3.11835260402302,2.47903743845227,0.0267832657283975,0.161567599947421,0.110474975489408,0.911960897185053,0.95,500,2109674235,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,exit,1,737,737,737,1010.96167878725,225.839932800871,951.355131565398,520.843690581895,-1.3714270119681,-2.55084167758721,0.027281721033122,0.317771321832239,0.10138718722716,2.01358778396002,0.95,500,592350035,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,exit,2,1116,1116,1116,949.974075472092,557.391437159528,951.355131565398,520.843690581895,1.60856607850344,1.69345907022555,0.0509580698977976,0.0395517007142399,0.175474139621783,0.15669578389829,0.95,500,1058518855,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,exit,3,149,149,149,1153.65770940536,398.309084680577,951.355131565398,520.843690581895,-0.544599902388466,-1.37716649751857,0.00899595452574298,0.280532247188608,0.0624011597785451,1.48229318241967,0.95,500,514600795,False,False,False,sensitivity_heading_w7
bellevue_150th_newport,entry,0,1198,1198,1198,961.417684272094,249.016472173002,962.920651244894,310.232310018015,-1.59534332541616,1.99971578152765,0.0586471081665976,0.374857861818586,0.364287905319775,1.63243105455756,0.9,500,55455083,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,entry,1,591,591,591,1028.52175377,554.990886803518,962.920651244894,310.232310018015,1.30892741170547,-1.83895342420193,0.00515058209513963,0.100327625095695,0.0422619286060322,0.500922201395841,0.9,500,157452374,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,entry,2,507,507,507,857.958588944063,520.695436829307,962.920651244894,310.232310018015,2.03341899950301,-0.267730866471203,0.0496924288093346,0.614123608221073,0.44822659135439,2.53051303117604,0.9,500,1394216134,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,entry,3,127,127,127,1157.73312406815,371.654722825769,962.920651244894,310.232310018015,0.305424570070566,2.57895591172517,0.105646352636247,0.721219680930073,0.210638705127237,2.53670440716231,0.9,500,282533730,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,exit,0,421,421,421,832.220676064799,518.074501366722,951.355131565398,520.843690581895,-3.11835260402302,2.4759068807407,0.0267832657283975,0.176400057117979,0.0641719703609193,0.798303703978193,0.9,500,2109674235,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,exit,1,737,737,737,1010.96167878725,225.839932800871,951.355131565398,520.843690581895,-1.3714270119681,-2.56242705973113,0.027281721033122,0.410275147979741,0.0907790179483154,1.71903000999288,0.9,500,592350035,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,exit,2,1116,1116,1116,949.974075472092,557.391437159528,951.355131565398,520.843690581895,1.60856607850344,1.67579501222331,0.0509580698977976,0.0489151103603001,0.13416359100769,0.148373719470495,0.9,500,1058518855,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,exit,3,149,149,149,1153.65770940536,398.309084680577,951.355131565398,520.843690581895,-0.544599902388466,-1.42471143079452,0.00899595452574298,0.334564586858364,0.0414440589724839,1.16013658638826,0.9,500,514600795,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_newport,entry,0,1198,1198,1198,961.417684272094,249.016472173002,962.920651244894,310.232310018015,-1.59534332541616,1.99971578152765,0.0586471081665976,0.374857861818586,0.915332397027542,2.75487536508998,0.975,500,55455083,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,entry,1,591,591,591,1028.52175377,554.990886803518,962.920651244894,310.232310018015,1.30892741170547,-1.83895342420193,0.00515058209513963,0.100327625095695,0.372790902013496,2.60002423704946,0.975,500,157452374,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,entry,2,507,507,507,857.958588944063,520.695436829307,962.920651244894,310.232310018015,2.03341899950301,-0.267730866471203,0.0496924288093346,0.614123608221073,1.19157391343538,3.0294343985156,0.975,500,1394216134,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,entry,3,127,127,127,1157.73312406815,371.654722825769,962.920651244894,310.232310018015,0.305424570070566,2.57895591172517,0.105646352636247,0.721219680930073,0.26581987292576,3.06995440480783,0.975,500,282533730,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,exit,0,421,421,421,832.220676064799,518.074501366722,951.355131565398,520.843690581895,-3.11835260402302,2.4759068807407,0.0267832657283975,0.176400057117979,0.145067620328081,2.31865082245928,0.975,500,2109674235,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,exit,1,737,737,737,1010.96167878725,225.839932800871,951.355131565398,520.843690581895,-1.3714270119681,-2.56242705973113,0.027281721033122,0.410275147979741,0.112999718095186,2.66844856947612,0.975,500,592350035,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,exit,2,1116,1116,1116,949.974075472092,557.391437159528,951.355131565398,520.843690581895,1.60856607850344,1.67579501222331,0.0509580698977976,0.0489151103603001,0.227549014853952,0.278602498805253,0.975,500,1058518855,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_newport,exit,3,149,149,149,1153.65770940536,398.309084680577,951.355131565398,520.843690581895,-0.544599902388466,-1.42471143079452,0.00899595452574298,0.334564586858364,0.143560088503895,2.39881849440337,0.975,500,514600795,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.821413290981334,0.12319899791265,0.0914278439481939,0.190777107509447,0.825234314896832,0.95,500,377759982,False,False,False,A5
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.55994480625311,0.105994178907799,0.206420026654863,0.279047753276244,1.83955579208462,0.95,500,125596185,False,False,False,A5
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.3732881932595,0.133784475369422,0.154989152943732,0.485373148787544,1.20434204969918,0.95,500,720750990,False,False,False,A5
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.498352009057768,0.0448836867663058,0.598373838060374,0.350232181347751,2.50676960340576,0.95,500,50609951,False,False,False,A5
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.06403083132268,0.0369075071389529,0.139469427101144,0.104041378017706,0.37709075926794,0.95,500,1072954414,False,False,False,A5
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,-3.1362699853088,0.0732014878790817,0.162574663995931,0.470399636152172,0.982212029288376,0.95,500,2127314540,False,False,False,A5
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.44112585084454,0.0341827652530471,0.235366026677252,0.199097618165408,1.42565389542529,0.95,500,182129404,False,False,False,A5
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.904034111584004,0.0311345826839926,0.144608478546911,0.434470864912111,1.89112384075467,0.95,500,1275116810,False,False,False,A5
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.821413290981334,0.12319899791265,0.0914278439481939,0.190777107509447,0.825234314896832,0.95,500,377759982,False,False,False,A6
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.55994480625311,0.105994178907799,0.206420026654863,0.279047753276244,1.83955579208462,0.95,500,125596185,False,False,False,A6
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.3732881932595,0.133784475369422,0.154989152943732,0.485373148787544,1.20434204969918,0.95,500,720750990,False,False,False,A6
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.498352009057768,0.0448836867663058,0.598373838060374,0.350232181347751,2.50676960340576,0.95,500,50609951,False,False,False,A6
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.06403083132268,0.0369075071389529,0.139469427101144,0.104041378017706,0.37709075926794,0.95,500,1072954414,False,False,False,A6
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,-3.1362699853088,0.0732014878790817,0.162574663995931,0.470399636152172,0.982212029288376,0.95,500,2127314540,False,False,False,A6
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.44112585084454,0.0341827652530471,0.235366026677252,0.199097618165408,1.42565389542529,0.95,500,182129404,False,False,False,A6
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.904034111584004,0.0311345826839926,0.144608478546911,0.434470864912111,1.89112384075467,0.95,500,1275116810,False,False,False,A6
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.821413290981334,0.12319899791265,0.0914278439481939,0.190777107509447,0.825234314896832,0.95,500,377759982,False,False,False,A7
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.55994480625311,0.105994178907799,0.206420026654863,0.279047753276244,1.83955579208462,0.95,500,125596185,False,False,False,A7
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.3732881932595,0.133784475369422,0.154989152943732,0.485373148787544,1.20434204969918,0.95,500,720750990,False,False,False,A7
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.498352009057768,0.0448836867663058,0.598373838060374,0.350232181347751,2.50676960340576,0.95,500,50609951,False,False,False,A7
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.06403083132268,0.0369075071389529,0.139469427101144,0.104041378017706,0.37709075926794,0.95,500,1072954414,False,False,False,A7
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,-3.1362699853088,0.0732014878790817,0.162574663995931,0.470399636152172,0.982212029288376,0.95,500,2127314540,False,False,False,A7
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.44112585084454,0.0341827652530471,0.235366026677252,0.199097618165408,1.42565389542529,0.95,500,182129404,False,False,False,A7
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.904034111584004,0.0311345826839926,0.144608478546911,0.434470864912111,1.89112384075467,0.95,500,1275116810,False,False,False,A7
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-1.94694103639911,0.12319899791265,0.151347815335448,0.190777107509447,1.05238692876554,0.95,500,377759982,False,False,False,A9
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,1.16548347741281,0.105994178907799,0.208306392885484,0.279047753276244,2.0530293356851,0.95,500,125596185,False,False,False,A9
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.78297530578562,0.133784475369422,0.280577400037329,0.485373148787544,1.4681097111039,0.95,500,720750990,False,False,False,A9
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,-0.213963374442424,0.0448836867663058,0.488389188335165,0.350232181347751,2.73667877674261,0.95,500,50609951,False,False,False,A9
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,0.279573126050721,0.0369075071389529,0.174651987626857,0.104041378017706,0.663290587718769,0.95,500,1072954414,False,False,False,A9
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,2.41875259870782,0.0732014878790817,0.350226615116027,0.470399636152172,1.46195110697002,0.95,500,2127314540,False,False,False,A9
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-2.27387068883088,0.0341827652530471,0.0833987797378204,0.199097618165408,1.30594099730264,0.95,500,182129404,False,False,False,A9
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.0656434266537822,0.0311345826839926,0.215509562189621,0.434470864912111,2.12185315082678,0.95,500,1275116810,False,False,False,A9
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.85405511583671,0.12319899791265,0.117291052406177,0.190777107509447,1.03536566656783,0.95,500,377759982,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.55897525454495,0.105994178907799,0.261695618903202,0.279047753276244,2.3236260175265,0.95,500,125596185,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.35694222867521,0.133784475369422,0.189716929143933,0.485373148787544,1.79193958256157,0.95,500,720750990,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.500247322587563,0.0448836867663058,0.647646845532868,0.350232181347751,2.52276583044629,0.95,500,50609951,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.04661643925988,0.0369075071389529,0.187451425580402,0.104041378017706,0.536893232355569,0.95,500,1072954414,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,3.13468718856177,0.0732014878790817,0.190794100692676,0.470399636152172,1.54559378301091,0.95,500,2127314540,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.4417840527238,0.0341827652530471,0.301622096657328,0.199097618165408,2.14286918738442,0.95,500,182129404,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.924809192085124,0.0311345826839926,0.197154290551851,0.434470864912111,2.34309538453019,0.95,500,1275116810,False,False,False,sensitivity_heading_w3
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.791409837938412,0.12319899791265,0.0807650538785414,0.190777107509447,0.554774173423666,0.95,500,377759982,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.56430059627254,0.105994178907799,0.175223925810268,0.279047753276244,1.63465602582996,0.95,500,125596185,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.3968627155102,0.133784475369422,0.135502769504316,0.485373148787544,0.813433853252351,0.95,500,720750990,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.562073235380977,0.0448836867663058,0.615498585433848,0.350232181347751,2.5226832385558,0.95,500,50609951,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.07580946602912,0.0369075071389529,0.108095045072305,0.104041378017706,0.311305540711693,0.95,500,1072954414,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,-3.12689454053818,0.0732014878790817,0.146687680944736,0.470399636152172,0.632551014585655,0.95,500,2127314540,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.44092311895796,0.0341827652530471,0.195237225243598,0.199097618165408,1.16603207796787,0.95,500,182129404,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.885515836803386,0.0311345826839926,0.111995304340841,0.434470864912111,1.8651567952379,0.95,500,1275116810,False,False,False,sensitivity_heading_w7
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.821413290981334,0.12319899791265,0.0914278439481939,0.179148980752173,0.322577160660819,0.9,500,377759982,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.55994480625311,0.105994178907799,0.206420026654863,0.214991175887154,0.976659177233575,0.9,500,125596185,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.3732881932595,0.133784475369422,0.154989152943732,0.212054195593711,0.607123536779238,0.9,500,720750990,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.498352009057768,0.0448836867663058,0.598373838060374,0.209168598441586,2.20960835224328,0.9,500,50609951,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.06403083132268,0.0369075071389529,0.139469427101144,0.0985051551102,0.29237246871882,0.9,500,1072954414,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,-3.1362699853088,0.0732014878790817,0.162574663995931,0.238600968363794,0.487659307705646,0.9,500,2127314540,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.44112585084454,0.0341827652530471,0.235366026677252,0.122035186585681,1.03168713587957,0.9,500,182129404,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.904034111584004,0.0311345826839926,0.144608478546911,0.143707667354771,0.665962024312899,0.9,500,1275116810,False,False,False,sensitivity_self_consistency_q090
bellevue_150th_eastgate,entry,0,3202,3202,3202,1040.88589159764,539.601972456998,1040.70806803294,395.800234270772,1.56955973900181,-0.821413290981334,0.12319899791265,0.0914278439481939,0.199798866962911,1.42254200011418,0.975,500,377759982,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,entry,1,2170,2170,2170,814.047736775623,270.780784366298,1040.70806803294,395.800234270772,-2.63754347725791,2.55994480625311,0.105994178907799,0.206420026654863,0.340049122845509,2.4896056637706,0.975,500,125596185,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,entry,2,2750,2750,2750,1143.78562152311,381.913525928599,1040.70806803294,395.800234270772,-0.13391468546375,-2.3732881932595,0.133784475369422,0.154989152943732,0.597107292207595,2.11932932097793,0.975,500,720750990,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,entry,3,598,598,598,777.416487292153,489.571537647664,1040.70806803294,395.800234270772,2.79944950968421,0.498352009057768,0.0448836867663058,0.598373838060374,0.404394132137452,2.90725850357848,0.975,500,50609951,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,exit,0,3011,3011,3011,982.557240590046,598.12344040237,899.060499974089,444.195199790086,1.0737763339524,2.06403083132268,0.0369075071389529,0.139469427101144,0.11184540897063,0.580745794795964,0.975,500,1072954414,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,exit,1,1854,1854,1854,699.628374973253,448.766690379056,899.060499974089,444.195199790086,3.11867412852411,-3.1362699853088,0.0732014878790817,0.162574663995931,0.628610345996432,1.69802470304405,0.975,500,2127314540,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,exit,2,3421,3421,3421,895.165771590883,227.529255659426,899.060499974089,444.195199790086,-1.58877012042934,-1.44112585084454,0.0341827652530471,0.235366026677252,0.259156737148938,2.24651599943066,0.975,500,182129404,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_eastgate,exit,3,434,434,434,1105.54924373533,448.197247026673,899.060499974089,444.195199790086,0.0193790042359579,0.904034111584004,0.0311345826839926,0.144608478546911,0.619134002023121,2.4491879809625,0.975,500,1275116810,False,False,False,sensitivity_self_consistency_q0975
bellevue_150th_se38th,entry,0,778,778,778,913.051958439803,237.554755574743,922.909010131284,246.978476780912,-2.37866545384355,-2.74436106999682,0.0607854134925825,0.122392383136616,0.337144544678268,1.22086458553737,0.95,500,1955321875,False,False,False,A5
bellevue_150th_se38th,entry,1,242,242,242,1066.60795045567,488.075418061976,922.909010131284,246.978476780912,1.03330739149219,-1.18368887193517,0.00572349548342554,0.280811737181214,0.358593259534555,2.23984912123183,0.95,500,1763179617,False,False,False,A5
bellevue_150th_se38th,entry,2,369,369,369,923.583633563859,241.978987558935,922.909010131284,246.978476780912,-1.4366680268086,-2.87461081358183,0.186438783985026,0.216686006587113,0.539208977032306,1.27609327187526,0.95,500,715108977,False,False,False,A5
bellevue_150th_se38th,entry,3,604,604,604,949.701847701047,674.548759784161,922.909010131284,246.978476780912,1.50821515053217,0.748583668546979,0.0292251972164461,0.286910030525729,0.188992801874048,2.62102474934479,0.95,500,963470128,False,False,False,A5
bellevue_150th_se38th,entry,4,125,125,125,733.550227290896,417.464987271332,922.909010131284,246.978476780912,2.40859200175555,2.772418077632,0.153689790066724,0.606065379141405,0.483813365076446,2.9279352789494,0.95,500,1994866422,False,False,False,A5
bellevue_150th_se38th,entry,5,180,180,180,612.684090225819,296.857245653277,922.909010131284,246.978476780912,2.9821744202326,-3.05688896439837,0.0491862826560534,0.109272852334436,0.339368928766114,1.83291001750104,0.95,500,936998213,False,False,False,A5
bellevue_150th_se38th,entry,6,184,184,184,934.295969441346,247.884471357638,922.909010131284,246.978476780912,0.0793969655772578,-3.01592990259868,0.103543367773278,0.251770334491322,0.5549690676824,1.31119933039598,0.95,500,1522713985,False,False,False,A5
bellevue_150th_se38th,exit,0,1194,1194,1194,885.131562112838,735.46913047652,895.730595705438,697.575544868094,1.84353165694985,-2.78592178072586,0.178512620463376,0.172065987371101,0.922674898110136,1.10295639908794,0.95,500,1517444594,False,False,False,A5
bellevue_150th_se38th,exit,1,1066,1066,1066,997.038119142338,384.297826192178,895.730595705438,697.575544868094,-1.25803101021223,0.218448318780212,0.183400868455939,0.37370615712454,0.643787018012494,3.06736032567982,0.95,500,46826996,False,False,False,A5
bellevue_150th_se38th,exit,2,222,222,222,882.867397025327,673.444150915044,895.730595705438,697.575544868094,-2.0605317200808,-2.75819897516118,0.22883946380441,0.341686642632113,1.39684497386355,2.74252181608604,0.95,500,594935958,False,False,False,A5
bellevue_150th_se38th,entry,0,778,778,778,913.051958439803,237.554755574743,922.909010131284,246.978476780912,-2.37866545384355,-2.74436106999682,0.0607854134925825,0.122392383136616,0.337144544678268,1.22086458553737,0.95,500,1955321875,False,False,False,A6
bellevue_150th_se38th,entry,1,242,242,242,1066.60795045567,488.075418061976,922.909010131284,246.978476780912,1.03330739149219,-1.18368887193517,0.00572349548342554,0.280811737181214,0.358593259534555,2.23984912123183,0.95,500,1763179617,False,False,False,A6
bellevue_150th_se38th,entry,2,369,369,369,923.583633563859,241.978987558935,922.909010131284,246.978476780912,-1.4366680268086,-2.87461081358183,0.186438783985026,0.216686006587113,0.539208977032306,1.27609327187526,0.95,500,715108977,False,False,False,A6
bellevue_150th_se38th,entry,3,604,604,604,949.701847701047,674.548759784161,922.909010131284,246.978476780912,1.50821515053217,0.748583668546979,0.0292251972164461,0.286910030525729,0.188992801874048,2.62102474934479,0.95,500,963470128,False,False,False,A6
bellevue_150th_se38th,entry,4,125,125,125,733.550227290896,417.464987271332,922.909010131284,246.978476780912,2.40859200175555,2.772418077632,0.153689790066724,0.606065379141405,0.483813365076446,2.9279352789494,0.95,500,1994866422,False,False,False,A6
bellevue_150th_se38th,entry,5,180,180,180,612.684090225819,296.857245653277,922.909010131284,246.978476780912,2.9821744202326,-3.05688896439837,0.0491862826560534,0.109272852334436,0.339368928766114,1.83291001750104,0.95,500,936998213,False,False,False,A6
bellevue_150th_se38th,entry,6,184,184,184,934.295969441346,247.884471357638,922.909010131284,246.978476780912,0.0793969655772578,-3.01592990259868,0.103543367773278,0.251770334491322,0.5549690676824,1.31119933039598,0.95,500,1522713985,False,False,False,A6
bellevue_150th_se38th,exit,0,1194,1194,1194,885.131562112838,735.46913047652,895.730595705438,697.575544868094,1.84353165694985,-2.78592178072586,0.178512620463376,0.172065987371101,0.922674898110136,1.10295639908794,0.95,500,1517444594,False,False,False,A6
bellevue_150th_se38th,exit,1,1066,1066,1066,997.038119142338,384.297826192178,895.730595705438,697.575544868094,-1.25803101021223,0.218448318780212,0.183400868455939,0.37370615712454,0.643787018012494,3.06736032567982,0.95,500,46826996,False,False,False,A6
bellevue_150th_se38th,exit,2,222,222,222,882.867397025327,673.444150915044,895.730595705438,697.575544868094,-2.0605317200808,-2.75819897516118,0.22883946380441,0.341686642632113,1.39684497386355,2.74252181608604,0.95,500,594935958,False,False,False,A6
