scene,variant_id,entry_supernode,exit_supernode,od_pair,count,share,supported_at_selected_threshold
bellevue_150th_se38th,A6,entry:S04,exit:S00,entry:S04>exit:S00,186,0.0749395648670427,True
bellevue_150th_se38th,A6,entry:S04,exit:S01,entry:S04>exit:S01,119,0.0479452054794521,True
bellevue_150th_se38th,A7,entry:S00,exit:S00,entry:S00>exit:S00,2482,1,True
bellevue_150th_se38th,A9,entry:S00,exit:S00,entry:S00>exit:S00,161,0.064867042707494,True
bellevue_150th_se38th,A9,entry:S00,exit:S01,entry:S00>exit:S01,617,0.248589846897663,True
bellevue_150th_se38th,A9,entry:S01,exit:S00,entry:S01>exit:S00,61,0.024576954069299,True
bellevue_150th_se38th,A9,entry:S01,exit:S01,entry:S01>exit:S01,308,0.124093473005641,True
bellevue_150th_se38th,A9,entry:S02,exit:S00,entry:S02>exit:S00,173,0.0697018533440774,True
bellevue_150th_se38th,A9,entry:S02,exit:S01,entry:S02>exit:S01,11,0.00443190975020145,True
bellevue_150th_se38th,A9,entry:S03,exit:S00,entry:S03>exit:S00,707,0.284850926672039,True
bellevue_150th_se38th,A9,entry:S03,exit:S01,entry:S03>exit:S01,139,0.0560032232070911,True
bellevue_150th_se38th,A9,entry:S04,exit:S00,entry:S04>exit:S00,186,0.0749395648670427,True
bellevue_150th_se38th,A9,entry:S04,exit:S01,entry:S04>exit:S01,119,0.0479452054794521,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S00,exit:S00,entry:S00>exit:S00,161,0.064867042707494,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S00,exit:S01,entry:S00>exit:S01,617,0.248589846897663,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S01,exit:S00,entry:S01>exit:S00,61,0.024576954069299,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S01,exit:S01,entry:S01>exit:S01,308,0.124093473005641,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S02,exit:S00,entry:S02>exit:S00,173,0.0697018533440774,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S02,exit:S01,entry:S02>exit:S01,11,0.00443190975020145,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S03,exit:S00,entry:S03>exit:S00,707,0.284850926672039,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S03,exit:S01,entry:S03>exit:S01,139,0.0560032232070911,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S04,exit:S00,entry:S04>exit:S00,186,0.0749395648670427,True
bellevue_150th_se38th,sensitivity_heading_w3,entry:S04,exit:S01,entry:S04>exit:S01,119,0.0479452054794521,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S00,exit:S00,entry:S00>exit:S00,161,0.064867042707494,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S00,exit:S01,entry:S00>exit:S01,617,0.248589846897663,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S01,exit:S00,entry:S01>exit:S00,61,0.024576954069299,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S01,exit:S01,entry:S01>exit:S01,308,0.124093473005641,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S02,exit:S00,entry:S02>exit:S00,173,0.0697018533440774,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S02,exit:S01,entry:S02>exit:S01,11,0.00443190975020145,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S03,exit:S00,entry:S03>exit:S00,707,0.284850926672039,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S03,exit:S01,entry:S03>exit:S01,139,0.0560032232070911,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S04,exit:S00,entry:S04>exit:S00,186,0.0749395648670427,True
bellevue_150th_se38th,sensitivity_heading_w7,entry:S04,exit:S01,entry:S04>exit:S01,119,0.0479452054794521,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S00,exit:S00,entry:S00>exit:S00,161,0.064867042707494,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S00,exit:S01,entry:S00>exit:S01,617,0.248589846897663,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S01,exit:S00,entry:S01>exit:S00,61,0.024576954069299,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S01,exit:S01,entry:S01>exit:S01,308,0.124093473005641,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S02,exit:S00,entry:S02>exit:S00,173,0.0697018533440774,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S02,exit:S01,entry:S02>exit:S01,11,0.00443190975020145,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S03,exit:S00,entry:S03>exit:S00,119,0.0479452054794521,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S03,exit:S01,entry:S03>exit:S01,123,0.0495568090249799,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S04,exit:S00,entry:S04>exit:S00,588,0.236905721192587,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S04,exit:S01,entry:S04>exit:S01,16,0.0064464141821112,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S05,exit:S00,entry:S05>exit:S00,186,0.0749395648670427,True
bellevue_150th_se38th,sensitivity_self_consistency_q090,entry:S05,exit:S01,entry:S05>exit:S01,119,0.0479452054794521,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S00,exit:S00,entry:S00>exit:S00,222,0.0894439967767929,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S00,exit:S01,entry:S00>exit:S01,925,0.372683319903304,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S01,exit:S00,entry:S01>exit:S00,173,0.0697018533440774,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S01,exit:S01,entry:S01>exit:S01,11,0.00443190975020145,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S02,exit:S00,entry:S02>exit:S00,707,0.284850926672039,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S02,exit:S01,entry:S02>exit:S01,139,0.0560032232070911,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S03,exit:S00,entry:S03>exit:S00,186,0.0749395648670427,True
bellevue_150th_se38th,sensitivity_self_consistency_q0975,entry:S03,exit:S01,entry:S03>exit:S01,119,0.0479452054794521,True
bellevue_ne8th,A5,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,A5,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,A5,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,A5,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,A5,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,A5,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,A5,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,A5,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,A5,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,A5,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,A5,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
bellevue_ne8th,A6,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,A6,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,A6,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,A6,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,A6,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,A6,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,A6,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,A6,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,A6,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,A6,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,A6,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
bellevue_ne8th,A7,entry:S00,exit:S00,entry:S00>exit:S00,1139,0.204268292682927,True
bellevue_ne8th,A7,entry:S00,exit:S01,entry:S00>exit:S01,3409,0.611370157819225,True
bellevue_ne8th,A7,entry:S00,exit:S02,entry:S00>exit:S02,1028,0.184361549497848,True
bellevue_ne8th,A9,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,A9,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,A9,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,A9,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,A9,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,A9,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,A9,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,A9,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,A9,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,A9,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,A9,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
bellevue_ne8th,sensitivity_heading_w3,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,sensitivity_heading_w3,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,sensitivity_heading_w3,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,sensitivity_heading_w3,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,sensitivity_heading_w3,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,sensitivity_heading_w3,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,sensitivity_heading_w3,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,sensitivity_heading_w3,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,sensitivity_heading_w3,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,sensitivity_heading_w3,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,sensitivity_heading_w3,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
bellevue_ne8th,sensitivity_heading_w7,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,sensitivity_heading_w7,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,sensitivity_heading_w7,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,sensitivity_heading_w7,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,sensitivity_heading_w7,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,sensitivity_heading_w7,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,sensitivity_heading_w7,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,sensitivity_heading_w7,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,sensitivity_heading_w7,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,sensitivity_heading_w7,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,sensitivity_heading_w7,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,sensitivity_self_consistency_q090,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S00,exit:S00,entry:S00>exit:S00,13,0.00233142037302726,False
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S00,exit:S02,entry:S00>exit:S02,277,0.0496771879483501,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S00,exit:S03,entry:S00>exit:S03,769,0.137912482065997,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S01,exit:S00,entry:S01>exit:S00,1061,0.190279770444763,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S01,exit:S01,entry:S01>exit:S01,74,0.0132711621233859,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S01,exit:S03,entry:S01>exit:S03,259,0.0464490674318508,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S02,exit:S00,entry:S02>exit:S00,65,0.0116571018651363,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S02,exit:S01,entry:S02>exit:S01,785,0.140781922525108,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S02,exit:S02,entry:S02>exit:S02,1,0.000179340028694405,False
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S03,exit:S01,entry:S03>exit:S01,434,0.0778335724533716,True
bellevue_ne8th,sensitivity_self_consistency_q0975,entry:S03,exit:S02,entry:S03>exit:S02,1838,0.329626972740316,True
