scene,variant_id,role,supernode_id,member_micro_regions,n_micro_regions,n_support,bearing,heading,contains_invalid_descriptor
bellevue_ne8th,A9,exit,exit:S00,3,1,1139,-2.35322696026274,-3.08566007916292,False
bellevue_ne8th,A9,exit,exit:S01,0,1,1293,-1.57013833392016,-2.13655385932051,False
bellevue_ne8th,A9,exit,exit:S02,1,1,2116,0.00985665045594164,0.0146699615599086,False
bellevue_ne8th,A9,exit,exit:S03,2,1,1028,1.99302293931079,1.37855494593554,False
bellevue_ne8th,sensitivity_heading_w3,entry,entry:S00,2,1,1059,-1.57039587966907,0.239345406668921,False
bellevue_ne8th,sensitivity_heading_w3,entry,entry:S01,1,1,1394,-0.0471157713790933,1.19640829243903,False
bellevue_ne8th,sensitivity_heading_w3,entry,entry:S02,3,1,851,1.29807969966102,-3.1021620369044,False
bellevue_ne8th,sensitivity_heading_w3,entry,entry:S03,0,1,2272,2.96451441582228,-2.10942365674335,False
bellevue_ne8th,sensitivity_heading_w3,exit,exit:S00,3,1,1139,-2.35322696026274,1.29923942672107,False
bellevue_ne8th,sensitivity_heading_w3,exit,exit:S01,0,1,1293,-1.57013833392016,2.85902673532645,False
bellevue_ne8th,sensitivity_heading_w3,exit,exit:S02,1,1,2116,0.00985665045594164,-2.43955760014455,False
bellevue_ne8th,sensitivity_heading_w3,exit,exit:S03,2,1,1028,1.99302293931079,-0.357488779020313,False
bellevue_ne8th,sensitivity_heading_w7,entry,entry:S00,2,1,1059,-1.57039587966907,0.185155989095843,False
bellevue_ne8th,sensitivity_heading_w7,entry,entry:S01,1,1,1394,-0.0471157713790933,1.20256001207043,False
bellevue_ne8th,sensitivity_heading_w7,entry,entry:S02,3,1,851,1.29807969966102,-3.10865846304142,False
bellevue_ne8th,sensitivity_heading_w7,entry,entry:S03,0,1,2272,2.96451441582228,-2.1296587479041,False
bellevue_ne8th,sensitivity_heading_w7,exit,exit:S00,3,1,1139,-2.35322696026274,1.25953728661717,False
bellevue_ne8th,sensitivity_heading_w7,exit,exit:S01,0,1,1293,-1.57013833392016,2.84320021048089,False
bellevue_ne8th,sensitivity_heading_w7,exit,exit:S02,1,1,2116,0.00985665045594164,-2.46998171591559,False
bellevue_ne8th,sensitivity_heading_w7,exit,exit:S03,2,1,1028,1.99302293931079,-0.343984510416113,False
bellevue_ne8th,sensitivity_self_consistency_q090,entry,entry:S00,2,1,1059,-1.57039587966907,0.214398227242663,False
bellevue_ne8th,sensitivity_self_consistency_q090,entry,entry:S01,1,1,1394,-0.0471157713790933,1.1971367069669,False
bellevue_ne8th,sensitivity_self_consistency_q090,entry,entry:S02,3,1,851,1.29807969966102,-3.1046006271426,False
bellevue_ne8th,sensitivity_self_consistency_q090,entry,entry:S03,0,1,2272,2.96451441582228,-2.11978701388204,False
bellevue_ne8th,sensitivity_self_consistency_q090,exit,exit:S00,3,1,1139,-2.35322696026274,1.2774682206398,False
bellevue_ne8th,sensitivity_self_consistency_q090,exit,exit:S01,0,1,1293,-1.57013833392016,2.85440971177635,False
bellevue_ne8th,sensitivity_self_consistency_q090,exit,exit:S02,1,1,2116,0.00985665045594164,-2.45504355459313,False
bellevue_ne8th,sensitivity_self_consistency_q090,exit,exit:S03,2,1,1028,1.99302293931079,-0.351095903523214,False
bellevue_ne8th,sensitivity_self_consistency_q0975,entry,entry:S00,2,1,1059,-1.57039587966907,0.214398227242663,False
bellevue_ne8th,sensitivity_self_consistency_q0975,entry,entry:S01,1,1,1394,-0.0471157713790933,1.1971367069669,False
bellevue_ne8th,sensitivity_self_consistency_q0975,entry,entry:S02,3,1,851,1.29807969966102,-3.1046006271426,False
bellevue_ne8th,sensitivity_self_consistency_q0975,entry,entry:S03,0,1,2272,2.96451441582228,-2.11978701388204,False
bellevue_ne8th,sensitivity_self_consistency_q0975,exit,exit:S00,3,1,1139,-2.35322696026274,1.2774682206398,False
bellevue_ne8th,sensitivity_self_consistency_q0975,exit,exit:S01,0,1,1293,-1.57013833392016,2.85440971177635,False
bellevue_ne8th,sensitivity_self_consistency_q0975,exit,exit:S02,1,1,2116,0.00985665045594164,-2.45504355459313,False
bellevue_ne8th,sensitivity_self_consistency_q0975,exit,exit:S03,2,1,1028,1.99302293931079,-0.351095903523214,False
