scene,variant_id,replicate,bootstrap_seed,emd_seed,sampled_trajectory_count,sampled_recording_count,emd_entry_regions,emd_exit_regions,entry_supernodes,exit_supernodes,support_threshold,smg_target,coverage,invalid_replicate,failure_reason
bellevue_150th_newport,A5,198,1839644319,1684384535,3102,8,4,4,3,4,0.001,9,0.999677627337202,False,
bellevue_150th_newport,A6,198,1839644319,1684384535,3102,8,4,4,3,4,0.001,9,0.999677627337202,False,
bellevue_150th_newport,A7,198,1839644319,1684384535,3102,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,198,1839644319,1684384535,3102,8,4,4,3,4,0.001,9,0.999677627337202,False,
bellevue_150th_newport,A5,199,836136160,1079609285,2810,8,4,4,4,4,0.0025,10,0.997508896797153,False,
bellevue_150th_newport,A6,199,836136160,1079609285,2810,8,4,4,4,4,0.0025,10,0.997508896797153,False,
bellevue_150th_newport,A7,199,836136160,1079609285,2810,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,199,836136160,1079609285,2810,8,4,4,4,4,0.0025,10,0.997508896797153,False,
bellevue_150th_newport,A5,200,1346075302,507439822,2810,10,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,200,1346075302,507439822,2810,10,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,200,1346075302,507439822,2810,10,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,200,1346075302,507439822,2810,10,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,201,483881054,467274182,3061,9,5,4,5,4,0.02,8,0.956223456386802,False,
bellevue_150th_newport,A6,201,483881054,467274182,3061,9,5,4,5,4,0.02,8,0.956223456386802,False,
bellevue_150th_newport,A7,201,483881054,467274182,3061,9,5,4,2,2,0.005,3,0.997713165632146,False,
bellevue_150th_newport,A9,201,483881054,467274182,3061,9,5,4,5,4,0.02,8,0.956223456386802,False,
bellevue_150th_newport,A5,202,1240777813,2145097302,1711,10,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A6,202,1240777813,2145097302,1711,10,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A7,202,1240777813,2145097302,1711,10,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,202,1240777813,2145097302,1711,10,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A5,203,1833696118,274959466,1744,10,5,4,4,3,0.001,11,1,False,
bellevue_150th_newport,A6,203,1833696118,274959466,1744,10,5,4,4,3,0.001,11,1,False,
bellevue_150th_newport,A7,203,1833696118,274959466,1744,10,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,203,1833696118,274959466,1744,10,5,4,4,3,0.001,11,1,False,
bellevue_150th_newport,A5,204,2004239986,1221446269,3108,9,5,4,4,4,0.005,9,0.995173745173745,False,
bellevue_150th_newport,A6,204,2004239986,1221446269,3108,9,5,4,4,4,0.005,9,0.995173745173745,False,
bellevue_150th_newport,A7,204,2004239986,1221446269,3108,9,5,4,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,204,2004239986,1221446269,3108,9,5,4,4,4,0.005,9,0.995173745173745,False,
bellevue_150th_newport,A5,205,304604314,1151739116,2656,9,4,4,4,4,0.0025,10,0.999246987951807,False,
bellevue_150th_newport,A6,205,304604314,1151739116,2656,9,4,4,4,4,0.0025,10,0.999246987951807,False,
bellevue_150th_newport,A7,205,304604314,1151739116,2656,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,205,304604314,1151739116,2656,9,4,4,4,4,0.0025,10,0.999246987951807,False,
bellevue_150th_newport,A5,206,1357350064,56939074,2387,8,8,4,6,4,0.001,15,1,False,
bellevue_150th_newport,A6,206,1357350064,56939074,2387,8,8,4,6,4,0.001,15,1,False,
bellevue_150th_newport,A7,206,1357350064,56939074,2387,8,8,4,2,2,0.0025,3,1,False,
bellevue_150th_newport,A9,206,1357350064,56939074,2387,8,8,4,6,4,0.001,15,1,False,
bellevue_150th_newport,A5,207,1769517391,1901409900,4604,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,207,1769517391,1901409900,4604,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,207,1769517391,1901409900,4604,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,207,1769517391,1901409900,4604,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,208,34309871,1722034678,2009,7,4,4,4,4,0.001,11,0.999502239920358,False,
bellevue_150th_newport,A6,208,34309871,1722034678,2009,7,4,4,4,4,0.001,11,0.999502239920358,False,
bellevue_150th_newport,A7,208,34309871,1722034678,2009,7,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,208,34309871,1722034678,2009,7,4,4,4,4,0.001,11,0.999502239920358,False,
bellevue_150th_newport,A5,209,700828823,1697797710,2503,8,5,4,4,4,0.005,8,0.995205753096284,False,
bellevue_150th_newport,A6,209,700828823,1697797710,2503,8,5,4,4,4,0.005,8,0.995205753096284,False,
bellevue_150th_newport,A7,209,700828823,1697797710,2503,8,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,209,700828823,1697797710,2503,8,5,4,4,4,0.005,8,0.995205753096284,False,
bellevue_150th_newport,A5,210,719076376,1932121484,1958,7,4,4,4,4,0.001,10,1,False,
bellevue_150th_newport,A6,210,719076376,1932121484,1958,7,4,4,4,4,0.001,10,1,False,
bellevue_150th_newport,A7,210,719076376,1932121484,1958,7,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,210,719076376,1932121484,1958,7,4,4,4,4,0.001,10,1,False,
bellevue_150th_newport,A5,211,262985177,824774046,592,9,4,4,4,4,0.005,7,0.996621621621622,False,
bellevue_150th_newport,A6,211,262985177,824774046,592,9,4,4,4,4,0.005,7,0.996621621621622,False,
bellevue_150th_newport,A7,211,262985177,824774046,592,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,211,262985177,824774046,592,9,4,4,4,4,0.005,7,0.996621621621622,False,
bellevue_150th_newport,A5,212,998932952,710088579,3591,10,5,4,5,4,0.001,14,1,False,
bellevue_150th_newport,A6,212,998932952,710088579,3591,10,5,4,5,4,0.001,14,1,False,
bellevue_150th_newport,A7,212,998932952,710088579,3591,10,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,212,998932952,710088579,3591,10,5,4,5,4,0.001,14,1,False,
bellevue_150th_newport,A5,213,68137584,1006409125,2463,9,5,4,5,4,0.005,10,0.993097848152659,False,
bellevue_150th_newport,A6,213,68137584,1006409125,2463,9,5,4,5,4,0.005,10,0.993097848152659,False,
bellevue_150th_newport,A7,213,68137584,1006409125,2463,9,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,213,68137584,1006409125,2463,9,5,4,5,4,0.005,10,0.993097848152659,False,
bellevue_150th_newport,A5,214,1936866025,1019299442,2011,9,5,4,4,4,0.005,9,0.997513674788662,False,
bellevue_150th_newport,A6,214,1936866025,1019299442,2011,9,5,4,4,4,0.005,9,0.997513674788662,False,
bellevue_150th_newport,A7,214,1936866025,1019299442,2011,9,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,214,1936866025,1019299442,2011,9,5,4,4,4,0.005,9,0.997513674788662,False,
bellevue_150th_newport,A5,215,1669871494,641216438,2788,9,5,5,5,5,0.001,10,1,False,
bellevue_150th_newport,A6,215,1669871494,641216438,2788,9,5,5,5,5,0.001,10,1,False,
bellevue_150th_newport,A7,215,1669871494,641216438,2788,9,5,5,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,215,1669871494,641216438,2788,9,5,5,5,5,0.001,10,1,False,
bellevue_150th_newport,A5,216,497436271,1285749595,1968,7,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,216,497436271,1285749595,1968,7,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,216,497436271,1285749595,1968,7,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,216,497436271,1285749595,1968,7,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,217,1142010771,710524148,1576,9,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,217,1142010771,710524148,1576,9,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,217,1142010771,710524148,1576,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,217,1142010771,710524148,1576,9,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,218,1811170466,784424050,1537,7,5,4,3,3,0.005,7,0.998048145738452,False,
bellevue_150th_newport,A6,218,1811170466,784424050,1537,7,5,4,3,3,0.005,7,0.998048145738452,False,
bellevue_150th_newport,A7,218,1811170466,784424050,1537,7,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,218,1811170466,784424050,1537,7,5,4,3,3,0.005,7,0.998048145738452,False,
bellevue_150th_newport,A5,219,1045196111,1078264647,1653,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,219,1045196111,1078264647,1653,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,219,1045196111,1078264647,1653,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,219,1045196111,1078264647,1653,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,220,228867661,1878024379,1989,9,4,4,4,4,0.01,7,0.985419808949221,False,
bellevue_150th_newport,A6,220,228867661,1878024379,1989,9,4,4,4,4,0.01,7,0.985419808949221,False,
bellevue_150th_newport,A7,220,228867661,1878024379,1989,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,220,228867661,1878024379,1989,9,4,4,4,4,0.01,7,0.985419808949221,False,
bellevue_150th_newport,A5,221,1945349933,191587087,1683,9,5,3,4,3,0.001,10,0.999405822935235,False,
bellevue_150th_newport,A6,221,1945349933,191587087,1683,9,5,3,4,3,0.001,10,0.999405822935235,False,
bellevue_150th_newport,A7,221,1945349933,191587087,1683,9,5,3,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,221,1945349933,191587087,1683,9,5,3,4,3,0.001,10,0.999405822935235,False,
bellevue_150th_newport,A5,222,728884154,1219507814,1914,9,5,4,4,3,0.01,8,0.995820271682341,False,
bellevue_150th_newport,A6,222,728884154,1219507814,1914,9,5,4,4,3,0.001,11,1,False,
bellevue_150th_newport,A7,222,728884154,1219507814,1914,9,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,222,728884154,1219507814,1914,9,5,4,4,3,0.001,11,1,False,
bellevue_150th_newport,A5,223,656781642,75295364,1913,9,4,4,3,3,0.01,7,0.995295347621537,False,
bellevue_150th_newport,A6,223,656781642,75295364,1913,9,4,4,3,3,0.01,7,0.995295347621537,False,
bellevue_150th_newport,A7,223,656781642,75295364,1913,9,4,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,223,656781642,75295364,1913,9,4,4,3,3,0.01,7,0.995295347621537,False,
bellevue_150th_newport,A5,224,1946825588,811760567,1971,10,5,5,5,5,0.005,9,0.997970573313039,False,
bellevue_150th_newport,A6,224,1946825588,811760567,1971,10,5,5,5,5,0.005,9,0.997970573313039,False,
bellevue_150th_newport,A7,224,1946825588,811760567,1971,10,5,5,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,224,1946825588,811760567,1971,10,5,5,5,5,0.005,9,0.997970573313039,False,
bellevue_150th_newport,A5,225,1697431216,1109304523,2435,11,5,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,225,1697431216,1109304523,2435,11,5,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,225,1697431216,1109304523,2435,11,5,4,2,2,0.005,3,1,False,
bellevue_150th_newport,A9,225,1697431216,1109304523,2435,11,5,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,226,976493542,786466343,2566,9,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,226,976493542,786466343,2566,9,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,226,976493542,786466343,2566,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,226,976493542,786466343,2566,9,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,227,51740121,834274307,2416,10,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,227,51740121,834274307,2416,10,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,227,51740121,834274307,2416,10,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,227,51740121,834274307,2416,10,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,228,1923961506,1697894250,3175,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,228,1923961506,1697894250,3175,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,228,1923961506,1697894250,3175,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,228,1923961506,1697894250,3175,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,229,945471589,1891393722,2701,9,5,4,5,4,0.02,8,0.97741577193632,False,
bellevue_150th_newport,A6,229,945471589,1891393722,2701,9,5,4,5,4,0.02,8,0.97741577193632,False,
bellevue_150th_newport,A7,229,945471589,1891393722,2701,9,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,229,945471589,1891393722,2701,9,5,4,5,4,0.02,8,0.97741577193632,False,
bellevue_150th_newport,A5,230,442642153,2136384872,2029,9,6,3,5,3,0.005,11,0.995071463775259,False,
bellevue_150th_newport,A6,230,442642153,2136384872,2029,9,6,3,5,3,0.005,11,0.995071463775259,False,
bellevue_150th_newport,A7,230,442642153,2136384872,2029,9,6,3,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,230,442642153,2136384872,2029,9,6,3,5,3,0.005,11,0.995071463775259,False,
bellevue_150th_newport,A5,231,588766439,1296526734,1826,9,4,4,3,4,0.02,6,0.992332968236583,False,
bellevue_150th_newport,A6,231,588766439,1296526734,1826,9,4,4,3,4,0.02,6,0.992332968236583,False,
bellevue_150th_newport,A7,231,588766439,1296526734,1826,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,231,588766439,1296526734,1826,9,4,4,3,4,0.02,6,0.992332968236583,False,
bellevue_150th_newport,A5,232,182335166,1610585452,1618,9,5,4,5,4,0.0025,9,1,False,
bellevue_150th_newport,A6,232,182335166,1610585452,1618,9,5,4,5,4,0.0025,9,1,False,
bellevue_150th_newport,A7,232,182335166,1610585452,1618,9,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,232,182335166,1610585452,1618,9,5,4,5,4,0.0025,9,1,False,
bellevue_150th_newport,A5,233,1254436076,1206525106,2891,10,4,4,4,4,0.005,10,0.998616395710827,False,
bellevue_150th_newport,A6,233,1254436076,1206525106,2891,10,4,4,4,4,0.005,10,0.998616395710827,False,
bellevue_150th_newport,A7,233,1254436076,1206525106,2891,10,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,233,1254436076,1206525106,2891,10,4,4,4,4,0.005,10,0.998616395710827,False,
bellevue_150th_newport,A5,234,622625656,554879548,3224,11,5,4,5,4,0.02,8,0.972394540942928,False,
bellevue_150th_newport,A6,234,622625656,554879548,3224,11,5,4,5,4,0.02,8,0.972394540942928,False,
bellevue_150th_newport,A7,234,622625656,554879548,3224,11,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,234,622625656,554879548,3224,11,5,4,5,4,0.02,8,0.972394540942928,False,
bellevue_150th_newport,A5,235,370195934,1725971989,2569,8,5,4,4,3,0.005,9,0.99766446087972,False,
bellevue_150th_newport,A6,235,370195934,1725971989,2569,8,5,4,4,3,0.005,9,0.99766446087972,False,
bellevue_150th_newport,A7,235,370195934,1725971989,2569,8,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,235,370195934,1725971989,2569,8,5,4,4,3,0.005,9,0.99766446087972,False,
bellevue_150th_newport,A5,236,438994228,548308552,1967,9,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A6,236,438994228,548308552,1967,9,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A7,236,438994228,548308552,1967,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,236,438994228,548308552,1967,9,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A5,237,690473504,232671882,3008,12,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A6,237,690473504,232671882,3008,12,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A7,237,690473504,232671882,3008,12,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,237,690473504,232671882,3008,12,4,4,3,4,0.001,8,1,False,
bellevue_150th_newport,A5,238,1943290921,233585763,3679,8,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,238,1943290921,233585763,3679,8,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,238,1943290921,233585763,3679,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,238,1943290921,233585763,3679,8,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,239,1833331163,1050299823,3033,10,5,4,4,4,0.001,11,0.999340586877679,False,
bellevue_150th_newport,A6,239,1833331163,1050299823,3033,10,5,4,4,4,0.001,11,0.999340586877679,False,
bellevue_150th_newport,A7,239,1833331163,1050299823,3033,10,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,239,1833331163,1050299823,3033,10,5,4,4,4,0.001,11,0.999340586877679,False,
bellevue_150th_newport,A5,240,317765502,2143753068,2033,8,4,4,3,4,0.02,6,0.988194786030497,False,
bellevue_150th_newport,A6,240,317765502,2143753068,2033,8,4,4,3,4,0.02,6,0.988194786030497,False,
bellevue_150th_newport,A7,240,317765502,2143753068,2033,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,240,317765502,2143753068,2033,8,4,4,3,4,0.02,6,0.988194786030497,False,
bellevue_150th_newport,A5,241,1112298807,1720683831,1750,9,5,4,4,4,0.005,9,0.993142857142857,False,
bellevue_150th_newport,A6,241,1112298807,1720683831,1750,9,5,4,4,4,0.005,9,0.993142857142857,False,
bellevue_150th_newport,A7,241,1112298807,1720683831,1750,9,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,241,1112298807,1720683831,1750,9,5,4,4,4,0.005,9,0.993142857142857,False,
bellevue_150th_newport,A5,242,286837382,1370155244,1723,9,5,4,4,3,0.005,9,0.996517701683111,False,
bellevue_150th_newport,A6,242,286837382,1370155244,1723,9,5,4,4,3,0.005,9,0.996517701683111,False,
bellevue_150th_newport,A7,242,286837382,1370155244,1723,9,5,4,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,242,286837382,1370155244,1723,9,5,4,4,3,0.005,9,0.996517701683111,False,
bellevue_150th_newport,A5,243,781384864,22987601,2720,10,5,4,4,4,0.001,10,0.999632352941176,False,
bellevue_150th_newport,A6,243,781384864,22987601,2720,10,5,4,4,4,0.001,10,0.999632352941176,False,
bellevue_150th_newport,A7,243,781384864,22987601,2720,10,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,243,781384864,22987601,2720,10,5,4,4,4,0.001,10,0.999632352941176,False,
bellevue_150th_newport,A5,244,300669791,1231373270,1806,9,5,4,4,4,0.01,7,0.988925802879291,False,
bellevue_150th_newport,A6,244,300669791,1231373270,1806,9,5,4,4,4,0.01,7,0.988925802879291,False,
bellevue_150th_newport,A7,244,300669791,1231373270,1806,9,5,4,2,2,0.005,3,1,False,
bellevue_150th_newport,A9,244,300669791,1231373270,1806,9,5,4,4,4,0.01,7,0.988925802879291,False,
bellevue_150th_newport,A5,245,233483221,2103045064,2625,11,5,4,5,4,0.0025,11,0.997333333333333,False,
bellevue_150th_newport,A6,245,233483221,2103045064,2625,11,5,4,5,4,0.0025,11,0.997333333333333,False,
bellevue_150th_newport,A7,245,233483221,2103045064,2625,11,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,245,233483221,2103045064,2625,11,5,4,5,4,0.0025,11,0.997333333333333,False,
bellevue_150th_newport,A5,246,380481461,1428129244,3983,9,5,4,5,4,0.001,13,0.999246798895305,False,
bellevue_150th_newport,A6,246,380481461,1428129244,3983,9,5,4,5,4,0.001,13,0.999246798895305,False,
bellevue_150th_newport,A7,246,380481461,1428129244,3983,9,5,4,2,2,0.0025,4,1,False,
bellevue_150th_newport,A9,246,380481461,1428129244,3983,9,5,4,5,4,0.001,13,0.999246798895305,False,
bellevue_150th_newport,A5,247,1362079142,761845486,1791,9,6,3,4,3,0.0025,12,1,False,
bellevue_150th_newport,A6,247,1362079142,761845486,1791,9,6,3,4,3,0.0025,12,1,False,
bellevue_150th_newport,A7,247,1362079142,761845486,1791,9,6,3,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,247,1362079142,761845486,1791,9,6,3,4,3,0.0025,12,1,False,
bellevue_150th_newport,A5,248,1459300465,512834967,2931,9,5,4,4,4,0.02,8,0.981235073353804,False,
bellevue_150th_newport,A6,248,1459300465,512834967,2931,9,5,4,4,4,0.02,8,0.981235073353804,False,
bellevue_150th_newport,A7,248,1459300465,512834967,2931,9,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,248,1459300465,512834967,2931,9,5,4,4,4,0.02,8,0.981235073353804,False,
bellevue_150th_newport,A5,249,1558610361,194052584,2990,6,5,4,5,4,0.005,10,0.992976588628763,False,
bellevue_150th_newport,A6,249,1558610361,194052584,2990,6,5,4,5,4,0.005,10,0.992976588628763,False,
bellevue_150th_newport,A7,249,1558610361,194052584,2990,6,5,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,249,1558610361,194052584,2990,6,5,4,5,4,0.005,10,0.992976588628763,False,
bellevue_150th_newport,A5,250,109032058,270798574,1026,8,5,4,3,3,0.0025,8,1,False,
bellevue_150th_newport,A6,250,109032058,270798574,1026,8,5,4,3,3,0.0025,8,1,False,
bellevue_150th_newport,A7,250,109032058,270798574,1026,8,5,4,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,250,109032058,270798574,1026,8,5,4,3,3,0.0025,8,1,False,
bellevue_150th_newport,A5,251,1678647849,650613902,2445,9,5,4,4,4,0.01,8,0.980777096114519,False,
bellevue_150th_newport,A6,251,1678647849,650613902,2445,9,5,4,4,4,0.01,8,0.980777096114519,False,
bellevue_150th_newport,A7,251,1678647849,650613902,2445,9,5,4,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,251,1678647849,650613902,2445,9,5,4,4,4,0.01,8,0.980777096114519,False,
bellevue_150th_newport,A5,252,663727140,419419338,2038,11,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,252,663727140,419419338,2038,11,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,252,663727140,419419338,2038,11,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,252,663727140,419419338,2038,11,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,253,1785704046,1466136866,1908,12,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,253,1785704046,1466136866,1908,12,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,253,1785704046,1466136866,1908,12,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,253,1785704046,1466136866,1908,12,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,254,947227595,1226641764,2619,11,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,254,947227595,1226641764,2619,11,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,254,947227595,1226641764,2619,11,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,254,947227595,1226641764,2619,11,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,255,460652170,1203041274,4258,9,4,4,4,4,0.001,10,1,False,
bellevue_150th_newport,A6,255,460652170,1203041274,4258,9,4,4,4,4,0.001,10,1,False,
bellevue_150th_newport,A7,255,460652170,1203041274,4258,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,255,460652170,1203041274,4258,9,4,4,4,4,0.001,10,1,False,
bellevue_150th_newport,A5,256,1335041870,1979441568,2604,8,5,3,4,2,0.005,7,0.998463901689708,False,
bellevue_150th_newport,A6,256,1335041870,1979441568,2604,8,5,3,4,2,0.005,7,0.998463901689708,False,
bellevue_150th_newport,A7,256,1335041870,1979441568,2604,8,5,3,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,256,1335041870,1979441568,2604,8,5,3,4,2,0.005,7,0.998463901689708,False,
bellevue_150th_newport,A5,257,1635552805,1736284102,1405,7,5,5,5,4,0.005,9,0.998576512455516,False,
bellevue_150th_newport,A6,257,1635552805,1736284102,1405,7,5,5,5,4,0.005,9,0.998576512455516,False,
bellevue_150th_newport,A7,257,1635552805,1736284102,1405,7,5,5,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,257,1635552805,1736284102,1405,7,5,5,5,4,0.005,9,0.998576512455516,False,
bellevue_150th_newport,A5,258,282959419,340950156,3211,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A6,258,282959419,340950156,3211,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A7,258,282959419,340950156,3211,8,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,258,282959419,340950156,3211,8,4,4,4,4,0.0025,10,1,False,
bellevue_150th_newport,A5,259,1595996403,82216372,2555,7,5,4,4,3,0.005,8,0.998043052837573,False,
bellevue_150th_newport,A6,259,1595996403,82216372,2555,7,5,4,4,3,0.005,8,0.998043052837573,False,
bellevue_150th_newport,A7,259,1595996403,82216372,2555,7,5,4,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,259,1595996403,82216372,2555,7,5,4,4,3,0.005,8,0.998043052837573,False,
bellevue_150th_newport,A5,260,270633016,997471138,3670,9,6,4,5,4,0.005,11,0.993188010899183,False,
bellevue_150th_newport,A6,260,270633016,997471138,3670,9,6,4,5,4,0.005,11,0.993188010899183,False,
bellevue_150th_newport,A7,260,270633016,997471138,3670,9,6,4,2,2,0.0025,4,1,False,
bellevue_150th_newport,A9,260,270633016,997471138,3670,9,6,4,5,4,0.005,11,0.993188010899183,False,
bellevue_150th_newport,A5,261,1659749025,1494378604,1871,9,5,4,4,3,0.001,11,0.99946552645644,False,
bellevue_150th_newport,A6,261,1659749025,1494378604,1871,9,5,4,4,3,0.001,11,0.99946552645644,False,
bellevue_150th_newport,A7,261,1659749025,1494378604,1871,9,5,4,2,1,0.005,2,1,False,
bellevue_150th_newport,A9,261,1659749025,1494378604,1871,9,5,4,4,3,0.001,11,0.99946552645644,False,
bellevue_150th_newport,A5,262,453119342,1432144140,2113,9,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A6,262,453119342,1432144140,2113,9,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A7,262,453119342,1432144140,2113,9,4,4,1,2,0.005,2,1,False,
bellevue_150th_newport,A9,262,453119342,1432144140,2113,9,4,4,3,4,0.0025,8,1,False,
bellevue_150th_newport,A5,263,1667497444,1462810047,2584,8,5,3,4,3,0.005,9,0.995356037151703,False,
bellevue_150th_newport,A6,263,1667497444,1462810047,2584,8,5,3,4,3,0.005,9,0.995356037151703,False,
bellevue_150th_newport,A7,263,1667497444,1462810047,2584,8,5,3,1,1,0.005,1,1,False,
bellevue_150th_newport,A9,263,1667497444,1462810047,2584,8,5,3,4,3,0.005,9,0.995356037151703,False,
bellevue_150th_newport,A5,264,1953800428,1046391155,3370,8,4,4,4,4,0.001,10,0.999406528189911,False,
bellevue_150th_newport,A6,264,1953800428,1046391155,3370,8,4,4,4,4,0.001,10,0.999406528189911,False,
bellevue_150th_newport,A7,264,1953800428,1046391155,3370,8,4,4,1,2,0.005,2,1,False,
