scene,method,trial_index,fit_random_seed,params_json,n_total,n_clusters,cluster_count_error,n_outliers,pct_outliers,largest_cluster_ratio,fit_time_s,hg_estimated_target,silhouette_clustered_only,davies_bouldin_clustered_only,calinski_harabasz_clustered_only,quick_score,EMAS_HG,error,untargeted_selection_key_json,hg_expected_selection_key_json,selected_untargeted,selected_hg_expected_aware,interval_lower,interval_upper,interval_distance,pcms_strategy_id,selected_pcms,pcms_selection_key_json,ablation_id,point_target,point_target_error,selected,selection_strategy
bellevue_ne8th,optics,9,20264711,"{""max_eps"": 0.008851381172013503, ""min_samples"": 80, ""xi"": 0.05}",6321,10,1,3715,58.7723461477614,0.267075978511128,0.735684899962507,9,0.84265488273009,0.206819905516718,1162194.69431956,0.564311656583923,0.775187303622421,,"[-0.8426548827300901, 0.20681990551671844, -1162194.6943195648, 0.2670759785111282, ""{\""max_eps\"": 0.008851381172013503, \""min_samples\"": 80, \""xi\"": 0.05}""]","[1.0, 58.77234614776143, -0.8426548827300901, 0.20681990551671844, -1162194.6943195648, 0.2670759785111282, ""{\""max_eps\"": 0.008851381172013503, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,9,10,0,A6,True,"[0, 58.77234614776143, -0.8426548827300901, 0.2068199055167184, -1162194.6943195648, 0.2670759785111282, ""{\""max_eps\"": 0.008851381172013503, \""min_samples\"": 80, \""xi\"": 0.05}""]",A6,,,,
bellevue_116th_ne12th,kmeans,3,20260705,"{""max_iter"": 300, ""n_clusters"": 4, ""n_init"": 10}",634,4,6,0,0,0.414826498422713,0.0226168999215587,10,0.707035909607519,0.427249176597511,1393.74082483302,0.45747299939488,0.613933996008798,,"[-0.7070359096075188, 0.42724917659751094, -1393.7408248330246, 0.4148264984227129, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]","[6.0, -0.7070359096075188, 0.42724917659751094, -1393.7408248330246, 0.4148264984227129, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]",False,False,1,4,0,A7,True,"[0, -0.7070359096075188, 0.4272491765975109, -1393.7408248330246, 0.4148264984227129, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]",A7,,,,
bellevue_116th_ne12th,hdbscan,3,20260705,"{""min_cluster_size"": 160, ""min_samples"": 10}",634,3,7,0,0,0.414826498422713,0.0117979000788182,10,0.628054987618095,0.600254307919863,928.973261218874,0.439915133376408,0.552410167214182,,"[-0.6280549876180954, 0.6002543079198633, -928.9732612188736, 0.4148264984227129, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]","[7.0, 0.0, -0.6280549876180954, 0.6002543079198633, -928.9732612188736, 0.4148264984227129, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]",False,False,1,4,0,A7,True,"[0, 0.0, -0.6280549876180954, 0.6002543079198633, -928.9732612188736, 0.4148264984227129, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]",A7,,,,
bellevue_116th_ne12th,optics,12,20260714,"{""max_eps"": 0.31873943664454396, ""min_samples"": 80, ""xi"": 0.05}",634,3,7,102,16.0883280757098,0.494360902255639,0.323513700044714,10,0.729911895233518,0.390065557080472,1633.92136955689,0.409602374962284,0.526821901539875,,"[-0.7299118952335184, 0.39006555708047247, -1633.9213695568887, 0.4943609022556391, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.05}""]","[7.0, 16.08832807570978, -0.7299118952335184, 0.39006555708047247, -1633.9213695568887, 0.4943609022556391, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,1,4,0,A7,True,"[0, 16.08832807570978, -0.7299118952335184, 0.3900655570804724, -1633.9213695568887, 0.4943609022556391, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 80, \""xi\"": 0.05}""]",A7,,,,
bellevue_150th_newport,kmeans,2,20261704,"{""max_iter"": 300, ""n_clusters"": 3, ""n_init"": 10}",3101,3,9,0,0,0.5436955820703,0.0123511999845504,12,0.770940435261213,0.398153463075387,8249.58713541071,0.424938917016239,0.530700370476448,,"[-0.7709404352612129, 0.39815346307538707, -8249.587135410715, 0.5436955820702999, ""{\""max_iter\"": 300, \""n_clusters\"": 3, \""n_init\"": 10}""]","[9.0, -0.7709404352612129, 0.39815346307538707, -8249.587135410715, 0.5436955820702999, ""{\""max_iter\"": 300, \""n_clusters\"": 3, \""n_init\"": 10}""]",False,False,1,3,0,A7,True,"[0, -0.7709404352612129, 0.398153463075387, -8249.587135410715, 0.5436955820702999, ""{\""max_iter\"": 300, \""n_clusters\"": 3, \""n_init\"": 10}""]",A7,,,,
bellevue_150th_newport,hdbscan,5,20261707,"{""min_cluster_size"": 320, ""min_samples"": 10}",3101,4,8,40,1.28990648178007,0.369160405096374,0.079341199947521,12,0.842183448494012,0.345211169722936,19499.4714735884,0.450893315606657,0.593617756706256,,"[-0.8421834484940122, 0.34521116972293653, -19499.471473588423, 0.3691604050963737, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]","[8.0, 1.289906481780071, -0.8421834484940122, 0.34521116972293653, -19499.471473588423, 0.3691604050963737, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]",False,False,1,3,1,A7,True,"[1, 1.289906481780071, -0.8421834484940122, 0.3452111697229365, -19499.471473588423, 0.3691604050963737, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]",A7,,,,
bellevue_150th_newport,optics,9,20261711,"{""max_eps"": 0.009519037609703348, ""min_samples"": 80, ""xi"": 0.05}",3101,1,11,2666,85.9722670106417,1,0.148598800064065,12,,,,0.14888879931205,0.169722132645383,,"[1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.009519037609703348, \""min_samples\"": 80, \""xi\"": 0.05}""]","[11.0, 85.97226701064173, 1.0, ""Infinity"", ""Infinity"", 1.0, ""{\""max_eps\"": 0.009519037609703348, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,1,3,0,A7,True,"[0, 85.97226701064173, Infinity, Infinity, Infinity, 1.0, ""{\""max_eps\"": 0.009519037609703348, \""min_samples\"": 80, \""xi\"": 0.05}""]",A7,,,,
bellevue_150th_eastgate,kmeans,3,20262705,"{""max_iter"": 300, ""n_clusters"": 4, ""n_init"": 10}",6791,4,5,0,0,0.371668384626712,0.014742000028491,9,0.680429706890076,0.500236827816205,5179.07951500241,0.471849384872266,0.635733011751588,,"[-0.6804297068900759, 0.5002368278162053, -5179.07951500241, 0.3716683846267118, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]","[5.0, -0.6804297068900759, 0.5002368278162053, -5179.07951500241, 0.3716683846267118, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]",False,False,2,4,0,A7,True,"[0, -0.6804297068900759, 0.5002368278162053, -5179.07951500241, 0.3716683846267118, ""{\""max_iter\"": 300, \""n_clusters\"": 4, \""n_init\"": 10}""]",A7,,,,
bellevue_150th_eastgate,hdbscan,6,20262708,"{""min_cluster_size"": 320, ""min_samples"": 20}",6791,10,1,195,2.87144750404948,0.164038811400849,0.0821941000176593,9,0.734851271504616,0.372252347783846,15122.0501291765,0.676032234470296,0.881913125957989,,"[-0.7348512715046156, 0.3722523477838459, -15122.050129176521, 0.164038811400849, ""{\""min_cluster_size\"": 320, \""min_samples\"": 20}""]","[1.0, 2.871447504049477, -0.7348512715046156, 0.3722523477838459, -15122.050129176521, 0.164038811400849, ""{\""min_cluster_size\"": 320, \""min_samples\"": 20}""]",False,True,2,4,6,A7,True,"[6, 2.871447504049477, -0.7348512715046156, 0.3722523477838459, -15122.05012917652, 0.164038811400849, ""{\""min_cluster_size\"": 320, \""min_samples\"": 20}""]",A7,,,,
bellevue_150th_eastgate,optics,9,20262711,"{""max_eps"": 0.008633872024647457, ""min_samples"": 80, ""xi"": 0.05}",6791,7,2,3949,58.1504932999558,0.263898662913441,0.823123599984683,9,0.842719278368442,0.218692870995853,903313.335972401,0.473806008556508,0.720389128308072,,"[-0.842719278368442, 0.2186928709958534, -903313.3359724012, 0.2638986629134412, ""{\""max_eps\"": 0.008633872024647457, \""min_samples\"": 80, \""xi\"": 0.05}""]","[2.0, 58.150493299955826, -0.842719278368442, 0.2186928709958534, -903313.3359724012, 0.2638986629134412, ""{\""max_eps\"": 0.008633872024647457, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,2,4,3,A7,True,"[3, 58.15049329995583, -0.842719278368442, 0.2186928709958534, -903313.3359724012, 0.2638986629134412, ""{\""max_eps\"": 0.008633872024647457, \""min_samples\"": 80, \""xi\"": 0.05}""]",A7,,,,
bellevue_150th_se38th,kmeans,1,20263703,"{""max_iter"": 300, ""n_clusters"": 2, ""n_init"": 10}",2865,2,16,0,0,0.677486910994764,0.011604500003159,18,0.712900528293412,0.406639457734696,9232.47515119147,0.385794987743446,0.444543313374313,,"[-0.7129005282934118, 0.40663945773469584, -9232.475151191467, 0.6774869109947644, ""{\""max_iter\"": 300, \""n_clusters\"": 2, \""n_init\"": 10}""]","[16.0, -0.7129005282934118, 0.40663945773469584, -9232.475151191467, 0.6774869109947644, ""{\""max_iter\"": 300, \""n_clusters\"": 2, \""n_init\"": 10}""]",False,False,1,2,0,A7,True,"[0, -0.7129005282934118, 0.4066394577346958, -9232.475151191467, 0.6774869109947644, ""{\""max_iter\"": 300, \""n_clusters\"": 2, \""n_init\"": 10}""]",A7,,,,
bellevue_150th_se38th,hdbscan,5,20263707,"{""min_cluster_size"": 320, ""min_samples"": 10}",2865,3,15,363,12.6701570680628,0.368505195843325,0.0293500999687239,18,0.831099891593994,0.187699762263997,20814.2766090616,0.40583734222512,0.496893856924331,,"[-0.8310998915939941, 0.18769976226399732, -20814.276609061606, 0.36850519584332536, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]","[15.0, 12.670157068062828, -0.8310998915939941, 0.18769976226399732, -20814.276609061606, 0.36850519584332536, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]",False,False,1,2,1,A7,True,"[1, 12.670157068062828, -0.8310998915939941, 0.1876997622639973, -20814.27660906161, 0.3685051958433253, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]",A7,,,,
bellevue_150th_se38th,optics,11,20263713,"{""max_eps"": 0.037180729231304936, ""min_samples"": 80, ""xi"": 0.05}",2865,3,15,814,28.4118673647469,0.376889322281814,0.740349799976684,18,0.924817512682329,0.105796110198371,352418.28728048,0.381319500847184,0.475494126351259,,"[-0.9248175126823294, 0.10579611019837064, -352418.28728048026, 0.37688932228181377, ""{\""max_eps\"": 0.037180729231304936, \""min_samples\"": 80, \""xi\"": 0.05}""]","[15.0, 28.411867364746946, -0.9248175126823294, 0.10579611019837064, -352418.28728048026, 0.37688932228181377, ""{\""max_eps\"": 0.037180729231304936, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,1,2,1,A7,True,"[1, 28.411867364746943, -0.9248175126823294, 0.1057961101983706, -352418.28728048026, 0.3768893222818137, ""{\""max_eps\"": 0.037180729231304936, \""min_samples\"": 80, \""xi\"": 0.05}""]",A7,,,,
bellevue_ne8th,kmeans,4,20264706,"{""max_iter"": 300, ""n_clusters"": 5, ""n_init"": 10}",6321,5,4,0,0,0.298845119443126,0.0153338001109659,9,0.764335708634804,0.322118218178686,10001.9787556708,0.506150374253695,0.711746252797741,,"[-0.7643357086348036, 0.32211821817868636, -10001.978755670827, 0.2988451194431261, ""{\""max_iter\"": 300, \""n_clusters\"": 5, \""n_init\"": 10}""]","[4.0, -0.7643357086348036, 0.32211821817868636, -10001.978755670827, 0.2988451194431261, ""{\""max_iter\"": 300, \""n_clusters\"": 5, \""n_init\"": 10}""]",False,False,3,5,0,A7,True,"[0, -0.7643357086348036, 0.3221182181786863, -10001.978755670829, 0.2988451194431261, ""{\""max_iter\"": 300, \""n_clusters\"": 5, \""n_init\"": 10}""]",A7,,,,
bellevue_ne8th,hdbscan,5,20264707,"{""min_cluster_size"": 320, ""min_samples"": 10}",6321,6,3,865,13.6845435848758,0.257148093841642,0.0730966000119224,9,0.720373976812492,0.511043377873303,18908.5102062483,0.503524520776705,0.732447572600034,,"[-0.720373976812492, 0.511043377873303, -18908.510206248327, 0.2571480938416422, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]","[3.0, 13.684543584875811, -0.720373976812492, 0.511043377873303, -18908.510206248327, 0.2571480938416422, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]",False,False,3,5,1,A7,True,"[1, 13.684543584875811, -0.720373976812492, 0.511043377873303, -18908.510206248327, 0.2571480938416422, ""{\""min_cluster_size\"": 320, \""min_samples\"": 10}""]",A7,,,,
bellevue_ne8th,optics,16,20264718,"{""max_eps"": 0.044077065525483884, ""min_samples"": 80, ""xi"": 0.07}",6321,8,1,1244,19.6804303116595,0.25408705928698,2.19714100006968,9,0.886463632708159,0.132070294195934,59879.9634006931,0.648720483745476,0.862331796852006,,"[-0.8864636327081589, 0.13207029419593422, -59879.963400693116, 0.2540870592869805, ""{\""max_eps\"": 0.044077065525483884, \""min_samples\"": 80, \""xi\"": 0.07}""]","[1.0, 19.68043031165955, -0.8864636327081589, 0.13207029419593422, -59879.963400693116, 0.2540870592869805, ""{\""max_eps\"": 0.044077065525483884, \""min_samples\"": 80, \""xi\"": 0.07}""]",False,False,3,5,3,A7,True,"[3, 19.68043031165955, -0.8864636327081589, 0.1320702941959342, -59879.96340069312, 0.2540870592869805, ""{\""max_eps\"": 0.044077065525483884, \""min_samples\"": 80, \""xi\"": 0.07}""]",A7,,,,
bellevue_116th_ne12th,kmeans,9,20260711,"{""max_iter"": 300, ""n_clusters"": 10, ""n_init"": 10}",634,10,0,0,0,0.27602523659306,0.0421304000774398,10,0.806676310149275,0.268840064346663,3165.89735429552,0.952137361537284,0.94154343122641,,"[-0.8066763101492748, 0.26884006434666297, -3165.89735429552, 0.27602523659305994, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]","[0.0, -0.8066763101492748, 0.26884006434666297, -3165.89735429552, 0.27602523659305994, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]",True,True,8,13,0,A9,True,"[0, -0.8066763101492748, 0.2688400643466629, -3165.89735429552, 0.2760252365930599, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]",A9,,,,
bellevue_116th_ne12th,hdbscan,1,20260703,"{""min_cluster_size"": 80, ""min_samples"": 10}",634,4,6,4,0.630914826498423,0.417460317460317,0.012656099977903,10,0.714349764580777,0.420124507023133,1423.69821829347,0.456489235918519,0.613125987864171,,"[-0.7143497645807769, 0.42012450702313275, -1423.6982182934707, 0.4174603174603175, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]","[6.0, 0.6309148264984227, -0.7143497645807769, 0.42012450702313275, -1423.6982182934707, 0.4174603174603175, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",True,True,8,13,4,A9,True,"[4, 0.6309148264984227, -0.7143497645807769, 0.4201245070231327, -1423.6982182934707, 0.4174603174603175, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",A9,,,,
bellevue_116th_ne12th,optics,4,20260706,"{""max_eps"": 0.31873943664454396, ""min_samples"": 40, ""xi"": 0.05}",634,5,5,107,16.8769716088328,0.316888045540797,0.464978900039568,10,0.849173011322967,0.252177508930652,3484.04618593203,0.458613010347761,0.656876784567786,,"[-0.8491730113229672, 0.25217750893065227, -3484.0461859320326, 0.31688804554079697, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 40, \""xi\"": 0.05}""]","[5.0, 16.876971608832807, -0.8491730113229672, 0.25217750893065227, -3484.0461859320326, 0.31688804554079697, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 40, \""xi\"": 0.05}""]",False,True,8,13,3,A9,True,"[3, 16.876971608832807, -0.8491730113229672, 0.2521775089306522, -3484.0461859320326, 0.3168880455407969, ""{\""max_eps\"": 0.31873943664454396, \""min_samples\"": 40, \""xi\"": 0.05}""]",A9,,,,
bellevue_150th_newport,kmeans,6,20261708,"{""max_iter"": 300, ""n_clusters"": 7, ""n_init"": 10}",3101,7,5,0,0,0.36633344082554,0.0184140999335795,12,0.888957749100115,0.153095989445536,35949.2794004485,0.492842734541552,0.736204259043985,,"[-0.888957749100115, 0.15309598944553554, -35949.279400448504, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 7, \""n_init\"": 10}""]","[5.0, -0.888957749100115, 0.15309598944553554, -35949.279400448504, 0.36633344082554015, ""{\""max_iter\"": 300, \""n_clusters\"": 7, \""n_init\"": 10}""]",True,False,7,13,0,A9,True,"[0, -0.888957749100115, 0.1530959894455355, -35949.279400448504, 0.3663334408255401, ""{\""max_iter\"": 300, \""n_clusters\"": 7, \""n_init\"": 10}""]",A9,,,,
bellevue_150th_newport,hdbscan,1,20261703,"{""min_cluster_size"": 80, ""min_samples"": 10}",3101,6,6,41,1.32215414382457,0.369281045751634,0.040169300045818,12,0.894507495651366,0.144749964218252,46612.2722128851,0.477402050733912,0.692508282405212,,"[-0.8945074956513663, 0.14474996421825226, -46612.27221288506, 0.369281045751634, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]","[6.0, 1.3221541438245727, -0.8945074956513663, 0.14474996421825226, -46612.27221288506, 0.369281045751634, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",False,True,7,13,1,A9,True,"[1, 1.3221541438245727, -0.8945074956513663, 0.1447499642182522, -46612.27221288506, 0.369281045751634, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",A9,,,,
bellevue_150th_newport,optics,8,20261710,"{""max_eps"": 0.036343618402565836, ""min_samples"": 40, ""xi"": 0.07}",3101,7,5,248,7.99742018703644,0.383806519453207,1.08975589997135,12,0.891481886968518,0.156137125909979,155395.697644447,0.47511273379258,0.718360198889461,,"[-0.8914818869685179, 0.15613712590997922, -155395.69764444692, 0.38380651945320715, ""{\""max_eps\"": 0.036343618402565836, \""min_samples\"": 40, \""xi\"": 0.07}""]","[5.0, 7.99742018703644, -0.8914818869685179, 0.15613712590997922, -155395.69764444692, 0.38380651945320715, ""{\""max_eps\"": 0.036343618402565836, \""min_samples\"": 40, \""xi\"": 0.07}""]",False,True,7,13,0,A9,True,"[0, 7.99742018703644, -0.8914818869685179, 0.1561371259099792, -155395.69764444692, 0.3838065194532071, ""{\""max_eps\"": 0.036343618402565836, \""min_samples\"": 40, \""xi\"": 0.07}""]",A9,,,,
bellevue_150th_eastgate,kmeans,10,20262712,"{""max_iter"": 300, ""n_clusters"": 11, ""n_init"": 10}",6791,11,2,0,0,0.229568546605802,0.0253864000551402,9,0.819307164876336,0.260767254927457,40368.5211450067,0.591000227317007,0.836214173272999,,"[-0.819307164876336, 0.26076725492745684, -40368.521145006656, 0.2295685466058018, ""{\""max_iter\"": 300, \""n_clusters\"": 11, \""n_init\"": 10}""]","[2.0, -0.819307164876336, 0.26076725492745684, -40368.521145006656, 0.2295685466058018, ""{\""max_iter\"": 300, \""n_clusters\"": 11, \""n_init\"": 10}""]",True,False,7,11,0,A9,True,"[0, -0.819307164876336, 0.2607672549274568, -40368.521145006656, 0.2295685466058018, ""{\""max_iter\"": 300, \""n_clusters\"": 11, \""n_init\"": 10}""]",A9,,,,
bellevue_150th_eastgate,hdbscan,6,20262708,"{""min_cluster_size"": 320, ""min_samples"": 20}",6791,10,1,195,2.87144750404948,0.164038811400849,0.0821941000176593,9,0.734851271504616,0.372252347783846,15122.0501291765,0.676032234470296,0.881913125957989,,"[-0.7348512715046156, 0.3722523477838459, -15122.050129176521, 0.164038811400849, ""{\""min_cluster_size\"": 320, \""min_samples\"": 20}""]","[1.0, 2.871447504049477, -0.7348512715046156, 0.3722523477838459, -15122.050129176521, 0.164038811400849, ""{\""min_cluster_size\"": 320, \""min_samples\"": 20}""]",False,True,7,11,0,A9,True,"[0, 2.871447504049477, -0.7348512715046156, 0.3722523477838459, -15122.05012917652, 0.164038811400849, ""{\""min_cluster_size\"": 320, \""min_samples\"": 20}""]",A9,,,,
bellevue_150th_eastgate,optics,11,20262713,"{""max_eps"": 0.022171253230168272, ""min_samples"": 80, ""xi"": 0.05}",6791,11,2,1257,18.5097923722574,0.266172750271052,1.95559100003447,9,0.862442926749069,0.170902010159707,99713.3312206692,0.555520741482492,0.803778418621373,,"[-0.8624429267490686, 0.17090201015970663, -99713.33122066919, 0.2661727502710517, ""{\""max_eps\"": 0.022171253230168272, \""min_samples\"": 80, \""xi\"": 0.05}""]","[2.0, 18.5097923722574, -0.8624429267490686, 0.17090201015970663, -99713.33122066919, 0.2661727502710517, ""{\""max_eps\"": 0.022171253230168272, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,7,11,0,A9,True,"[0, 18.5097923722574, -0.8624429267490686, 0.1709020101597066, -99713.3312206692, 0.2661727502710517, ""{\""max_eps\"": 0.022171253230168272, \""min_samples\"": 80, \""xi\"": 0.05}""]",A9,,,,
bellevue_150th_se38th,kmeans,11,20263713,"{""max_iter"": 300, ""n_clusters"": 12, ""n_init"": 10}",2865,12,6,0,0,0.276439790575916,0.0234982999972999,18,0.828871462132217,0.331271239789908,25398.461101262,0.479929108835764,0.772249099812985,,"[-0.828871462132217, 0.33127123978990775, -25398.461101262008, 0.2764397905759162, ""{\""max_iter\"": 300, \""n_clusters\"": 12, \""n_init\"": 10}""]","[6.0, -0.828871462132217, 0.33127123978990775, -25398.461101262008, 0.2764397905759162, ""{\""max_iter\"": 300, \""n_clusters\"": 12, \""n_init\"": 10}""]",True,False,8,20,0,A9,True,"[0, -0.828871462132217, 0.3312712397899077, -25398.461101262008, 0.2764397905759162, ""{\""max_iter\"": 300, \""n_clusters\"": 12, \""n_init\"": 10}""]",A9,,,,
bellevue_150th_se38th,hdbscan,1,20263703,"{""min_cluster_size"": 80, ""min_samples"": 10}",2865,7,11,181,6.31762652705061,0.29284649776453,0.0347668000031262,18,0.725935120832691,0.581184918004578,15734.5301430092,0.421832041414557,0.602065007395811,,"[-0.7259351208326912, 0.5811849180045778, -15734.53014300923, 0.29284649776453053, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]","[11.0, 6.317626527050611, -0.7259351208326912, 0.5811849180045778, -15734.53014300923, 0.29284649776453053, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",False,True,8,20,1,A9,True,"[1, 6.317626527050611, -0.7259351208326912, 0.5811849180045778, -15734.53014300923, 0.2928464977645305, ""{\""min_cluster_size\"": 80, \""min_samples\"": 10}""]",A9,,,,
bellevue_150th_se38th,optics,4,20263706,"{""max_eps"": 0.09623894321033927, ""min_samples"": 40, ""xi"": 0.05}",2865,12,6,685,23.9092495636998,0.361009174311927,0.978905300027691,18,0.841277102458385,0.308515325958298,48391.2045384475,0.424927112360096,0.717900262346341,,"[-0.841277102458385, 0.3085153259582977, -48391.20453844755, 0.3610091743119266, ""{\""max_eps\"": 0.09623894321033927, \""min_samples\"": 40, \""xi\"": 0.05}""]","[6.0, 23.909249563699827, -0.841277102458385, 0.3085153259582977, -48391.20453844755, 0.3610091743119266, ""{\""max_eps\"": 0.09623894321033927, \""min_samples\"": 40, \""xi\"": 0.05}""]",False,True,8,20,0,A9,True,"[0, 23.909249563699827, -0.841277102458385, 0.3085153259582977, -48391.20453844755, 0.3610091743119266, ""{\""max_eps\"": 0.09623894321033927, \""min_samples\"": 40, \""xi\"": 0.05}""]",A9,,,,
bellevue_ne8th,kmeans,9,20264711,"{""max_iter"": 300, ""n_clusters"": 10, ""n_init"": 10}",6321,10,1,0,0,0.236355007119127,0.0289320999290794,9,0.835906600056895,0.204239715535202,24499.5069746235,0.684679801896867,0.895644218947246,,"[-0.8359066000568947, 0.20423971553520234, -24499.506974623455, 0.23635500711912671, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]","[1.0, -0.8359066000568947, 0.20423971553520234, -24499.506974623455, 0.23635500711912671, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]",True,False,9,10,0,A9,True,"[0, -0.8359066000568947, 0.2042397155352023, -24499.50697462345, 0.2363550071191267, ""{\""max_iter\"": 300, \""n_clusters\"": 10, \""n_init\"": 10}""]",A9,,,,
bellevue_ne8th,hdbscan,3,20264705,"{""min_cluster_size"": 160, ""min_samples"": 10}",6321,9,0,328,5.1890523651321,0.227932588019356,0.0716065000742673,9,0.761995741844503,0.380962710316216,44738.9206198358,0.941135049290384,0.927341675020742,,"[-0.7619957418445035, 0.380962710316216, -44738.920619835764, 0.22793258801935593, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]","[0.0, 5.189052365132099, -0.7619957418445035, 0.380962710316216, -44738.920619835764, 0.22793258801935593, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]",False,True,9,10,0,A9,True,"[0, 5.189052365132099, -0.7619957418445035, 0.380962710316216, -44738.92061983576, 0.2279325880193559, ""{\""min_cluster_size\"": 160, \""min_samples\"": 10}""]",A9,,,,
bellevue_ne8th,optics,9,20264711,"{""max_eps"": 0.008851381172013503, ""min_samples"": 80, ""xi"": 0.05}",6321,10,1,3715,58.7723461477614,0.267075978511128,0.735684899962507,9,0.84265488273009,0.206819905516718,1162194.69431956,0.564311656583923,0.775187303622421,,"[-0.8426548827300901, 0.20681990551671844, -1162194.6943195648, 0.2670759785111282, ""{\""max_eps\"": 0.008851381172013503, \""min_samples\"": 80, \""xi\"": 0.05}""]","[1.0, 58.77234614776143, -0.8426548827300901, 0.20681990551671844, -1162194.6943195648, 0.2670759785111282, ""{\""max_eps\"": 0.008851381172013503, \""min_samples\"": 80, \""xi\"": 0.05}""]",False,False,9,10,0,A9,True,"[0, 58.77234614776143, -0.8426548827300901, 0.2068199055167184, -1162194.6943195648, 0.2670759785111282, ""{\""max_eps\"": 0.008851381172013503, \""min_samples\"": 80, \""xi\"": 0.05}""]",A9,,,,
