scene,variant_id,role,left_micro_region,right_micro_region,bearing_separation,heading_separation,combined_bearing_radius,combined_heading_radius,bearing_ratio,heading_ratio,primary_distance,compatible,od_profile_js_distance_diagnostic
bellevue_116th_ne12th,A7,exit,0,2,1.46498086849152,1.76411606748922,0.338007127042314,2.31854044715103,4.33417153451952,0.760873535614581,0.760873535614581,True,0.754345479581908
bellevue_116th_ne12th,A7,exit,0,3,1.61395179190446,0.965399487060342,0.3900050300866,3.13470189268436,4.13828455378148,0.307971705160658,0.307971705160658,True,0.933487303581228
bellevue_116th_ne12th,A7,exit,1,2,1.66388482874546,1.94189111385825,0.535873736904903,3.04888020997365,3.10499416962607,0.636919452429071,0.636919452429071,True,0.885140498822609
bellevue_116th_ne12th,A7,exit,1,3,1.54036781803815,1.61177863877178,0.58787163994919,3.86504165550697,2.62024515789074,0.417014558297267,0.417014558297267,True,0.615184239205354
bellevue_116th_ne12th,A7,exit,2,3,3.07893266039597,2.72951555454956,0.555796430692985,3.54884394697624,5.53967692192097,0.769128086591472,0.769128086591472,True,0.918181875091132
bellevue_116th_ne12th,A9,entry,0,1,2.82585486747733,2.6994991711529,0.352287523927318,2.67057147328876,8.02144463129026,1.01083202533745,8.02144463129026,False,0.977170655732344
bellevue_116th_ne12th,A9,entry,0,2,2.00173139620625,1.49427437436414,0.704620354663208,2.89716592678042,2.84086513107194,0.515771071498382,2.84086513107194,False,0.752509178355325
bellevue_116th_ne12th,A9,entry,0,3,1.59342693349065,1.24102785805956,0.339114400673934,4.25789712649635,4.69878875778785,0.291464969958247,4.69878875778785,False,0.953603656461611
bellevue_116th_ne12th,A9,entry,1,2,1.455599043496,2.08941176166255,0.603581423053274,2.38033160615985,2.4116034521618,0.877781799920458,2.4116034521618,False,0.854811943979586
bellevue_116th_ne12th,A9,entry,1,3,1.23242793398668,1.45847131309334,0.238075469064,3.74106280587579,5.17662713773915,0.389854805645774,5.17662713773915,False,0.790141983186268
bellevue_116th_ne12th,A9,entry,2,3,2.68802697748268,2.7353022324237,0.59040829979989,3.96765725936744,4.55282721871246,0.689399828063724,4.55282721871246,False,0.95693943087606
bellevue_116th_ne12th,A9,exit,0,1,3.12886569723698,3.02984800441226,0.370082336298518,2.49290248583392,8.45451238913804,1.21538970001016,8.45451238913804,False,0.98429192685594
bellevue_116th_ne12th,A9,exit,0,2,1.46498086849152,1.10951155667815,0.338007127042314,2.96155286307468,4.33417153451952,0.374638444078374,4.33417153451952,False,0.754345479581908
bellevue_116th_ne12th,A9,exit,0,3,1.61395179190446,1.8477211459014,0.3900050300866,3.63555948563658,4.13828455378148,0.508235707104065,4.13828455378148,False,0.933487303581228
bellevue_116th_ne12th,A9,exit,1,2,1.66388482874546,1.92033644773411,0.535873736904903,2.7241559453724,3.10499416962607,0.704928971117178,3.10499416962607,False,0.885140498822609
bellevue_116th_ne12th,A9,exit,1,3,1.54036781803815,1.40561615686593,0.58787163994919,3.39816256793429,2.62024515789074,0.413640056579279,2.62024515789074,False,0.615184239205354
bellevue_116th_ne12th,A9,exit,2,3,3.07893266039597,2.95723270257955,0.555796430692985,3.86681294517506,5.53967692192097,0.764772629167266,5.53967692192097,False,0.918181875091132
bellevue_116th_ne12th,sensitivity_heading_w3,entry,0,1,2.82585486747733,2.91057986276835,0.352287523927318,3.82514553097036,8.02144463129026,0.76090696136991,8.02144463129026,False,0.977170655732344
bellevue_116th_ne12th,sensitivity_heading_w3,entry,0,2,2.00173139620625,2.00673950714859,0.704620354663208,3.34036738958696,2.84086513107194,0.600754130639721,2.84086513107194,False,0.752509178355325
bellevue_116th_ne12th,sensitivity_heading_w3,entry,0,3,1.59342693349065,0.994971203757207,0.339114400673934,3.7337344550186,4.69878875778785,0.266481512208197,4.69878875778785,False,0.953603656461611
bellevue_116th_ne12th,sensitivity_heading_w3,entry,1,2,1.455599043496,1.36586593726265,0.603581423053274,3.89781838744051,2.4116034521618,0.350418054792834,2.4116034521618,False,0.854811943979586
bellevue_116th_ne12th,sensitivity_heading_w3,entry,1,3,1.23242793398668,1.91560865901114,0.238075469064,4.29118545287215,5.17662713773915,0.446405470015051,5.17662713773915,False,0.790141983186268
bellevue_116th_ne12th,sensitivity_heading_w3,entry,2,3,2.68802697748268,3.0017107109058,0.59040829979989,3.80640731148875,4.55282721871246,0.788594195331076,4.55282721871246,False,0.95693943087606
bellevue_116th_ne12th,sensitivity_heading_w3,exit,0,1,3.12886569723698,2.55560276671444,0.370082336298518,3.4667535130647,8.45451238913804,0.737174638197805,8.45451238913804,False,0.98429192685594
bellevue_116th_ne12th,sensitivity_heading_w3,exit,0,2,1.46498086849152,1.7752739591463,0.338007127042314,2.82039290479803,4.33417153451952,0.629442073877798,4.33417153451952,False,0.754345479581908
bellevue_116th_ne12th,sensitivity_heading_w3,exit,0,3,1.61395179190446,0.986630662206004,0.3900050300866,4.01554754673219,4.13828455378148,0.245702647204094,4.13828455378148,False,0.933487303581228
bellevue_116th_ne12th,sensitivity_heading_w3,exit,1,2,1.66388482874546,1.95230858131885,0.535873736904903,3.40643593158093,3.10499416962607,0.573123528676725,3.10499416962607,False,0.885140498822609
bellevue_116th_ne12th,sensitivity_heading_w3,exit,1,3,1.54036781803815,1.56897210450843,0.58787163994919,4.60159057351509,2.62024515789074,0.340962995173627,2.62024515789074,False,0.615184239205354
bellevue_116th_ne12th,sensitivity_heading_w3,exit,2,3,3.07893266039597,2.7619046213523,0.555796430692985,3.95522996524842,5.53967692192097,0.698291792289966,5.53967692192097,False,0.918181875091132
bellevue_116th_ne12th,sensitivity_heading_w7,entry,0,1,2.82585486747733,2.98389421031525,0.352287523927318,3.02510242880669,8.02144463129026,0.986377909686947,8.02144463129026,False,0.977170655732344
bellevue_116th_ne12th,sensitivity_heading_w7,entry,0,2,2.00173139620625,1.98824753632054,0.704620354663208,2.38862996839545,2.84086513107194,0.832379884129199,2.84086513107194,False,0.752509178355325
bellevue_116th_ne12th,sensitivity_heading_w7,entry,0,3,1.59342693349065,1.01410570635565,0.339114400673934,3.40809617373058,4.69878875778785,0.297557831311312,4.69878875778785,False,0.953603656461611
bellevue_116th_ne12th,sensitivity_heading_w7,entry,1,2,1.455599043496,1.31104356054379,0.603581423053274,3.25503565698299,2.4116034521618,0.402773947416283,2.4116034521618,False,0.854811943979586
bellevue_116th_ne12th,sensitivity_heading_w7,entry,1,3,1.23242793398668,1.9697885039596,0.238075469064,4.27450186231811,5.17662713773915,0.460822937363598,5.17662713773915,False,0.790141983186268
bellevue_116th_ne12th,sensitivity_heading_w7,entry,2,3,2.68802697748268,3.00235324267619,0.59040829979989,3.63802940190687,4.55282721871246,0.825269097908476,4.55282721871246,False,0.95693943087606
bellevue_116th_ne12th,sensitivity_heading_w7,exit,0,1,3.12886569723698,2.60015497084923,0.370082336298518,2.02265737205597,8.45451238913804,1.28551429756304,8.45451238913804,False,0.98429192685594
bellevue_116th_ne12th,sensitivity_heading_w7,exit,0,2,1.46498086849152,1.76765028986047,0.338007127042314,1.75796682265647,4.33417153451952,1.00550833330823,4.33417153451952,False,0.754345479581908
bellevue_116th_ne12th,sensitivity_heading_w7,exit,0,3,1.61395179190446,0.945298715171255,0.3900050300866,2.25133531303542,4.13828455378148,0.419883572961299,4.13828455378148,False,0.933487303581228
bellevue_116th_ne12th,sensitivity_heading_w7,exit,1,2,1.66388482874546,1.91538004646989,0.535873736904903,2.71213693527879,3.10499416962607,0.706225420094063,3.10499416962607,False,0.885140498822609
bellevue_116th_ne12th,sensitivity_heading_w7,exit,1,3,1.54036781803815,1.65485625567798,0.58787163994919,3.20550542565774,2.62024515789074,0.51625439234389,2.62024515789074,False,0.615184239205354
bellevue_116th_ne12th,sensitivity_heading_w7,exit,2,3,3.07893266039597,2.71294900503172,0.555796430692985,2.94081487625823,5.53967692192097,0.922516077749022,5.53967692192097,False,0.918181875091132
bellevue_116th_ne12th,sensitivity_self_consistency_q090,entry,0,1,2.82585486747733,2.95211937821958,0.309004400585351,2.51764107896771,9.14503114558974,1.17257356613756,9.14503114558974,False,0.977170655732344
