weight_id,family,T,O,B,S,D
local_0395,local,0.5,0.25,0.15000000000000002,0.05,0.05
local_0396,local,0.5,0.30000000000000004,0.05,0.05,0.1
local_0397,local,0.5,0.30000000000000004,0.05,0.1,0.05
local_0398,local,0.5,0.30000000000000004,0.1,0.05,0.05
local_0399,local,0.5,0.35000000000000003,0.05,0.05,0.05
local_0400,local,0.55,0.1,0.05,0.05,0.25
local_0401,local,0.55,0.1,0.05,0.1,0.2
local_0402,local,0.55,0.1,0.05,0.15000000000000002,0.15000000000000002
local_0403,local,0.55,0.1,0.05,0.2,0.1
local_0404,local,0.55,0.1,0.05,0.25,0.05
local_0405,local,0.55,0.1,0.1,0.05,0.2
local_0406,local,0.55,0.1,0.1,0.1,0.15000000000000002
local_0407,local,0.55,0.1,0.1,0.15000000000000002,0.1
local_0408,local,0.55,0.1,0.1,0.2,0.05
local_0409,local,0.55,0.1,0.15000000000000002,0.05,0.15000000000000002
local_0410,local,0.55,0.1,0.15000000000000002,0.1,0.1
local_0411,local,0.55,0.1,0.15000000000000002,0.15000000000000002,0.05
local_0412,local,0.55,0.1,0.2,0.05,0.1
local_0413,local,0.55,0.1,0.2,0.1,0.05
local_0414,local,0.55,0.1,0.25,0.05,0.05
local_0415,local,0.55,0.15000000000000002,0.05,0.05,0.2
local_0416,local,0.55,0.15000000000000002,0.05,0.1,0.15000000000000002
local_0417,local,0.55,0.15000000000000002,0.05,0.15000000000000002,0.1
local_0418,local,0.55,0.15000000000000002,0.05,0.2,0.05
local_0419,local,0.55,0.15000000000000002,0.1,0.05,0.15000000000000002
local_0420,local,0.55,0.15000000000000002,0.1,0.1,0.1
local_0421,local,0.55,0.15000000000000002,0.1,0.15000000000000002,0.05
local_0422,local,0.55,0.15000000000000002,0.15000000000000002,0.05,0.1
local_0423,local,0.55,0.15000000000000002,0.15000000000000002,0.1,0.05
local_0424,local,0.55,0.15000000000000002,0.2,0.05,0.05
local_0425,local,0.55,0.2,0.05,0.05,0.15000000000000002
local_0426,local,0.55,0.2,0.05,0.1,0.1
local_0427,local,0.55,0.2,0.05,0.15000000000000002,0.05
local_0428,local,0.55,0.2,0.1,0.05,0.1
local_0429,local,0.55,0.2,0.1,0.1,0.05
local_0430,local,0.55,0.2,0.15000000000000002,0.05,0.05
local_0431,local,0.55,0.25,0.05,0.05,0.1
local_0432,local,0.55,0.25,0.05,0.1,0.05
local_0433,local,0.55,0.25,0.1,0.05,0.05
local_0434,local,0.55,0.30000000000000004,0.05,0.05,0.05
local_0435,local,0.6000000000000001,0.1,0.05,0.05,0.2
local_0436,local,0.6000000000000001,0.1,0.05,0.1,0.15000000000000002
local_0437,local,0.6000000000000001,0.1,0.05,0.15000000000000002,0.1
local_0438,local,0.6000000000000001,0.1,0.05,0.2,0.05
local_0439,local,0.6000000000000001,0.1,0.1,0.05,0.15000000000000002
local_0440,local,0.6000000000000001,0.1,0.1,0.1,0.1
local_0441,local,0.6000000000000001,0.1,0.1,0.15000000000000002,0.05
local_0442,local,0.6000000000000001,0.1,0.15000000000000002,0.05,0.1
local_0443,local,0.6000000000000001,0.1,0.15000000000000002,0.1,0.05
local_0444,local,0.6000000000000001,0.1,0.2,0.05,0.05
local_0445,local,0.6000000000000001,0.15000000000000002,0.05,0.05,0.15000000000000002
local_0446,local,0.6000000000000001,0.15000000000000002,0.05,0.1,0.1
local_0447,local,0.6000000000000001,0.15000000000000002,0.05,0.15000000000000002,0.05
local_0448,local,0.6000000000000001,0.15000000000000002,0.1,0.05,0.1
local_0449,local,0.6000000000000001,0.15000000000000002,0.1,0.1,0.05
local_0450,local,0.6000000000000001,0.15000000000000002,0.15000000000000002,0.05,0.05
local_0451,local,0.6000000000000001,0.2,0.05,0.05,0.1
local_0452,local,0.6000000000000001,0.2,0.05,0.1,0.05
local_0453,local,0.6000000000000001,0.2,0.1,0.05,0.05
local_0454,local,0.6000000000000001,0.25,0.05,0.05,0.05
local_0455,local,0.65,0.1,0.05,0.05,0.15000000000000002
local_0456,local,0.65,0.1,0.05,0.1,0.1
local_0457,local,0.65,0.1,0.05,0.15000000000000002,0.05
local_0458,local,0.65,0.1,0.1,0.05,0.1
local_0459,local,0.65,0.1,0.1,0.1,0.05
local_0460,local,0.65,0.1,0.15000000000000002,0.05,0.05
local_0461,local,0.65,0.15000000000000002,0.05,0.05,0.1
local_0462,local,0.65,0.15000000000000002,0.05,0.1,0.05
local_0463,local,0.65,0.15000000000000002,0.1,0.05,0.05
local_0464,local,0.65,0.2,0.05,0.05,0.05
