scope,scene,method,statistic,variable_x,variable_y,value
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_zero,T,,0.0
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_one,T,,0.0
scene_method,bellevue_150th_se38th,hdbscan,variance,O,,0.0009149630062799471
scene_method,bellevue_150th_se38th,hdbscan,pearson_with_original_EMAS,O,EMAS_HG,0.7564044311527044
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_zero,O,,0.0
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_one,O,,0.0
scene_method,bellevue_150th_se38th,hdbscan,variance,B,,0.0010529411398795673
scene_method,bellevue_150th_se38th,hdbscan,pearson_with_original_EMAS,B,EMAS_HG,0.9955166638379267
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_zero,B,,0.0
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_one,B,,0.0
scene_method,bellevue_150th_se38th,hdbscan,variance,S,,0.0005433626381876787
scene_method,bellevue_150th_se38th,hdbscan,pearson_with_original_EMAS,S,EMAS_HG,-0.9822782041933252
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_zero,S,,0.0
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_one,S,,0.0
scene_method,bellevue_150th_se38th,hdbscan,variance,D,,0.00681576382420586
scene_method,bellevue_150th_se38th,hdbscan,pearson_with_original_EMAS,D,EMAS_HG,-0.9294423534679981
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_zero,D,,0.0
scene_method,bellevue_150th_se38th,hdbscan,fraction_at_one,D,,0.0
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,T,T,1.0
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,T,O,0.7403552250290154
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,T,B,0.9952247803540378
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,T,S,-0.9834782334059144
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,T,D,-0.9249966936099606
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,O,O,1.0
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,O,B,0.795106809225464
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,O,S,-0.8006358364327373
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,O,D,-0.9224815921182461
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,B,B,0.9999999999999998
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,B,S,-0.993541984075791
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,B,D,-0.9573961693916233
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,S,S,1.0
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,S,D,0.9626247514250843
scene_method,bellevue_150th_se38th,hdbscan,component_pearson,D,D,1.0
scene_method,bellevue_150th_se38th,kmeans,variance,T,,0.060326477884940034
scene_method,bellevue_150th_se38th,kmeans,pearson_with_original_EMAS,T,EMAS_HG,0.9978655620626471
scene_method,bellevue_150th_se38th,kmeans,fraction_at_zero,T,,0.0
scene_method,bellevue_150th_se38th,kmeans,fraction_at_one,T,,0.034482758620689655
scene_method,bellevue_150th_se38th,kmeans,variance,O,,0.0
scene_method,bellevue_150th_se38th,kmeans,pearson_with_original_EMAS,O,EMAS_HG,
scene_method,bellevue_150th_se38th,kmeans,fraction_at_zero,O,,0.0
scene_method,bellevue_150th_se38th,kmeans,fraction_at_one,O,,1.0
scene_method,bellevue_150th_se38th,kmeans,variance,B,,0.010860816578411796
scene_method,bellevue_150th_se38th,kmeans,pearson_with_original_EMAS,B,EMAS_HG,0.32732605239246554
scene_method,bellevue_150th_se38th,kmeans,fraction_at_zero,B,,0.0
scene_method,bellevue_150th_se38th,kmeans,fraction_at_one,B,,0.0
scene_method,bellevue_150th_se38th,kmeans,variance,S,,0.004829984485917989
scene_method,bellevue_150th_se38th,kmeans,pearson_with_original_EMAS,S,EMAS_HG,0.023029739302470598
scene_method,bellevue_150th_se38th,kmeans,fraction_at_zero,S,,0.0
scene_method,bellevue_150th_se38th,kmeans,fraction_at_one,S,,0.0
scene_method,bellevue_150th_se38th,kmeans,variance,D,,0.001890045357019625
scene_method,bellevue_150th_se38th,kmeans,pearson_with_original_EMAS,D,EMAS_HG,0.19285089221646082
scene_method,bellevue_150th_se38th,kmeans,fraction_at_zero,D,,0.0
scene_method,bellevue_150th_se38th,kmeans,fraction_at_one,D,,0.0
scene_method,bellevue_150th_se38th,kmeans,component_pearson,T,T,1.0
scene_method,bellevue_150th_se38th,kmeans,component_pearson,T,O,
scene_method,bellevue_150th_se38th,kmeans,component_pearson,T,B,0.3084390495097202
scene_method,bellevue_150th_se38th,kmeans,component_pearson,T,S,-0.008887584986456856
scene_method,bellevue_150th_se38th,kmeans,component_pearson,T,D,0.16652498444459796
scene_method,bellevue_150th_se38th,kmeans,component_pearson,O,O,1.0
scene_method,bellevue_150th_se38th,kmeans,component_pearson,O,B,
scene_method,bellevue_150th_se38th,kmeans,component_pearson,O,S,
scene_method,bellevue_150th_se38th,kmeans,component_pearson,O,D,
scene_method,bellevue_150th_se38th,kmeans,component_pearson,B,B,0.9999999999999999
scene_method,bellevue_150th_se38th,kmeans,component_pearson,B,S,-0.6165799659983243
scene_method,bellevue_150th_se38th,kmeans,component_pearson,B,D,-0.5656952611686206
scene_method,bellevue_150th_se38th,kmeans,component_pearson,S,S,1.0
scene_method,bellevue_150th_se38th,kmeans,component_pearson,S,D,0.80301742748902
scene_method,bellevue_150th_se38th,kmeans,component_pearson,D,D,0.9999999999999999
scene_method,bellevue_150th_se38th,optics,variance,T,,0.02256944444444445
scene_method,bellevue_150th_se38th,optics,pearson_with_original_EMAS,T,EMAS_HG,0.8271725128695215
scene_method,bellevue_150th_se38th,optics,fraction_at_zero,T,,0.0
scene_method,bellevue_150th_se38th,optics,fraction_at_one,T,,0.0
scene_method,bellevue_150th_se38th,optics,variance,O,,0.0413924600020102
scene_method,bellevue_150th_se38th,optics,pearson_with_original_EMAS,O,EMAS_HG,0.7897915036211315
scene_method,bellevue_150th_se38th,optics,fraction_at_zero,O,,0.0
scene_method,bellevue_150th_se38th,optics,fraction_at_one,O,,0.0
scene_method,bellevue_150th_se38th,optics,variance,B,,0.001969919833227549
scene_method,bellevue_150th_se38th,optics,pearson_with_original_EMAS,B,EMAS_HG,0.29873011340267597
scene_method,bellevue_150th_se38th,optics,fraction_at_zero,B,,0.0
scene_method,bellevue_150th_se38th,optics,fraction_at_one,B,,0.0
scene_method,bellevue_150th_se38th,optics,variance,S,,0.008150575855987984
scene_method,bellevue_150th_se38th,optics,pearson_with_original_EMAS,S,EMAS_HG,0.27426130368504276
scene_method,bellevue_150th_se38th,optics,fraction_at_zero,S,,0.0
scene_method,bellevue_150th_se38th,optics,fraction_at_one,S,,0.0
scene_method,bellevue_150th_se38th,optics,variance,D,,0.014463696287409072
scene_method,bellevue_150th_se38th,optics,pearson_with_original_EMAS,D,EMAS_HG,0.14345718086071446
scene_method,bellevue_150th_se38th,optics,fraction_at_zero,D,,0.0
scene_method,bellevue_150th_se38th,optics,fraction_at_one,D,,0.0
scene_method,bellevue_150th_se38th,optics,component_pearson,T,T,1.0
scene_method,bellevue_150th_se38th,optics,component_pearson,T,O,0.33033832859714135
scene_method,bellevue_150th_se38th,optics,component_pearson,T,B,0.1070353621376529
scene_method,bellevue_150th_se38th,optics,component_pearson,T,S,-0.2155587139111506
scene_method,bellevue_150th_se38th,optics,component_pearson,T,D,-0.37719382915274424
scene_method,bellevue_150th_se38th,optics,component_pearson,O,O,0.9999999999999999
scene_method,bellevue_150th_se38th,optics,component_pearson,O,B,0.38345800890941095
scene_method,bellevue_150th_se38th,optics,component_pearson,O,S,0.5648557888943461
scene_method,bellevue_150th_se38th,optics,component_pearson,O,D,0.5416368129555537
scene_method,bellevue_150th_se38th,optics,component_pearson,B,B,1.0
scene_method,bellevue_150th_se38th,optics,component_pearson,B,S,0.10886652324338669
scene_method,bellevue_150th_se38th,optics,component_pearson,B,D,0.06221998505557477
scene_method,bellevue_150th_se38th,optics,component_pearson,S,S,0.9999999999999999
scene_method,bellevue_150th_se38th,optics,component_pearson,S,D,0.9202240510731796
scene_method,bellevue_150th_se38th,optics,component_pearson,D,D,1.0
scene_method,bellevue_ne8th,hdbscan,variance,T,,0.05212620027434844
scene_method,bellevue_ne8th,hdbscan,pearson_with_original_EMAS,T,EMAS_HG,0.9969331472118999
scene_method,bellevue_ne8th,hdbscan,fraction_at_zero,T,,0.0
scene_method,bellevue_ne8th,hdbscan,fraction_at_one,T,,0.3333333333333333
scene_method,bellevue_ne8th,hdbscan,variance,O,,0.0013070586846183764
scene_method,bellevue_ne8th,hdbscan,pearson_with_original_EMAS,O,EMAS_HG,0.8311712279094505
scene_method,bellevue_ne8th,hdbscan,fraction_at_zero,O,,0.0
scene_method,bellevue_ne8th,hdbscan,fraction_at_one,O,,0.0
scene_method,bellevue_ne8th,hdbscan,variance,B,,0.00014545082201863031
scene_method,bellevue_ne8th,hdbscan,pearson_with_original_EMAS,B,EMAS_HG,0.7022884874545522
scene_method,bellevue_ne8th,hdbscan,fraction_at_zero,B,,0.0
scene_method,bellevue_ne8th,hdbscan,fraction_at_one,B,,0.0
scene_method,bellevue_ne8th,hdbscan,variance,S,,8.098345950921516e-05
scene_method,bellevue_ne8th,hdbscan,pearson_with_original_EMAS,S,EMAS_HG,0.237039006524059
scene_method,bellevue_ne8th,hdbscan,fraction_at_zero,S,,0.0
scene_method,bellevue_ne8th,hdbscan,fraction_at_one,S,,0.0
scene_method,bellevue_ne8th,hdbscan,variance,D,,0.0011226152130181413
scene_method,bellevue_ne8th,hdbscan,pearson_with_original_EMAS,D,EMAS_HG,-0.0043354143273994375
scene_method,bellevue_ne8th,hdbscan,fraction_at_zero,D,,0.0
scene_method,bellevue_ne8th,hdbscan,fraction_at_one,D,,0.0
scene_method,bellevue_ne8th,hdbscan,component_pearson,T,T,1.0
scene_method,bellevue_ne8th,hdbscan,component_pearson,T,O,0.7858189339086986
scene_method,bellevue_ne8th,hdbscan,component_pearson,T,B,0.6447546390059151
scene_method,bellevue_ne8th,hdbscan,component_pearson,T,S,0.16561567013573647
scene_method,bellevue_ne8th,hdbscan,component_pearson,T,D,-0.08168834751456173
scene_method,bellevue_ne8th,hdbscan,component_pearson,O,O,0.9999999999999998
scene_method,bellevue_ne8th,hdbscan,component_pearson,O,B,0.9783749655548799
scene_method,bellevue_ne8th,hdbscan,component_pearson,O,S,0.6562971603711913
scene_method,bellevue_ne8th,hdbscan,component_pearson,O,D,0.5221548773059005
scene_method,bellevue_ne8th,hdbscan,component_pearson,B,B,1.0
scene_method,bellevue_ne8th,hdbscan,component_pearson,B,S,0.7780646606075945
scene_method,bellevue_ne8th,hdbscan,component_pearson,B,D,0.6854312528907162
scene_method,bellevue_ne8th,hdbscan,component_pearson,S,S,1.0
scene_method,bellevue_ne8th,hdbscan,component_pearson,S,D,0.9428730440944846
scene_method,bellevue_ne8th,hdbscan,component_pearson,D,D,1.0
scene_method,bellevue_ne8th,kmeans,variance,T,,0.11379750737657993
scene_method,bellevue_ne8th,kmeans,pearson_with_original_EMAS,T,EMAS_HG,0.9977225236232574
scene_method,bellevue_ne8th,kmeans,fraction_at_zero,T,,0.4482758620689655
scene_method,bellevue_ne8th,kmeans,fraction_at_one,T,,0.034482758620689655
scene_method,bellevue_ne8th,kmeans,variance,O,,0.0
scene_method,bellevue_ne8th,kmeans,pearson_with_original_EMAS,O,EMAS_HG,
scene_method,bellevue_ne8th,kmeans,fraction_at_zero,O,,0.0
scene_method,bellevue_ne8th,kmeans,fraction_at_one,O,,1.0
scene_method,bellevue_ne8th,kmeans,variance,B,,0.009051631834050012
scene_method,bellevue_ne8th,kmeans,pearson_with_original_EMAS,B,EMAS_HG,-0.34932590746287057
scene_method,bellevue_ne8th,kmeans,fraction_at_zero,B,,0.0
scene_method,bellevue_ne8th,kmeans,fraction_at_one,B,,0.0
scene_method,bellevue_ne8th,kmeans,variance,S,,0.0021778750575932
scene_method,bellevue_ne8th,kmeans,pearson_with_original_EMAS,S,EMAS_HG,0.9510790400858151
scene_method,bellevue_ne8th,kmeans,fraction_at_zero,S,,0.0
scene_method,bellevue_ne8th,kmeans,fraction_at_one,S,,0.0
scene_method,bellevue_ne8th,kmeans,variance,D,,0.006135178767786597
scene_method,bellevue_ne8th,kmeans,pearson_with_original_EMAS,D,EMAS_HG,0.9351000465899839
scene_method,bellevue_ne8th,kmeans,fraction_at_zero,D,,0.0
scene_method,bellevue_ne8th,kmeans,fraction_at_one,D,,0.0
scene_method,bellevue_ne8th,kmeans,component_pearson,T,T,0.9999999999999999
scene_method,bellevue_ne8th,kmeans,component_pearson,T,O,
scene_method,bellevue_ne8th,kmeans,component_pearson,T,B,-0.4084075579653649
scene_method,bellevue_ne8th,kmeans,component_pearson,T,S,0.9378225082233684
scene_method,bellevue_ne8th,kmeans,component_pearson,T,D,0.9143335553628689
scene_method,bellevue_ne8th,kmeans,component_pearson,O,O,1.0
scene_method,bellevue_ne8th,kmeans,component_pearson,O,B,
scene_method,bellevue_ne8th,kmeans,component_pearson,O,S,
scene_method,bellevue_ne8th,kmeans,component_pearson,O,D,
scene_method,bellevue_ne8th,kmeans,component_pearson,B,B,1.0
scene_method,bellevue_ne8th,kmeans,component_pearson,B,S,-0.26073020513741463
scene_method,bellevue_ne8th,kmeans,component_pearson,B,D,-0.14629255240937808
scene_method,bellevue_ne8th,kmeans,component_pearson,S,S,0.9999999999999999
scene_method,bellevue_ne8th,kmeans,component_pearson,S,D,0.9844516705509382
scene_method,bellevue_ne8th,kmeans,component_pearson,D,D,0.9999999999999998
scene_method,bellevue_ne8th,optics,variance,T,,0.06925154320987655
scene_method,bellevue_ne8th,optics,pearson_with_original_EMAS,T,EMAS_HG,0.974240013604548
scene_method,bellevue_ne8th,optics,fraction_at_zero,T,,0.0625
scene_method,bellevue_ne8th,optics,fraction_at_one,T,,0.0625
scene_method,bellevue_ne8th,optics,variance,O,,0.02041292330296946
scene_method,bellevue_ne8th,optics,pearson_with_original_EMAS,O,EMAS_HG,-0.12952650060076684
scene_method,bellevue_ne8th,optics,fraction_at_zero,O,,0.0
scene_method,bellevue_ne8th,optics,fraction_at_one,O,,0.0
scene_method,bellevue_ne8th,optics,variance,B,,0.0025192671750490277
scene_method,bellevue_ne8th,optics,pearson_with_original_EMAS,B,EMAS_HG,-0.5300030115481557
scene_method,bellevue_ne8th,optics,fraction_at_zero,B,,0.0
scene_method,bellevue_ne8th,optics,fraction_at_one,B,,0.0
scene_method,bellevue_ne8th,optics,variance,S,,0.0006239416157568147
scene_method,bellevue_ne8th,optics,pearson_with_original_EMAS,S,EMAS_HG,0.7329312062757473
scene_method,bellevue_ne8th,optics,fraction_at_zero,S,,0.0
scene_method,bellevue_ne8th,optics,fraction_at_one,S,,0.0
scene_method,bellevue_ne8th,optics,variance,D,,0.001594236545808645
scene_method,bellevue_ne8th,optics,pearson_with_original_EMAS,D,EMAS_HG,0.7919094578723682
scene_method,bellevue_ne8th,optics,fraction_at_zero,D,,0.0
scene_method,bellevue_ne8th,optics,fraction_at_one,D,,0.0
scene_method,bellevue_ne8th,optics,component_pearson,T,T,0.9999999999999998
scene_method,bellevue_ne8th,optics,component_pearson,T,O,-0.34758985244139673
scene_method,bellevue_ne8th,optics,component_pearson,T,B,-0.6509989873977303
scene_method,bellevue_ne8th,optics,component_pearson,T,S,0.7886220232080837
scene_method,bellevue_ne8th,optics,component_pearson,T,D,0.8026683167301801
scene_method,bellevue_ne8th,optics,component_pearson,O,O,1.0
scene_method,bellevue_ne8th,optics,component_pearson,O,B,0.6173410243376904
scene_method,bellevue_ne8th,optics,component_pearson,O,S,-0.46832406285859907
scene_method,bellevue_ne8th,optics,component_pearson,O,D,-0.29923353812744924
scene_method,bellevue_ne8th,optics,component_pearson,B,B,0.9999999999999999
scene_method,bellevue_ne8th,optics,component_pearson,B,S,-0.7376087540558329
scene_method,bellevue_ne8th,optics,component_pearson,B,D,-0.5947837141761422
scene_method,bellevue_ne8th,optics,component_pearson,S,S,1.0
scene_method,bellevue_ne8th,optics,component_pearson,S,D,0.9445741291526308
scene_method,bellevue_ne8th,optics,component_pearson,D,D,0.9999999999999998
