source,source_row,scene,method,selection_strategy,trial_index,expected_target,cluster_count_error,pct_outliers,largest_cluster_ratio,silhouette_clustered_only,davies_bouldin_clustered_only,T,O,B,S,D,stored_EMAS_HG,recomputed_EMAS_HG,absolute_difference,tolerance,within_tolerance
development_candidates,10,bellevue_116th_ne12th,kmeans,,11.0,10,2,0.0,0.2618296529968454,0.7508034642470816,0.3961476678551875,0.8,1.0,0.7381703470031546,0.8754017321235408,0.7162566131247678,0.8329828692251464,0.8329828692251464,0.0,1e-12,True
development_candidates,11,bellevue_116th_ne12th,kmeans,,12.0,10,3,0.0,0.2381703470031545,0.692464475791742,0.4244587449251465,0.7,1.0,0.7618296529968455,0.846232237895871,0.702021033296088,0.7810082924188806,0.7810082924188806,0.0,1e-12,True
development_candidates,12,bellevue_116th_ne12th,kmeans,,13.0,10,4,0.0,0.2334384858044164,0.6955964796305171,0.4473372746395854,0.6,1.0,0.7665615141955836,0.8477982398152586,0.6909239591366284,0.730528371314747,0.730528371314747,0.0,1e-12,True
development_candidates,13,bellevue_116th_ne12th,kmeans,,14.0,10,5,0.0,0.2334384858044164,0.6983174097315797,0.470664631091782,0.5,1.0,0.7665615141955836,0.8491587048657898,0.6799646764181897,0.6795684895479563,0.6795684895479563,0.0,1e-12,True
development_candidates,14,bellevue_116th_ne12th,kmeans,,15.0,10,6,0.0,0.2050473186119873,0.6525074929843793,0.4782831663257497,0.4,1.0,0.7949526813880127,0.8262537464921896,0.6764603851138242,0.6297666812994026,0.6297666812994026,0.0,1e-12,True
development_candidates,15,bellevue_116th_ne12th,kmeans,,16.0,10,7,0.0,0.1561514195583596,0.659360012825812,0.4850299364858852,0.30000000000000004,1.0,0.8438485804416405,0.829680006412906,0.673387098421975,0.5846915685276521,0.5846915685276521,0.0,1e-12,True
development_candidates,16,bellevue_116th_ne12th,kmeans,,17.0,10,8,0.0,0.1561514195583596,0.6305092550161455,0.5468483808114678,0.19999999999999996,1.0,0.8438485804416405,0.8152546275080728,0.6464757712552317,0.5305578979204945,0.5305578979204946,1.1102230246251565e-16,1e-12,True
development_candidates,17,bellevue_116th_ne12th,kmeans,,18.0,10,9,0.0,0.1498422712933754,0.6459062367221203,0.5433187333910071,0.09999999999999998,1.0,0.8501577287066246,0.8229531183610601,0.6479542937982631,0.4821065140865948,0.4821065140865948,0.0,1e-12,True
development_candidates,18,bellevue_116th_ne12th,kmeans,,19.0,10,10,0.0,0.1561514195583596,0.540444766098247,0.6420505913221362,0.0,1.0,0.8438485804416405,0.7702223830491235,0.6089946346871239,0.4223065598177887,0.4223065598177888,1.1102230246251565e-16,1e-12,True
development_candidates,19,bellevue_116th_ne12th,kmeans,,20.0,10,11,0.0,0.1451104100946372,0.584458662425286,0.6322948415476523,0.0,1.0,0.8548895899053628,0.7922293312126429,0.6126344178431973,0.4259753338961203,0.4259753338961203,0.0,1e-12,True
development_candidates,20,bellevue_116th_ne12th,kmeans,,21.0,10,12,0.0,0.138801261829653,0.5160108113542411,0.6852523943217154,0.0,1.0,0.861198738170347,0.7580054056771206,0.5933829279040914,0.4212587071751559,0.42125870717515596,5.551115123125783e-17,1e-12,True
development_candidates,21,bellevue_116th_ne12th,kmeans,,22.0,10,13,0.0,0.1340694006309148,0.519546205648534,0.6833192839170533,0.0,1.0,0.8659305993690852,0.759773102824267,0.5940643641133951,0.4219768066306748,0.4219768066306748,0.0,1e-12,True
development_candidates,22,bellevue_116th_ne12th,kmeans,,23.0,10,14,0.0,0.1340694006309148,0.516754288005037,0.7233254323449158,0.0,1.0,0.8659305993690852,0.7583771440025184,0.5802734534238885,0.4204581196795492,0.4204581196795492,0.0,1e-12,True
development_candidates,23,bellevue_116th_ne12th,kmeans,,24.0,10,15,0.0,0.1340694006309148,0.5269640335417388,0.7112732999715652,0.0,1.0,0.8659305993690852,0.7634820167708694,0.5843601954267715,0.4213772811566726,0.4213772811566726,0.0,1e-12,True
development_candidates,24,bellevue_116th_ne12th,kmeans,,25.0,10,16,0.0,0.1293375394321766,0.5399192686025444,0.6674679248444739,0.0,1.0,0.8706624605678234,0.7699596343012722,0.5997116856645208,0.4240333780533616,0.4240333780533616,0.0,1e-12,True
development_candidates,25,bellevue_116th_ne12th,kmeans,,26.0,10,17,0.0,0.1419558359621451,0.5510428455978192,0.6479462459646439,0.0,1.0,0.8580441640378549,0.7755214227989096,0.606815909468357,0.4240381496305121,0.4240381496305121,0.0,1e-12,True
development_candidates,26,bellevue_116th_ne12th,kmeans,,27.0,10,18,0.0,0.1261829652996845,0.5445653671434075,0.6854137094334858,0.0,1.0,0.8738170347003155,0.7722826835717038,0.5933261337574665,0.4239425852029486,0.4239425852029486,0.0,1e-12,True
development_candidates,27,bellevue_116th_ne12th,kmeans,,28.0,10,19,0.0,0.1293375394321766,0.528900512968331,0.6829094695942155,0.0,1.0,0.8706624605678234,0.7644502564841655,0.5942090279170636,0.4229321744969052,0.42293217449690523,5.551115123125783e-17,1e-12,True
development_candidates,28,bellevue_116th_ne12th,kmeans,,29.0,10,20,0.0,0.1293375394321766,0.5068955356589422,0.7177697905123644,0.0,1.0,0.8706624605678234,0.7534477678294711,0.5821501842233043,0.4206260412620599,0.4206260412620599,0.0,1e-12,True
development_candidates,29,bellevue_116th_ne12th,hdbscan,,1.0,10,6,0.6309148264984227,0.4174603174603175,0.7143497645807769,0.4201245070231327,0.4,0.9936908517350158,0.5825396825396825,0.8571748822903884,0.7041636103416042,0.6131259878641706,0.6131259878641706,0.0,1e-12,True
development_candidates,30,bellevue_116th_ne12th,hdbscan,,2.0,10,7,1.1041009463722398,0.4194577352472089,0.6335595318946218,0.590329762881821,0.30000000000000004,0.9889589905362776,0.5805422647527911,0.8167797659473108,0.6288004056390857,0.5504040417411744,0.5504040417411744,0.0,1e-12,True
development_candidates,31,bellevue_116th_ne12th,hdbscan,,3.0,10,7,0.0,0.4148264984227129,0.6280549876180954,0.6002543079198633,0.30000000000000004,1.0,0.5851735015772871,0.8140274938090477,0.6249006767554831,0.5524101672141818,0.5524101672141818,0.0,1e-12,True
development_candidates,32,bellevue_116th_ne12th,hdbscan,,4.0,10,7,1.1041009463722398,0.4194577352472089,0.6335595318946218,0.590329762881821,0.30000000000000004,0.9889589905362776,0.5805422647527911,0.8167797659473108,0.6288004056390857,0.5504040417411744,0.5504040417411744,0.0,1e-12,True
development_candidates,33,bellevue_116th_ne12th,hdbscan,,5.0,10,10,100.0,,,,0.0,0.0,0.5,0.5,0.5,0.15,0.15000000000000002,2.7755575615628914e-17,1e-12,True
development_candidates,34,bellevue_116th_ne12th,hdbscan,,6.0,10,10,100.0,,,,0.0,0.0,0.5,0.5,0.5,0.15,0.15000000000000002,2.7755575615628914e-17,1e-12,True
development_candidates,35,bellevue_116th_ne12th,optics,,1.0,10,7,68.45425867507886,0.425,0.965340495392891,0.0491230956653976,0.30000000000000004,0.3154574132492114,0.575,0.9826702476964455,0.9531769952750476,0.4641762069469916,0.4641762069469916,0.0,1e-12,True
development_candidates,36,bellevue_116th_ne12th,optics,,2.0,10,6,41.798107255520506,0.3279132791327913,0.9290901175698364,0.1069159803226753,0.4,0.5820189274447949,0.6720867208672088,0.9645450587849183,0.9034109343226678,0.5704080568864385,0.5704080568864385,0.0,1e-12,True
development_candidates,37,bellevue_116th_ne12th,optics,,3.0,10,5,22.39747634069401,0.3353658536585366,0.8932878084663689,0.1505850008343247,0.5,0.7760252365930599,0.6646341463414633,0.9466439042331845,0.8691230976197928,0.6532451621380561,0.6532451621380561,0.0,1e-12,True
development_candidates,38,bellevue_116th_ne12th,optics,,4.0,10,5,16.876971608832807,0.3168880455407969,0.8491730113229672,0.2521775089306522,0.5,0.8312302839116719,0.683111954459203,0.9245865056614836,0.7986088177338296,0.6568767845677861,0.6568767845677861,0.0,1e-12,True
development_candidates,39,bellevue_116th_ne12th,optics,,5.0,10,7,68.45425867507886,0.425,0.965340495392891,0.0491230956653976,0.30000000000000004,0.3154574132492114,0.575,0.9826702476964455,0.9531769952750476,0.4641762069469916,0.4641762069469916,0.0,1e-12,True
development_candidates,40,bellevue_116th_ne12th,optics,,6.0,10,6,41.798107255520506,0.3279132791327913,0.9290901175698364,0.1069159803226753,0.4,0.5820189274447949,0.6720867208672088,0.9645450587849183,0.9034109343226678,0.5704080568864385,0.5704080568864385,0.0,1e-12,True
development_candidates,41,bellevue_116th_ne12th,optics,,7.0,10,5,22.39747634069401,0.3353658536585366,0.8932878084663689,0.1505850008343247,0.5,0.7760252365930599,0.6646341463414633,0.9466439042331845,0.8691230976197928,0.6532451621380561,0.6532451621380561,0.0,1e-12,True
development_candidates,42,bellevue_116th_ne12th,optics,,8.0,10,5,16.876971608832807,0.3168880455407969,0.8491730113229672,0.2521775089306522,0.5,0.8312302839116719,0.683111954459203,0.9245865056614836,0.7986088177338296,0.6568767845677861,0.6568767845677861,0.0,1e-12,True
development_candidates,43,bellevue_116th_ne12th,optics,,9.0,10,10,100.0,,,,0.0,0.0,0.5,0.5,0.5,0.15,0.15000000000000002,2.7755575615628914e-17,1e-12,True
development_candidates,44,bellevue_116th_ne12th,optics,,10.0,10,9,82.33438485804416,1.0,,,0.09999999999999998,0.17665615141955837,0.0,0.5,0.5,0.1853312302839116,0.18533123028391169,8.326672684688674e-17,1e-12,True
development_candidates,45,bellevue_116th_ne12th,optics,,11.0,10,7,33.12302839116719,0.3891509433962264,0.8913419771120696,0.1542478521084411,0.30000000000000004,0.6687697160883281,0.6108490566037736,0.9456709885560348,0.866365051642349,0.5260424528978814,0.5260424528978814,0.0,1e-12,True
development_candidates,46,bellevue_116th_ne12th,optics,,12.0,10,7,16.08832807570978,0.4943609022556391,0.7299118952335184,0.3900655570804724,0.30000000000000004,0.8391167192429022,0.5056390977443609,0.8649559476167592,0.7193905315518216,0.5268219015398746,0.5268219015398746,0.0,1e-12,True
development_candidates,47,bellevue_116th_ne12th,optics,,13.0,10,10,100.0,,,,0.0,0.0,0.5,0.5,0.5,0.15,0.15000000000000002,2.7755575615628914e-17,1e-12,True
development_candidates,48,bellevue_116th_ne12th,optics,,14.0,10,9,82.33438485804416,1.0,,,0.09999999999999998,0.17665615141955837,0.0,0.5,0.5,0.1853312302839116,0.18533123028391169,8.326672684688674e-17,1e-12,True
development_candidates,49,bellevue_116th_ne12th,optics,,15.0,10,7,33.12302839116719,0.3891509433962264,0.8913419771120696,0.1542478521084411,0.30000000000000004,0.6687697160883281,0.6108490566037736,0.9456709885560348,0.866365051642349,0.5260424528978814,0.5260424528978814,0.0,1e-12,True
development_candidates,50,bellevue_116th_ne12th,optics,,16.0,10,7,29.652996845425868,0.3968609865470852,0.8556278252366503,0.1936889677577516,0.30000000000000004,0.7034700315457414,0.6031390134529149,0.9278139126183251,0.8377391657379722,0.5275632154900696,0.5275632154900696,0.0,1e-12,True
development_candidates,51,bellevue_150th_newport,kmeans,,1.0,12,10,0.0,0.7387939374395356,0.5617605911074793,0.5893624289622442,0.16666666666666663,1.0,0.2612060625604644,0.7808802955537397,0.6291831125345894,0.4504602803982127,0.4504602803982127,0.0,1e-12,True
development_candidates,52,bellevue_150th_newport,kmeans,,2.0,12,9,0.0,0.5436955820702999,0.7709404352612129,0.398153463075387,0.25,1.0,0.4563044179297001,0.8854702176306064,0.7152290692041728,0.5307003704764479,0.5307003704764479,0.0,1e-12,True
development_candidates,53,bellevue_150th_newport,kmeans,,3.0,12,8,0.0,0.3663334408255401,0.8270176385509485,0.3841557441552208,0.33333333333333337,1.0,0.6336665591744599,0.9135088192754742,0.7224620525707682,0.5936304097687369,0.5936304097687369,0.0,1e-12,True
development_candidates,54,bellevue_150th_newport,kmeans,,4.0,12,7,0.0,0.3663334408255401,0.8402716122562103,0.3245732644067698,0.41666666666666663,1.0,0.6336665591744599,0.9201358061281051,0.7549601270624053,0.6392095825698303,0.6392095825698303,0.0,1e-12,True
development_candidates,55,bellevue_150th_newport,kmeans,,5.0,12,6,0.0,0.3663334408255401,0.871973959975423,0.2461336100439887,0.5,1.0,0.6336665591744599,0.9359869799877115,0.8024821671928903,0.6872135706355063,0.6872135706355063,0.0,1e-12,True
development_candidates,56,bellevue_150th_newport,kmeans,,6.0,12,5,0.0,0.3663334408255401,0.888957749100115,0.1530959894455355,0.5833333333333333,1.0,0.6336665591744599,0.9444788745500575,0.8672304900486633,0.7362042590439848,0.7362042590439848,0.0,1e-12,True
development_candidates,57,bellevue_150th_newport,kmeans,,7.0,12,4,0.0,0.3663334408255401,0.8781602894016014,0.1594104076714136,0.6666666666666667,1.0,0.6336665591744599,0.9390801447008007,0.862507351480847,0.7768587388689442,0.7768587388689442,0.0,1e-12,True
development_candidates,58,bellevue_150th_newport,kmeans,,8.0,12,3,0.0,0.3663334408255401,0.8699694391324042,0.1924768871626842,0.75,1.0,0.6336665591744599,0.9349847195662021,0.838590676905568,0.815724195564623,0.815724195564623,0.0,1e-12,True
development_candidates,59,bellevue_150th_newport,kmeans,,9.0,12,2,0.0,0.36375362786198,0.8664860265751235,0.2079131669092806,0.8333333333333334,1.0,0.63624637213802,0.9332430132875618,0.8278740785306004,0.856403013062285,0.856403013062285,0.0,1e-12,True
development_candidates,60,bellevue_150th_newport,kmeans,,10.0,12,1,0.0,0.3237665269267978,0.7347213858592212,0.3349603323152489,0.9166666666666666,1.0,0.6762334730732023,0.8673606929296106,0.7490859284677618,0.8876013427803908,0.8876013427803908,0.0,1e-12,True
development_candidates,61,bellevue_150th_newport,kmeans,,11.0,12,0,0.0,0.3140922283134473,0.6799288266882095,0.4090524215814426,1.0,1.0,0.6859077716865527,0.8399644133441048,0.7096968038120649,0.9235568988842722,0.9235568988842722,0.0,1e-12,True
development_candidates,62,bellevue_150th_newport,kmeans,,12.0,12,1,0.0,0.2218639148661722,0.6075410946548468,0.4953023992097576,0.9166666666666666,1.0,0.7781360851338278,0.8037705473274235,0.668761048285941,0.8834001014080526,0.8834001014080526,0.0,1e-12,True
development_candidates,63,bellevue_150th_newport,kmeans,,13.0,12,2,0.0,0.2218639148661722,0.5932993334862567,0.549266600181866,0.8333333333333334,1.0,0.7781360851338278,0.7966496667431284,0.6454667001035274,0.8386919118647151,0.8386919118647151,0.0,1e-12,True
development_candidates,64,bellevue_150th_newport,kmeans,,14.0,12,3,0.0,0.2218639148661722,0.5983705736011479,0.5477231195757993,0.75,1.0,0.7781360851338278,0.799185286800574,0.6461103974941463,0.7973431769428548,0.7973431769428548,0.0,1e-12,True
development_candidates,65,bellevue_150th_newport,kmeans,,15.0,12,4,0.0,0.1622057400838439,0.5199259017337937,0.5957980829353083,0.6666666666666667,1.0,0.8377942599161561,0.7599629508668968,0.6266456957766247,0.7557736239893011,0.7557736239893011,0.0,1e-12,True
development_candidates,66,bellevue_150th_newport,kmeans,,16.0,12,5,0.0,0.218639148661722,0.5705676810822023,0.6207391213353671,0.5833333333333333,1.0,0.781360851338278,0.7852838405411011,0.6170024446476465,0.7100313803193692,0.7100313803193692,0.0,1e-12,True
development_candidates,67,bellevue_150th_newport,kmeans,,17.0,12,6,0.0,0.2147694292163818,0.5591914065354221,0.6020164178269969,0.5,1.0,0.7852305707836182,0.779595703267711,0.6242133281982325,0.6689039602249562,0.6689039602249562,0.0,1e-12,True
development_candidates,68,bellevue_150th_newport,kmeans,,18.0,12,7,0.0,0.1580135440180587,0.4494318084874154,0.6880435700752399,0.41666666666666663,1.0,0.8419864559819413,0.7247159042437077,0.5924017707406852,0.6242437464299667,0.6242437464299667,0.0,1e-12,True
development_candidates,69,bellevue_150th_newport,kmeans,,19.0,12,8,0.0,0.1509190583682683,0.4278315857192044,0.7387084980828837,0.33333333333333337,1.0,0.8490809416317318,0.7139157928596022,0.5751395366748419,0.5804802937832843,0.5804802937832843,0.0,1e-12,True
development_candidates,70,bellevue_150th_newport,kmeans,,20.0,12,9,0.0,0.1499516285069332,0.4300639168803397,0.7286031348409,0.25,1.0,0.8500483714930668,0.7150319584401699,0.5785017855426021,0.5393582115475839,0.5393582115475839,0.0,1e-12,True
development_candidates,71,bellevue_150th_newport,kmeans,,21.0,12,10,0.0,0.1505965817478232,0.4086050176540438,0.7541500786039954,0.16666666666666663,1.0,0.8494034182521768,0.7043025088270218,0.5700766497675214,0.4957115910180053,0.4957115910180053,0.0,1e-12,True
development_candidates,72,bellevue_150th_newport,kmeans,,22.0,12,11,0.0,0.1447920025798129,0.4150123115037312,0.7564522525918038,0.08333333333333337,1.0,0.8552079974201872,0.7075061557518656,0.5693294528925621,0.4548710272731282,0.4548710272731282,0.0,1e-12,True
development_candidates,73,bellevue_150th_newport,kmeans,,23.0,12,12,0.0,0.1499516285069332,0.3987899591370814,0.8066911053628764,0.0,1.0,0.8500483714930668,0.6993949795685407,0.5534980479129268,0.4102941398974534,0.41029413989745345,5.551115123125783e-17,1e-12,True
development_candidates,74,bellevue_150th_newport,kmeans,,24.0,12,13,0.0,0.1505965817478232,0.4044402554459316,0.7753765757503794,0.0,1.0,0.8494034182521768,0.7022201277229658,0.5632607829002929,0.4114884328875435,0.4114884328875436,1.1102230246251565e-16,1e-12,True
development_candidates,75,bellevue_150th_newport,kmeans,,25.0,12,14,0.0,0.1486617220251531,0.4091883637652292,0.7629659765013133,0.0,1.0,0.8513382779748468,0.7045941818826146,0.5672259211630084,0.4123158381020469,0.41231583810204697,5.551115123125783e-17,1e-12,True
development_candidates,76,bellevue_150th_newport,kmeans,,26.0,12,15,0.0,0.1499516285069332,0.3997916890749426,0.8041532094587487,0.0,1.0,0.8500483714930668,0.6998958445374713,0.5542766516486718,0.410422086767921,0.410422086767921,0.0,1e-12,True
development_candidates,77,bellevue_150th_newport,kmeans,,27.0,12,16,0.0,0.1502741051273782,0.3882377654684604,0.8404588653495669,0.0,1.0,0.8497258948726218,0.6941188827342302,0.5433427602360813,0.4087187537842933,0.4087187537842934,1.1102230246251565e-16,1e-12,True
development_candidates,78,bellevue_150th_newport,kmeans,,28.0,12,17,0.0,0.1499516285069332,0.3989722716074013,0.7602416044381477,0.0,1.0,0.8500483714930668,0.6994861358037007,0.568103831586909,0.4117638338883677,0.4117638338883677,0.0,1e-12,True
development_candidates,79,bellevue_150th_newport,kmeans,,29.0,12,18,0.0,0.1502741051273782,0.3913906854301504,0.7711847330798837,0.0,1.0,0.8497258948726218,0.6956953427150752,0.5645938457594519,0.4110015083347149,0.41100150833471494,5.551115123125783e-17,1e-12,True
development_candidates,80,bellevue_150th_newport,hdbscan,,1.0,12,6,1.3221541438245727,0.369281045751634,0.8945074956513663,0.1447499642182522,0.5,0.9867784585617543,0.630718954248366,0.9472537478256832,0.8735532048545626,0.692508282405212,0.692508282405212,0.0,1e-12,True
development_candidates,81,bellevue_150th_newport,hdbscan,,2.0,12,6,1.3544018058690743,0.3690748610657077,0.8945741739500087,0.1447992423360397,0.5,0.9864559819413092,0.6309251389342923,0.9472870869750043,0.873515602577997,0.6924639792369911,0.6924639792369911,0.0,1e-12,True
development_candidates,82,bellevue_150th_newport,hdbscan,,3.0,12,7,1.289906481780071,0.3691604050963737,0.8572202449941924,0.286132843471844,0.41666666666666663,0.9871009351821993,0.6308395949036263,0.9286101224970962,0.7775246585730256,0.639450957967148,0.639450957967148,0.0,1e-12,True
development_candidates,83,bellevue_150th_newport,hdbscan,,4.0,12,7,1.3221541438245727,0.3689542483660131,0.857035399298033,0.2887479168559644,0.41666666666666663,0.9867784585617543,0.6310457516339869,0.9285176996490165,0.7759469380479037,0.6392400639787749,0.6392400639787749,0.0,1e-12,True
development_candidates,84,bellevue_150th_newport,hdbscan,,5.0,12,8,1.289906481780071,0.3691604050963737,0.8421834484940122,0.3452111697229365,0.33333333333333337,0.9871009351821993,0.6308395949036263,0.921091724247006,0.7433777108808596,0.5936177567062557,0.5936177567062557,0.0,1e-12,True
development_candidates,85,bellevue_150th_newport,hdbscan,,6.0,12,8,1.3221541438245727,0.3689542483660131,0.8433142215128825,0.3428912114038606,0.33333333333333337,0.9867784585617543,0.6310457516339869,0.9216571107564413,0.7446619588451983,0.5937588405025802,0.5937588405025802,0.0,1e-12,True
development_candidates,86,bellevue_150th_newport,optics,,1.0,12,6,51.27378265075782,0.3937789543348776,0.8947810251918743,0.2306418052156301,0.5,0.48726217349242174,0.6062210456651225,0.9473905125959372,0.8125841294858194,0.5840720034731722,0.5840720034731722,0.0,1e-12,True
development_candidates,87,bellevue_150th_newport,optics,,2.0,12,5,31.344727507255723,0.3992484734617191,0.9352759431987192,0.1319286682641936,0.5833333333333333,0.6865527249274428,0.6007515265382809,0.9676379715993596,0.8834478956465468,0.6741609510305739,0.6741609510305739,0.0,1e-12,True
development_candidates,88,bellevue_150th_newport,optics,,3.0,12,6,26.31409222831345,0.4503282275711159,0.9408076130659574,0.0708048017478003,0.5,0.7368590777168655,0.5496717724288841,0.9704038065329788,0.9338770225607594,0.6427670756956353,0.6427670756956353,0.0,1e-12,True
development_candidates,89,bellevue_150th_newport,optics,,4.0,12,5,20.18703643985811,0.4424242424242424,0.8973934484658094,0.1307588957475434,0.5833333333333333,0.7981296356014189,0.5575757575757576,0.9486967242329047,0.8843618244001531,0.690356024407832,0.690356024407832,0.0,1e-12,True
development_candidates,90,bellevue_150th_newport,optics,,5.0,12,6,48.27475008061916,0.3709476309226933,0.8979391806938933,0.2362811221460214,0.5,0.5172524991938084,0.6290523690773067,0.9489695903469466,0.8088775134446213,0.5921404471256492,0.5921404471256492,0.0,1e-12,True
development_candidates,91,bellevue_150th_newport,optics,,6.0,12,5,27.313769751693,0.3771073646850044,0.9195671056549812,0.1723860602042821,0.5833333333333333,0.72686230248307,0.6228926353149956,0.9597835528274906,0.8529613528718989,0.6806028812647191,0.6806028812647191,0.0,1e-12,True
development_candidates,92,bellevue_150th_newport,optics,,7.0,12,6,15.317639471138342,0.3918507235338918,0.9316887959923864,0.097149766614805,0.5,0.8468236052886166,0.6081492764661083,0.9658443979961933,0.9114525932821778,0.6679093478321714,0.6679093478321714,0.0,1e-12,True
development_candidates,93,bellevue_150th_newport,optics,,8.0,12,5,7.99742018703644,0.3838065194532071,0.8914818869685179,0.1561371259099792,0.5833333333333333,0.9200257981296356,0.6161934805467929,0.945740943484259,0.8649493019376177,0.7183601988894607,0.7183601988894607,0.0,1e-12,True
development_candidates,94,bellevue_150th_newport,optics,,9.0,12,11,85.97226701064173,1.0,,,0.08333333333333337,0.14027732989358266,0.0,0.5,0.5,0.1697221326453832,0.16972213264538322,2.7755575615628914e-17,1e-12,True
development_candidates,95,bellevue_150th_newport,optics,,10.0,12,8,46.37213801999355,0.4353577871316897,0.9615318182716166,0.051056012190596,0.33333333333333337,0.5362786198000645,0.5646422128683103,0.9807659091358083,0.9514240805452548,0.523605610881617,0.523605610881617,0.0,1e-12,True
development_candidates,96,bellevue_150th_newport,optics,,11.0,12,6,20.41277007416962,0.3918152350081037,0.8949476955471136,0.2443985792516235,0.5,0.7958722992583038,0.6081847649918963,0.9474738477735568,0.8036010460582462,0.6451004257340308,0.6451004257340308,0.0,1e-12,True
development_candidates,97,bellevue_150th_newport,optics,,12.0,12,6,8.287649145436955,0.3839662447257383,0.9215139882402166,0.1171214351157051,0.5,0.9171235085456304,0.6160337552742616,0.9607569941201083,0.8951578302643756,0.6806195596750007,0.6806195596750007,0.0,1e-12,True
development_candidates,98,bellevue_150th_newport,optics,,13.0,12,11,85.97226701064173,1.0,,,0.08333333333333337,0.14027732989358266,0.0,0.5,0.5,0.1697221326453832,0.16972213264538322,2.7755575615628914e-17,1e-12,True
development_candidates,99,bellevue_150th_newport,optics,,14.0,12,8,46.37213801999355,0.4353577871316897,0.9615318182716166,0.051056012190596,0.33333333333333337,0.5362786198000645,0.5646422128683103,0.9807659091358083,0.9514240805452548,0.523605610881617,0.523605610881617,0.0,1e-12,True
development_candidates,100,bellevue_150th_newport,optics,,15.0,12,6,20.41277007416962,0.3918152350081037,0.8949476955471136,0.2443985792516235,0.5,0.7958722992583038,0.6081847649918963,0.9474738477735568,0.8036010460582462,0.6451004257340308,0.6451004257340308,0.0,1e-12,True
development_candidates,101,bellevue_150th_newport,optics,,16.0,12,6,8.287649145436955,0.3839662447257383,0.9215139882402166,0.1171214351157051,0.5,0.9171235085456304,0.6160337552742616,0.9607569941201083,0.8951578302643756,0.6806195596750007,0.6806195596750007,0.0,1e-12,True
development_candidates,102,bellevue_150th_eastgate,kmeans,,1.0,9,7,0.0,0.6283316153732882,0.4742642832734595,0.9208508294798864,0.2222222222222222,1.0,0.3716683846267118,0.7371321416367298,0.5206026332980643,0.4740514270672617,0.4740514270672617,0.0,1e-12,True
development_candidates,103,bellevue_150th_eastgate,kmeans,,2.0,9,6,0.0,0.3716683846267118,0.6314797929304996,0.6128352885937876,0.33333333333333337,1.0,0.6283316153732882,0.8157398964652498,0.6200261161645889,0.5730764294669795,0.5730764294669795,0.0,1e-12,True
development_candidates,104,bellevue_150th_eastgate,kmeans,,3.0,9,5,0.0,0.3716683846267118,0.6804297068900759,0.5002368278162053,0.4444444444444444,1.0,0.6283316153732882,0.840214853445038,0.6665614264753341,0.6357330117515883,0.6357330117515883,0.0,1e-12,True
development_candidates,105,bellevue_150th_eastgate,kmeans,,4.0,9,4,0.0,0.2867029892504786,0.715185080971336,0.4920961094379802,0.5555555555555556,1.0,0.7132970107495213,0.857592540485668,0.6701981150374186,0.7018865444050385,0.7018865444050385,0.0,1e-12,True
development_candidates,106,bellevue_150th_eastgate,kmeans,,5.0,9,3,0.0,0.2867029892504786,0.7501470284036977,0.438252748714828,0.6666666666666667,1.0,0.7132970107495213,0.8750735142018489,0.6952880854172292,0.7616991943701934,0.7616991943701934,0.0,1e-12,True
development_candidates,107,bellevue_150th_eastgate,kmeans,,6.0,9,2,0.0,0.2781622735974083,0.7682378856704071,0.381594573990355,0.7777777777777778,1.0,0.7218377264025917,0.8841189428352035,0.7238013371113464,0.8218646895238031,0.8218646895238031,0.0,1e-12,True
development_candidates,108,bellevue_150th_eastgate,kmeans,,7.0,9,1,0.0,0.2304520689147401,0.7940485976153876,0.3342671625157543,0.8888888888888888,1.0,0.7695479310852599,0.8970242988076937,0.7494750887179932,0.886049176305539,0.886049176305539,0.0,1e-12,True
development_candidates,109,bellevue_150th_eastgate,kmeans,,8.0,9,0,0.0,0.2295685466058018,0.8136297958350629,0.2915470800371681,1.0,1.0,0.7704314533941982,0.9068148979175314,0.7742652323376568,0.9451511583649386,0.9451511583649386,0.0,1e-12,True
development_candidates,110,bellevue_150th_eastgate,kmeans,,9.0,9,1,0.0,0.2295685466058018,0.8144061804657564,0.2747986894830526,0.8888888888888888,1.0,0.7704314533941982,0.9072030902328783,0.7844375808116911,0.8906516568883212,0.8906516568883212,0.0,1e-12,True
development_candidates,111,bellevue_150th_eastgate,kmeans,,10.0,9,2,0.0,0.2295685466058018,0.819307164876336,0.2607672549274568,0.7777777777777778,1.0,0.7704314533941982,0.909653582438168,0.7931678080087342,0.836214173272999,0.836214173272999,0.0,1e-12,True
development_candidates,112,bellevue_150th_eastgate,kmeans,,11.0,9,3,0.0,0.2295685466058018,0.8058875461430997,0.3147326663733653,0.6666666666666667,1.0,0.7704314533941982,0.9029437730715498,0.7606109025635287,0.7767319462362611,0.7767319462362611,0.0,1e-12,True
development_candidates,113,bellevue_150th_eastgate,kmeans,,12.0,9,4,0.0,0.2295685466058018,0.7665142249982592,0.355674359459225,0.5555555555555556,1.0,0.7704314533941982,0.8832571124991295,0.7376402695990336,0.716910661327014,0.716910661327014,0.0,1e-12,True
development_candidates,114,bellevue_150th_eastgate,kmeans,,13.0,9,5,0.0,0.1582977470181122,0.685572595572857,0.4200239157625652,0.4444444444444444,1.0,0.8417022529818878,0.8427862977864284,0.704213491688266,0.6610924264678805,0.6610924264678805,0.0,1e-12,True
