method_family,method_label,variant_id,scene_id,method,configuration_id,total_test_trajectories,valid_reference_trajectories,excluded_reference_trajectories,reference_coverage_pct,observed_target_abs_error,legal_target_abs_error,n_non_noise_clusters,noise_pct_all_test,ari,nmi,purity,homogeneity,completeness,v_measure,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_eastgate,optics,7370b84ca600d422b6b3793d1bbb2b1f3f71319d836632161d130bb8f4d356e4,10755.0,10586.0,169.0,98.4286378429,3.0,0.0,12.0,19.0144119014,0.760111432388,0.759936311835,0.870867183072,0.807672133729,0.717528260571,0.759936311835,0.888888888889,0.538422747308,0.646147120529,0.990648025694,0.700736822218,0.796689721715
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_newport,hdbscan,9a11396a1a6d42078fbae62122c004bf3d6cbeca19a3b8ab323aed2e3890741e,3924.0,3852.0,72.0,98.1651376147,3.0,6.0,6.0,0.178389398573,0.988542519385,0.981666590278,0.985981308411,0.963993306029,1.0,0.981666590278,0.654200047324,0.666666666667,0.660107129558,0.971314716933,0.984164070613,0.977463018779
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_newport,kmeans,77099be6391abbababb932614944d3d476fcf2e6086e92b01af7bf8013021b5b,3924.0,3852.0,72.0,98.1651376147,3.0,0.0,12.0,0.0,0.689585065975,0.869103513573,1.0,1.0,0.76850845679,0.869103513573,1.0,0.922585125112,0.950277819724,1.0,0.752596053998,0.83520296013
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_newport,optics,1e2e97b8e39d210793e978f2309745047f9402da609d32a6d88593f43452a1d3,3924.0,3852.0,72.0,98.1651376147,1.0,4.0,8.0,5.58103975535,0.973987690547,0.922737488122,0.97481827622,0.949287245785,0.897632417695,0.922737488122,0.666666666667,0.587323188069,0.617865350058,0.984164070613,0.923676012461,0.947125037809
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_se38th,hdbscan,d485a5fbff2c9decbcbaad9238162ac68d865dec9dded826c99c6bb140d233f1,3713.0,3422.0,291.0,92.162671694,1.0,2.0,10.0,11.419337463,0.459130907612,0.735013551426,0.972238457043,0.943376543564,0.602041105756,0.735013551426,0.635802469136,0.530179183014,0.560600482466,0.958341450744,0.570134424313,0.69520960792
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_se38th,kmeans,62df273c6e2c90595b2edec1d3cd73a14695b8069d3ff2eafebfa37ce030e328,3713.0,3422.0,291.0,92.162671694,9.0,6.0,18.0,0.0,0.710503933503,0.826543841961,0.999415546464,0.998732525292,0.704997238472,0.826543841961,1.0,0.887042705878,0.931770562794,1.0,0.774400935126,0.86787220162
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_150th_se38th,optics,0a8873ca99190cd635ad59f514cb15e4c23a189315625cf39a1ce2dcc199178a,3713.0,3422.0,291.0,92.162671694,2.0,1.0,11.0,15.5669270132,0.684021562481,0.778870295378,0.963471654004,0.900042837899,0.686453263874,0.778870295378,0.777777777778,0.570964763478,0.638006082068,0.993571011105,0.740794856809,0.841737522157
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_ne8th,hdbscan,23440e911c7cd66653b5d7f241a1162d0fe331802556a77b2b9ed37255b95bcb,8037.0,7510.0,527.0,93.4428269255,4.0,2.0,14.0,8.94612417569,0.56987744696,0.772924655447,0.939014647137,0.920056560111,0.666362524697,0.772924655447,0.7,0.492008978849,0.568099127246,0.978561917443,0.598402130493,0.737200528112
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_ne8th,kmeans,a249ec8760b63fe3ef06e4c177d8def8f1b3eb281b3a2f6928e7219603e3b983,8037.0,7510.0,527.0,93.4428269255,1.0,3.0,9.0,0.0,0.887470103164,0.947779241338,0.993075898802,0.984967682054,0.913296806273,0.947779241338,0.786046434828,0.756102783726,0.76449652629,0.986697303831,0.883888149134,0.919812492247
original_hg_aware_A1,Original HG-aware A1,A1,bellevue_ne8th,optics,bf15160f28f45b3be73ac31ff2e20f065663ea0c9abc21a08fd562071fa839d9,8037.0,7510.0,527.0,93.4428269255,1.0,1.0,11.0,49.1850192858,0.365620772856,0.653496744545,0.734087882823,0.648692768609,0.658372404242,0.653496744545,0.8,0.491664648472,0.563860950099,0.993075898802,0.456458055925,0.562872557087
original_untargeted,Original untargeted,A0,bellevue_116th_ne12th,hdbscan,c82b8ba784a616b34c24ec2947c3abd1e909b286636e5152bb755435bc2aa139,964.0,864.0,100.0,89.6265560166,6.0,8.0,4.0,0.0,0.753097054756,0.832407301178,0.811342592593,0.712926093163,1.0,0.832407301178,0.329509453985,0.4,0.360861629005,0.661099720996,0.811342592593,0.727762516937
original_untargeted,Original untargeted,A0,bellevue_116th_ne12th,kmeans,b18753f5858e0a44afae2ceecec1b1b5601552e7e2b626fb5444453af59223d0,964.0,864.0,100.0,89.6265560166,0.0,2.0,10.0,0.0,0.952814774696,0.971665540885,0.994212962963,0.985271667206,0.95843008388,0.971665540885,0.897807017544,0.889215686275,0.893191870685,0.988552834633,0.96875,0.977894413404
