scene_id,h11,h12,h13,h21,h22,h23,h31,h32,h33,matrix_sha256
bellevue_116th_ne12th,-1.0301206869807193,4.183584584687361,1191.3946736499463,-0.46591916105107634,0.5565024108923585,858.3310694685689,-0.00045938946249040555,0.003922981106427261,1.0,9afd259bd684c188409527be753af4f8bcb572b7fbcada7e17d184c56c2f730a
bellevue_150th_newport,-31.664624714623656,-156.0390084698062,9900.793020954361,-9.256612396745957,-99.51135308371751,6860.981712777609,-0.017101047571746925,-0.1607522322218561,1.0,1e3a078de822a5dc946669c4f91cbf75f87dc808232e4e5285eecbba61ee735c
bellevue_150th_eastgate,2.617589247371348,15.106856787990269,-717.4249051267557,-1.0378573266069622,7.098884168724771,870.0903527126751,0.0012210899892529505,0.012505005087218597,1.0,99bbf7a9fc5b8cca7bfb91b5055a84ff75b47a2f679a0a196a92b197e273f366
bellevue_150th_se38th,0.10611493571154303,12.15977752077176,363.90148162493114,-1.391711563032601,3.7361679303160504,1662.546522667919,0.0006199362600815731,0.010280406689476922,1.0,47da6b23ad76ba6fbb101b94fde50acfacc794af17eadfbe52d4a31d4032b51b
bellevue_ne8th,-2.1334090398358585,28.959097735434934,3820.016672090594,3.261551554910065,14.181959383359686,-1524.4833485983415,-0.0012664360637425578,0.03015935297390314,1.0,d5b5ccd06d2cd9a1bdf356895347bd66ed4e23d388f860fe195d11a07290ddc6
