scene_id,point_id,source_x_px,source_y_px,destination_x,destination_y,source_image_width,source_image_height,destination_image_width,destination_image_height,source_normalized_x,source_normalized_y,destination_normalized_x,destination_normalized_y,is_inlier_if_applicable,point_provenance,calibration_version,source_config_path,source_checksum,camera_image_checksum,topview_image_checksum
bellevue_116th_ne12th,21,1088.08,399.67,839.36,279.37,1280,720,1846,920,0.8500624999999999,0.5550972222222222,0.4546912242686891,0.3036630434782609,True,manual_visual_selection_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_116th_ne12th.json,49a26bc53dac84ebf06604b71eaddedc51f667252cc6406be8034b65e4f0d54c,c310c844949cacaf70d2bfd7c346fcd2f156ed229c6d741fe442c053db83c094,380c0653efacdb631364dadf4921f821cb3bbf973cdfc69133f7e64ea37f87ab
bellevue_116th_ne12th,22,1051.67,355.99,837.86,309.37,1280,720,1846,920,0.8216171875,0.4944305555555556,0.4538786565547129,0.3362717391304348,False,manual_visual_selection_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_116th_ne12th.json,49a26bc53dac84ebf06604b71eaddedc51f667252cc6406be8034b65e4f0d54c,c310c844949cacaf70d2bfd7c346fcd2f156ed229c6d741fe442c053db83c094,380c0653efacdb631364dadf4921f821cb3bbf973cdfc69133f7e64ea37f87ab
bellevue_116th_ne12th,23,1037.11,312.3,818.36,313.87,1280,720,1846,920,0.8102421874999999,0.43375,0.44331527627302275,0.3411630434782609,True,manual_visual_selection_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_116th_ne12th.json,49a26bc53dac84ebf06604b71eaddedc51f667252cc6406be8034b65e4f0d54c,c310c844949cacaf70d2bfd7c346fcd2f156ed229c6d741fe442c053db83c094,380c0653efacdb631364dadf4921f821cb3bbf973cdfc69133f7e64ea37f87ab
bellevue_116th_ne12th,24,940.37,219.72,798.86,379.88,1280,720,1846,920,0.7346640625,0.30516666666666664,0.4327518959913326,0.41291304347826085,True,manual_visual_selection_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_116th_ne12th.json,49a26bc53dac84ebf06604b71eaddedc51f667252cc6406be8034b65e4f0d54c,c310c844949cacaf70d2bfd7c346fcd2f156ed229c6d741fe442c053db83c094,380c0653efacdb631364dadf4921f821cb3bbf973cdfc69133f7e64ea37f87ab
bellevue_116th_ne12th,25,902.92,198.91,800.36,403.88,1280,720,1846,920,0.70540625,0.27626388888888886,0.43356446370530877,0.439,True,manual_visual_selection_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_116th_ne12th.json,49a26bc53dac84ebf06604b71eaddedc51f667252cc6406be8034b65e4f0d54c,c310c844949cacaf70d2bfd7c346fcd2f156ed229c6d741fe442c053db83c094,380c0653efacdb631364dadf4921f821cb3bbf973cdfc69133f7e64ea37f87ab
bellevue_116th_ne12th,26,501.39,91.77,924.88,685.92,1280,720,1846,920,0.39171093749999997,0.12745833333333334,0.5010184182015168,0.7455652173913043,False,manual_visual_selection_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_116th_ne12th.json,49a26bc53dac84ebf06604b71eaddedc51f667252cc6406be8034b65e4f0d54c,c310c844949cacaf70d2bfd7c346fcd2f156ed229c6d741fe442c053db83c094,380c0653efacdb631364dadf4921f821cb3bbf973cdfc69133f7e64ea37f87ab
bellevue_150th_newport,1,880.6354838709678,274.7172043010753,1045.3204834387352,487.2443833540832,1280,720,1915,985,0.6879964717741937,0.38155167264038237,0.5458592602813239,0.4946643485828256,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,2,909.4010752688172,224.75591397849465,1062.0880814073505,474.3843353304581,1280,720,1915,985,0.7104695900537634,0.3121609916367981,0.5546151861134989,0.48160846226442444,True,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,3,912.4290322580646,344.3602150537636,1015.758968928179,529.4827003164628,1280,720,1915,985,0.712835181451613,0.4782780764635606,0.5304224380826,0.5375458886461552,False,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
bellevue_150th_newport,4,273.53010752688164,660.7817204301076,914.9261408975368,569.8746992205703,1280,720,1915,985,0.21369539650537628,0.9177523894862606,0.47776821978983647,0.5785529941325587,False,manual_existing_calibration_point_feature_not_documented,frozen-hg-msa-tc-five-scene-v1,research_experiments/fov2026_trajectory_clustering/configs/hg_msa_tc_five_scene/homography_bellevue_150th_newport.json,243f3e4e2f2934655415ca97509041c6d8e5714bfde91b9a8d747f45f2be15d8,d362b09147e09c811558f38d76ea9af7ccd006c913d15f6a3db9c361c16c0431,a676d8bdb957ef34c348ad5e03e9f468baae2afd17345ff4d3f57ae8e063423d
