release,scene_count,total_detections,total_tracks,total_points,detection_files,trajectory_files,detection_source_files,trajectory_source_files,source_files,clustered_tracks,outlier_tracks,average_confidence,median_confidence,mean_track_length_frames,median_track_length_frames,track_length_p90,track_length_p95,short_track_ratio,mean_continuity_ratio,median_continuity_ratio,tracks_continuity_ge_0_90_ratio,interpolation_demand_proxy,mean_class_consistency,trajectory_roughness,position_jump_proxy_ratio,outlier_ratio,number_of_clusters,cluster_size_mean,small_cluster_ratio,reprojection_error_mean,detections_per_source,tracks_per_source
new_yolo11x_bytetrack,5,172261609.0,317854.0,106910062.0,115.0,5.0,115.0,5.0,115.0,72360.0,45092.0,0.5136925964586454,0.5234429799747408,336.34958817570333,132.09135326281879,870.300171776982,1575.7559168674923,0.15713818293933693,1.0,1.0,1.0,0.020353760410327996,0.9541683954197265,79721.08109918349,0.010000021119352847,0.04247104076739928,12.286863389527209,,,8.846520095579647,1497927.0347826087,63570.8
old_yolov7_deepsort,5,0.0,255960.0,57818930.0,0.0,5.0,0.0,5.0,5.0,55093.0,11920.0,,,225.89049070167215,108.6132325363338,436.8357282387873,944.2826218940454,0.13382169088920143,1.0,1.0,1.0,0.0363932893714133,,176464.94626535528,0.01000004294555414,0.017787124093502613,15.383796296296296,,,,,51192.0
