release,scene,source_file,method,clustered_tracks,outlier_tracks,outlier_ratio,number_of_clusters,cluster_size_mean,cluster_size_median,small_cluster_ratio,run_idx,source,feature_set,feature_columns_json,normalization,transform,params_json,fit_time_s,n_tracks,max_eps,min_samples,xi,n_total,n_clusters,n_outliers,pct_outliers,target_clusters,cluster_count_error,n_clustered,largest_cluster_ratio,smallest_cluster_size,median_cluster_size,mean_cluster_size,silhouette_clustered_only,davies_bouldin_clustered_only,calinski_harabasz_clustered_only,dbcv_clustered_only,inertia,n_clustered_points,eval_sampled,eval_n_points,error,reachability_mean,reachability_median,reachability_min,reachability_max,quick_score,quick_search_enabled,quick_trials,best_params_json
old_yolov7_deepsort,bellevue_150th_se38th,processed/bellevue_150th_se38th/method_comparison/stats_gmm.json,gmm,,,,,,,,,,,,,,,0.3902292251586914,,,,,5875.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.9645617021276596,True,8.0,"{""n_clusters"": 18, ""covariance_type"": ""diag""}"
old_yolov7_deepsort,bellevue_150th_se38th,processed/bellevue_150th_se38th/method_comparison/stats_hdbscan.json,hdbscan,,,,,,,,,,,,,,,0.36977100372314453,,,,,5875.0,8.0,265.0,4.51063829787234,,,,,,,,,,,,,,,,,,,,,0.7930880519841722,True,16.0,"{""hdbscan_min_cluster_size"": 80, ""hdbscan_min_samples"": 5}"
old_yolov7_deepsort,bellevue_150th_se38th,processed/bellevue_150th_se38th/method_comparison/stats_kmeans.json,kmeans,,,,,,,,,,,,,,,0.7151656150817871,,,,,5875.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.9430382978723404,True,32.0,"{""n_clusters"": 12, ""kmeans_max_iter"": 300, ""kmeans_n_init"": 10, ""kmeans_tol"": 0.0001}"
old_yolov7_deepsort,bellevue_150th_se38th,processed/bellevue_150th_se38th/method_comparison/stats_optics.json,optics,,,,,,,,,,,,,,,7.667291641235352,,,,,5875.0,18.0,5285.0,89.95744680851064,,,,,,,,,,,,,,,,,,,,,0.8038139199423008,True,36.0,"{""max_eps"": 1.0, ""min_samples"": 20, ""xi"": 0.02}"
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.csv,birch,17569.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.csv,dbscan,17027.0,542.0,0.030849792247709038,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.csv,gmm,17569.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.csv,hdbscan,16986.0,583.0,0.03318344811884569,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.csv,kmeans,17569.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.csv,optics,16273.0,1296.0,0.07376629290227105,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.partial.csv,birch,17569.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.partial.csv,dbscan,17027.0,542.0,0.030849792247709038,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.partial.csv,gmm,17569.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.partial.csv,hdbscan,16986.0,583.0,0.03318344811884569,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.partial.csv,kmeans,17569.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/methods_summary.partial.csv,optics,16273.0,1296.0,0.07376629290227105,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/stats_birch.json,birch,,,,,,,,,,,,,,,0.5637481212615967,,,,,17569.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.9692640446240537,True,12.0,"{""n_clusters"": 18, ""birch_threshold"": 0.2}"
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/stats_dbscan.json,dbscan,,,,,,,,,,,,,,,1.2833507061004639,,,,,17569.0,12.0,542.0,3.0849792247709034,,,,,,,,,,,,,,,,,,,,,0.9542664073224675,True,12.0,"{""dbscan_min_samples"": 10, ""eps"": 0.35}"
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/stats_gmm.json,gmm,,,,,,,,,,,,,,,0.5604534149169922,,,,,17569.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.9785189822983664,True,8.0,"{""n_clusters"": 18, ""covariance_type"": ""diag""}"
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/stats_hdbscan.json,hdbscan,,,,,,,,,,,,,,,3.195707082748413,,,,,17569.0,9.0,583.0,3.3183448118845695,,,,,,,,,,,,,,,,,,,,,0.8598033197957529,True,16.0,"{""hdbscan_min_cluster_size"": 80, ""hdbscan_min_samples"": 5}"
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/stats_kmeans.json,kmeans,,,,,,,,,,,,,,,0.40504884719848633,,,,,17569.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.9774090727986795,True,32.0,"{""n_clusters"": 18, ""kmeans_max_iter"": 300, ""kmeans_n_init"": 10, ""kmeans_tol"": 0.0001}"
old_yolov7_deepsort,bellevue_ne8th,processed/bellevue_ne8th/method_comparison/stats_optics.json,optics,,,,,,,,,,,,,,,13.425776243209839,,,,,17569.0,9.0,1296.0,7.376629290227105,,,,,,,,,,,,,,,,,,,,,0.8524137255855467,True,36.0,"{""max_eps"": 0.35, ""min_samples"": 20, ""xi"": 0.05}"
